Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 8.736E+02, 8.328E+03, 3.484E+03, 6.570E+03, 4.070E+03, 2.343E+03, 8.524E+02, 0.000E+00, 3.728E+03, 4.381E+02, 9.602E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.070E+04
