,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-04T21:16:29.054+02:00,   0.286E-01,   0.02864
      2,2021-11-04T21:16:29.374+02:00,   0.315E-01,   0.06015
      3,2021-11-04T21:16:29.695+02:00,   0.347E-01,   0.09481
      4,2021-11-04T21:16:30.099+02:00,   0.347E-01,   0.12947
      5,2021-11-04T21:16:30.422+02:00,   0.347E-01,   0.16412
      6,2021-11-04T21:16:30.760+02:00,   0.347E-01,   0.19878
      7,2021-11-04T21:16:31.201+02:00,   0.347E-01,   0.23344
      8,2021-11-04T21:16:31.677+02:00,   0.307E-01,   0.26417
      9,2021-11-04T21:16:32.007+02:00,   0.307E-01,   0.29490
     10,2021-11-04T21:16:32.456+02:00,   0.307E-01,   0.32563
     20,2021-11-04T21:16:35.769+02:00,   0.307E-01,   0.63292
     30,2021-11-04T21:16:39.329+02:00,   0.307E-01,   0.94022
     40,2021-11-04T21:16:42.968+02:00,   0.236E-01,   1.19024
     50,2021-11-04T21:16:46.272+02:00,   0.205E-01,   1.39541
     60,2021-11-04T21:16:49.779+02:00,   0.200E-01,   1.58865
     70,2021-11-04T21:16:53.189+02:00,   0.221E-01,   1.80315
     80,2021-11-04T21:16:56.820+02:00,   0.170E-01,   2.00422
     90,2021-11-04T21:17:01.142+02:00,   0.170E-01,   2.17416
    100,2021-11-04T21:17:05.430+02:00,   0.206E-01,   2.35295
    200,2021-11-04T21:17:37.932+02:00,   0.233E-01,   4.42179
    300,2021-11-04T21:18:14.571+02:00,   0.226E-01,   6.69221
    400,2021-11-04T21:18:49.066+02:00,   0.239E-01,   8.77029
    500,2021-11-04T21:19:21.788+02:00,   0.234E-01,  10.97048
    600,2021-11-04T21:19:54.635+02:00,   0.243E-01,  13.18551
    700,2021-11-04T21:20:34.490+02:00,   0.244E-01,  15.28461
    800,2021-11-04T21:21:12.728+02:00,   0.191E-01,  17.47505
    900,2021-11-04T21:21:45.558+02:00,   0.213E-01,  19.70281
   1000,2021-11-04T21:22:19.612+02:00,   0.247E-01,  22.03676
   1100,2021-11-04T21:22:53.288+02:00,   0.215E-01,  24.27548
   1200,2021-11-04T21:23:30.077+02:00,   0.263E-01,  26.49912
   1300,2021-11-04T21:24:06.230+02:00,   0.251E-01,  28.72518
   1400,2021-11-04T21:24:42.011+02:00,   0.219E-01,  31.04882
   1500,2021-11-04T21:25:21.402+02:00,   0.190E-01,  33.16775
   1600,2021-11-04T21:25:55.605+02:00,   0.254E-01,  35.59377
   1700,2021-11-04T21:26:28.243+02:00,   0.248E-01,  37.84127
   1800,2021-11-04T21:26:59.308+02:00,   0.224E-01,  40.06671
   1900,2021-11-04T21:27:31.342+02:00,   0.171E-01,  42.29140
   2000,2021-11-04T21:28:02.703+02:00,   0.222E-01,  44.41772
   2100,2021-11-04T21:28:33.761+02:00,   0.198E-01,  46.77348
   2200,2021-11-04T21:29:05.288+02:00,   0.248E-01,  48.87267
   2300,2021-11-04T21:29:36.479+02:00,   0.228E-01,  51.05246
   2400,2021-11-04T21:30:10.014+02:00,   0.216E-01,  53.16463
