Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 7.814E+02, 7.268E+03, 3.086E+03, 5.882E+03, 3.598E+03, 2.099E+03, 7.914E+02, 0.000E+00, 3.233E+03, 3.573E+02, 8.609E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.710E+04
