,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-10-26T22:55:06.601+02:00,   0.382E-01,   0.03817
      2,2020-10-26T22:55:06.864+02:00,   0.382E-01,   0.07634
      3,2020-10-26T22:55:07.374+02:00,   0.330E-01,   0.10931
      4,2020-10-26T22:55:07.897+02:00,   0.330E-01,   0.14227
      5,2020-10-26T22:55:08.304+02:00,   0.330E-01,   0.17524
      6,2020-10-26T22:55:08.706+02:00,   0.330E-01,   0.20821
      7,2020-10-26T22:55:09.197+02:00,   0.330E-01,   0.24117
      8,2020-10-26T22:55:09.605+02:00,   0.330E-01,   0.27414
      9,2020-10-26T22:55:10.163+02:00,   0.295E-01,   0.30367
     10,2020-10-26T22:55:10.682+02:00,   0.295E-01,   0.33320
     20,2020-10-26T22:55:14.255+02:00,   0.295E-01,   0.62849
     30,2020-10-26T22:55:17.907+02:00,   0.295E-01,   0.92379
     40,2020-10-26T22:55:21.271+02:00,   0.265E-01,   1.21608
     50,2020-10-26T22:55:24.281+02:00,   0.265E-01,   1.48135
     60,2020-10-26T22:55:27.261+02:00,   0.265E-01,   1.74662
     70,2020-10-26T22:55:30.406+02:00,   0.265E-01,   2.01189
     80,2020-10-26T22:55:33.356+02:00,   0.265E-01,   2.27717
     90,2020-10-26T22:55:36.395+02:00,   0.238E-01,   2.53149
    100,2020-10-26T22:55:39.473+02:00,   0.238E-01,   2.76941
    200,2020-10-26T22:56:09.453+02:00,   0.313E-01,   5.67036
    300,2020-10-26T22:56:39.648+02:00,   0.160E-01,   7.78721
    400,2020-10-26T22:57:13.879+02:00,   0.277E-01,  10.05389
    500,2020-10-26T22:57:50.987+02:00,   0.273E-01,  12.84462
    600,2020-10-26T22:58:21.049+02:00,   0.213E-01,  14.99059
    700,2020-10-26T22:58:45.693+02:00,   0.192E-01,  17.41469
    800,2020-10-26T22:59:10.394+02:00,   0.251E-01,  19.85961
    900,2020-10-26T22:59:36.454+02:00,   0.236E-01,  22.53549
   1000,2020-10-26T23:00:02.404+02:00,   0.212E-01,  24.86323
