,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-03T08:55:46.167+02:00,   0.286E-01,   0.02864
      2,2021-11-03T08:55:46.533+02:00,   0.315E-01,   0.06015
      3,2021-11-03T08:55:46.877+02:00,   0.347E-01,   0.09481
      4,2021-11-03T08:55:47.283+02:00,   0.347E-01,   0.12947
      5,2021-11-03T08:55:47.617+02:00,   0.347E-01,   0.16412
      6,2021-11-03T08:55:47.933+02:00,   0.347E-01,   0.19878
      7,2021-11-03T08:55:48.304+02:00,   0.347E-01,   0.23344
      8,2021-11-03T08:55:48.729+02:00,   0.307E-01,   0.26417
      9,2021-11-03T08:55:49.031+02:00,   0.307E-01,   0.29490
     10,2021-11-03T08:55:49.407+02:00,   0.307E-01,   0.32563
     20,2021-11-03T08:55:52.432+02:00,   0.307E-01,   0.63292
     30,2021-11-03T08:55:55.658+02:00,   0.307E-01,   0.94022
     40,2021-11-03T08:55:59.115+02:00,   0.236E-01,   1.19024
     50,2021-11-03T08:56:02.362+02:00,   0.205E-01,   1.39541
     60,2021-11-03T08:56:05.546+02:00,   0.200E-01,   1.58865
     70,2021-11-03T08:56:08.745+02:00,   0.221E-01,   1.80315
     80,2021-11-03T08:56:12.064+02:00,   0.170E-01,   2.00421
     90,2021-11-03T08:56:15.207+02:00,   0.170E-01,   2.17414
    100,2021-11-03T08:56:18.413+02:00,   0.206E-01,   2.34934
    200,2021-11-03T08:56:50.752+02:00,   0.269E-01,   4.46918
    300,2021-11-03T08:57:23.055+02:00,   0.219E-01,   6.81869
    400,2021-11-03T08:57:55.578+02:00,   0.157E-01,   8.86342
    500,2021-11-03T08:58:27.831+02:00,   0.242E-01,  10.96048
    600,2021-11-03T08:59:00.092+02:00,   0.227E-01,  13.14003
    700,2021-11-03T08:59:32.837+02:00,   0.232E-01,  15.16753
    800,2021-11-03T09:00:05.545+02:00,   0.231E-01,  17.15045
    900,2021-11-03T09:00:37.538+02:00,   0.195E-01,  19.27878
   1000,2021-11-03T09:01:09.222+02:00,   0.209E-01,  21.45171
   1100,2021-11-03T09:01:42.247+02:00,   0.191E-01,  23.19153
   1200,2021-11-03T09:02:14.977+02:00,   0.204E-01,  25.25966
   1300,2021-11-03T09:02:48.106+02:00,   0.237E-01,  27.43638
   1400,2021-11-03T09:03:21.410+02:00,   0.204E-01,  29.46223
   1500,2021-11-03T09:03:55.307+02:00,   0.221E-01,  31.71344
   1600,2021-11-03T09:04:28.264+02:00,   0.242E-01,  33.90067
   1700,2021-11-03T09:05:02.666+02:00,   0.251E-01,  35.92614
   1800,2021-11-03T09:05:38.466+02:00,   0.208E-01,  38.26849
   1900,2021-11-03T09:06:11.502+02:00,   0.224E-01,  40.33676
   2000,2021-11-03T09:06:44.227+02:00,   0.206E-01,  42.50695
   2100,2021-11-03T09:07:17.258+02:00,   0.194E-01,  44.52270
   2200,2021-11-03T09:07:50.425+02:00,   0.244E-01,  46.62945
   2300,2021-11-03T09:08:23.535+02:00,   0.251E-01,  48.84244
   2400,2021-11-03T09:08:56.513+02:00,   0.185E-01,  50.78297
   2500,2021-11-03T09:09:29.626+02:00,   0.207E-01,  52.81872
   2600,2021-11-03T09:10:03.094+02:00,   0.186E-01,  54.77886
   2700,2021-11-03T09:10:35.699+02:00,   0.239E-01,  57.15207
   2800,2021-11-03T09:11:08.645+02:00,   0.254E-01,  59.45974
   2900,2021-11-03T09:11:41.445+02:00,   0.218E-01,  61.80320
   3000,2021-11-03T09:12:14.200+02:00,   0.244E-01,  64.08580
   3100,2021-11-03T09:12:47.386+02:00,   0.196E-01,  66.27263
   3200,2021-11-03T09:13:20.376+02:00,   0.231E-01,  68.42730
   3300,2021-11-03T09:13:53.701+02:00,   0.172E-01,  70.44088
   3400,2021-11-03T09:14:27.272+02:00,   0.214E-01,  72.37075
   3500,2021-11-03T09:15:01.181+02:00,   0.234E-01,  74.36627
   3600,2021-11-03T09:15:34.749+02:00,   0.150E-01,  76.48136
   3700,2021-11-03T09:16:08.115+02:00,   0.209E-01,  78.66241
   3800,2021-11-03T09:16:41.553+02:00,   0.203E-01,  80.77570
   3900,2021-11-03T09:17:14.450+02:00,   0.255E-01,  82.93941
   4000,2021-11-03T09:17:47.563+02:00,   0.196E-01,  85.27907
   4100,2021-11-03T09:18:21.067+02:00,   0.238E-01,  87.31271
   4200,2021-11-03T09:18:54.410+02:00,   0.179E-01,  89.32994
   4300,2021-11-03T09:19:27.555+02:00,   0.234E-01,  91.48317
   4400,2021-11-03T09:20:00.721+02:00,   0.225E-01,  93.69980
   4500,2021-11-03T09:20:34.053+02:00,   0.222E-01,  95.80421
   4600,2021-11-03T09:21:07.478+02:00,   0.241E-01,  97.98001
   4700,2021-11-03T09:21:40.065+02:00,   0.232E-01, 100.28799
   4800,2021-11-03T09:22:12.706+02:00,   0.170E-01, 102.59258
   4900,2021-11-03T09:22:45.454+02:00,   0.222E-01, 104.90193
   5000,2021-11-03T09:23:18.897+02:00,   0.214E-01, 107.13042
   5100,2021-11-03T09:23:52.045+02:00,   0.249E-01, 109.43265
   5200,2021-11-03T09:24:25.228+02:00,   0.248E-01, 111.74131
   5300,2021-11-03T09:24:58.141+02:00,   0.182E-01, 114.11604
   5400,2021-11-03T09:25:31.270+02:00,   0.224E-01, 116.22561
   5500,2021-11-03T09:26:04.124+02:00,   0.213E-01, 118.60876
   5600,2021-11-03T09:26:37.192+02:00,   0.216E-01, 120.06841
   5700,2021-11-03T09:27:10.233+02:00,   0.205E-01, 122.33054
   5800,2021-11-03T09:27:42.663+02:00,   0.175E-01, 124.63077
   5900,2021-11-03T09:28:15.600+02:00,   0.169E-01, 126.95345
   6000,2021-11-03T09:28:48.002+02:00,   0.246E-01, 128.84969
   6100,2021-11-03T09:29:20.228+02:00,   0.248E-01, 130.91817
   6200,2021-11-03T09:29:52.552+02:00,   0.238E-01, 133.27113
   6300,2021-11-03T09:30:25.124+02:00,   0.228E-01, 135.53185
   6400,2021-11-03T09:30:57.506+02:00,   0.245E-01, 137.88180
   6500,2021-11-03T09:31:29.622+02:00,   0.255E-01, 140.42008
   6600,2021-11-03T09:32:01.672+02:00,   0.250E-01, 142.29926
   6700,2021-11-03T09:32:33.283+02:00,   0.243E-01, 144.72444
   6800,2021-11-03T09:33:06.120+02:00,   0.245E-01, 146.83040
   6900,2021-11-03T09:33:38.493+02:00,   0.227E-01, 149.26015
   7000,2021-11-03T09:34:11.974+02:00,   0.214E-01, 151.58567
   7100,2021-11-03T09:34:44.670+02:00,   0.218E-01, 153.69857
   7200,2021-11-03T09:35:17.549+02:00,   0.256E-01, 156.04409
   7300,2021-11-03T09:35:50.453+02:00,   0.174E-01, 158.41001
   7400,2021-11-03T09:36:23.328+02:00,   0.152E-01, 160.40015
   7500,2021-11-03T09:36:55.615+02:00,   0.243E-01, 162.69093
   7600,2021-11-03T09:37:27.746+02:00,   0.236E-01, 165.03643
   7700,2021-11-03T09:37:59.765+02:00,   0.244E-01, 167.41296
   7800,2021-11-03T09:38:31.872+02:00,   0.248E-01, 169.78292
   7900,2021-11-03T09:39:04.133+02:00,   0.197E-01, 172.18500
   8000,2021-11-03T09:39:36.517+02:00,   0.225E-01, 174.37402
   8100,2021-11-03T09:40:08.994+02:00,   0.244E-01, 176.65295
   8200,2021-11-03T09:40:41.640+02:00,   0.202E-01, 178.95006
   8300,2021-11-03T09:41:14.425+02:00,   0.111E-01, 180.13919
   8400,2021-11-03T09:41:46.380+02:00,   0.963E-02, 181.26700
   8500,2021-11-03T09:42:18.151+02:00,   0.263E-01, 182.89575
   8600,2021-11-03T09:42:51.334+02:00,   0.249E-01, 185.40305
   8700,2021-11-03T09:43:24.473+02:00,   0.218E-01, 187.88510
   8800,2021-11-03T09:43:57.316+02:00,   0.139E-01, 190.01604
   8900,2021-11-03T09:44:29.374+02:00,   0.253E-01, 191.94091
   9000,2021-11-03T09:45:00.876+02:00,   0.246E-01, 194.40210
   9100,2021-11-03T09:45:32.993+02:00,   0.223E-01, 196.70416
   9200,2021-11-03T09:46:06.525+02:00,   0.119E-01, 198.13459
   9300,2021-11-03T09:46:39.495+02:00,   0.206E-01, 199.60408
   9400,2021-11-03T09:47:12.580+02:00,   0.163E-01, 201.89099
   9500,2021-11-03T09:47:45.007+02:00,   0.207E-01, 203.99651
   9600,2021-11-03T09:48:17.732+02:00,   0.166E-01, 206.19834
   9700,2021-11-03T09:48:50.418+02:00,   0.196E-01, 208.27301
   9800,2021-11-03T09:49:22.490+02:00,   0.200E-01, 210.39633
   9900,2021-11-03T09:49:54.658+02:00,   0.241E-01, 212.50478
  10000,2021-11-03T09:50:27.598+02:00,   0.232E-01, 214.61308
  10100,2021-11-03T09:50:59.810+02:00,   0.238E-01, 216.90708
  10200,2021-11-03T09:51:32.208+02:00,   0.212E-01, 219.17293
  10300,2021-11-03T09:52:05.596+02:00,   0.129E-01, 221.23312
  10400,2021-11-03T09:52:37.662+02:00,   0.263E-01, 223.23673
  10500,2021-11-03T09:53:10.261+02:00,   0.201E-01, 225.61116
  10600,2021-11-03T09:53:42.569+02:00,   0.181E-01, 227.78340
  10700,2021-11-03T09:54:15.080+02:00,   0.215E-01, 229.88488
  10800,2021-11-03T09:54:47.562+02:00,   0.213E-01, 232.05878
  10900,2021-11-03T09:55:19.943+02:00,   0.243E-01, 234.04823
  11000,2021-11-03T09:55:52.594+02:00,   0.140E-01, 235.99298
  11100,2021-11-03T09:56:24.598+02:00,   0.218E-01, 238.28033
  11200,2021-11-03T09:56:56.757+02:00,   0.168E-01, 240.61861
  11300,2021-11-03T09:57:29.330+02:00,   0.154E-01, 242.55484
  11400,2021-11-03T09:58:01.783+02:00,   0.189E-01, 244.86043
  11500,2021-11-03T09:58:34.342+02:00,   0.238E-01, 247.08875
  11600,2021-11-03T09:59:06.907+02:00,   0.224E-01, 249.24236
  11700,2021-11-03T09:59:40.008+02:00,   0.227E-01, 251.51124
  11800,2021-11-03T10:00:15.288+02:00,   0.214E-01, 253.77741
  11900,2021-11-03T10:00:51.163+02:00,   0.266E-01, 256.06787
  12000,2021-11-03T10:01:24.041+02:00,   0.255E-01, 258.29906
  12100,2021-11-03T10:01:57.139+02:00,   0.172E-01, 260.37642
  12200,2021-11-03T10:02:29.859+02:00,   0.231E-01, 262.22312
  12300,2021-11-03T10:03:02.200+02:00,   0.226E-01, 264.53194
  12400,2021-11-03T10:03:35.047+02:00,   0.226E-01, 266.76678
  12500,2021-11-03T10:04:08.210+02:00,   0.260E-01, 268.95114
  12600,2021-11-03T10:04:41.207+02:00,   0.195E-01, 270.92468
  12700,2021-11-03T10:05:14.104+02:00,   0.203E-01, 273.07822
  12800,2021-11-03T10:05:46.566+02:00,   0.214E-01, 275.17651
  12900,2021-11-03T10:06:21.524+02:00,   0.229E-01, 277.46916
  13000,2021-11-03T10:06:55.213+02:00,   0.262E-01, 279.54006
  13100,2021-11-03T10:07:27.847+02:00,   0.217E-01, 281.75367
  13200,2021-11-03T10:08:00.354+02:00,   0.235E-01, 284.04864
  13300,2021-11-03T10:08:33.008+02:00,   0.230E-01, 286.15228
  13400,2021-11-03T10:09:05.271+02:00,   0.203E-01, 288.45525
  13500,2021-11-03T10:09:37.584+02:00,   0.240E-01, 290.41474
  13600,2021-11-03T10:10:09.340+02:00,   0.233E-01, 292.82067
  13700,2021-11-03T10:10:40.599+02:00,   0.244E-01, 295.05720
  13800,2021-11-03T10:11:12.115+02:00,   0.179E-01, 297.39392
  13900,2021-11-03T10:11:44.158+02:00,   0.232E-01, 299.35545
  14000,2021-11-03T10:12:16.475+02:00,   0.228E-01, 301.51887
  14100,2021-11-03T10:12:49.208+02:00,   0.233E-01, 303.72126
  14200,2021-11-03T10:13:22.325+02:00,   0.180E-01, 305.86143
  14300,2021-11-03T10:13:55.123+02:00,   0.233E-01, 308.07977
