,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-10T07:22:24.636+02:00,   0.286E-01,   0.02864
      2,2021-11-10T07:22:24.878+02:00,   0.315E-01,   0.06015
      3,2021-11-10T07:22:25.204+02:00,   0.347E-01,   0.09481
      4,2021-11-10T07:22:25.528+02:00,   0.347E-01,   0.12947
      5,2021-11-10T07:22:25.778+02:00,   0.347E-01,   0.16412
      6,2021-11-10T07:22:26.051+02:00,   0.347E-01,   0.19878
      7,2021-11-10T07:22:26.344+02:00,   0.347E-01,   0.23344
      8,2021-11-10T07:22:26.709+02:00,   0.307E-01,   0.26417
      9,2021-11-10T07:22:26.946+02:00,   0.307E-01,   0.29490
     10,2021-11-10T07:22:27.260+02:00,   0.307E-01,   0.32563
     20,2021-11-10T07:22:29.344+02:00,   0.307E-01,   0.63292
     30,2021-11-10T07:22:32.196+02:00,   0.307E-01,   0.94022
     40,2021-11-10T07:22:35.341+02:00,   0.236E-01,   1.19024
     50,2021-11-10T07:22:38.329+02:00,   0.205E-01,   1.39541
     60,2021-11-10T07:22:41.693+02:00,   0.200E-01,   1.58865
     70,2021-11-10T07:22:44.991+02:00,   0.221E-01,   1.80315
     80,2021-11-10T07:22:48.421+02:00,   0.170E-01,   2.00421
     90,2021-11-10T07:22:51.709+02:00,   0.170E-01,   2.17414
    100,2021-11-10T07:22:54.989+02:00,   0.206E-01,   2.34934
    200,2021-11-10T07:23:28.599+02:00,   0.268E-01,   4.46728
    300,2021-11-10T07:24:00.629+02:00,   0.253E-01,   6.84859
    400,2021-11-10T07:24:34.780+02:00,   0.212E-01,   9.25152
    500,2021-11-10T07:25:12.257+02:00,   0.233E-01,  10.98631
    600,2021-11-10T07:25:50.202+02:00,   0.245E-01,  13.19894
    700,2021-11-10T07:26:28.762+02:00,   0.207E-01,  15.25484
    800,2021-11-10T07:27:06.912+02:00,   0.140E-01,  17.33609
    900,2021-11-10T07:27:41.133+02:00,   0.180E-01,  19.29040
   1000,2021-11-10T07:28:16.787+02:00,   0.199E-01,  21.51507
   1100,2021-11-10T07:28:52.227+02:00,   0.173E-01,  23.57326
   1200,2021-11-10T07:29:29.334+02:00,   0.195E-01,  25.81302
   1300,2021-11-10T07:30:06.456+02:00,   0.247E-01,  28.00392
   1400,2021-11-10T07:30:42.373+02:00,   0.209E-01,  30.24396
   1500,2021-11-10T07:31:17.458+02:00,   0.226E-01,  32.48115
   1600,2021-11-10T07:31:52.700+02:00,   0.194E-01,  34.56356
   1700,2021-11-10T07:32:26.872+02:00,   0.247E-01,  36.84899
   1800,2021-11-10T07:33:01.513+02:00,   0.228E-01,  39.15676
   1900,2021-11-10T07:33:34.566+02:00,   0.231E-01,  41.40480
   2000,2021-11-10T07:34:10.452+02:00,   0.183E-01,  43.61212
   2100,2021-11-10T07:34:48.174+02:00,   0.233E-01,  45.80398
   2200,2021-11-10T07:35:24.680+02:00,   0.140E-01,  47.80879
   2300,2021-11-10T07:36:00.987+02:00,   0.221E-01,  49.96185
   2400,2021-11-10T07:36:37.450+02:00,   0.195E-01,  52.19751
   2500,2021-11-10T07:37:15.265+02:00,   0.240E-01,  54.49993
   2600,2021-11-10T07:37:53.309+02:00,   0.203E-01,  56.65521
   2700,2021-11-10T07:38:28.675+02:00,   0.213E-01,  58.61282
   2800,2021-11-10T07:39:03.067+02:00,   0.247E-01,  60.96051
   2900,2021-11-10T07:39:37.597+02:00,   0.219E-01,  62.99415
   3000,2021-11-10T07:40:12.567+02:00,   0.199E-01,  65.24870
   3100,2021-11-10T07:40:48.469+02:00,   0.213E-01,  67.49889
   3200,2021-11-10T07:41:24.693+02:00,   0.202E-01,  69.74723
   3300,2021-11-10T07:42:01.207+02:00,   0.253E-01,  71.96468
   3400,2021-11-10T07:42:37.630+02:00,   0.256E-01,  74.16846
   3500,2021-11-10T07:43:14.181+02:00,   0.172E-01,  76.37100
   3600,2021-11-10T07:43:50.481+02:00,   0.237E-01,  78.33322
   3700,2021-11-10T07:44:27.175+02:00,   0.231E-01,  80.57238
   3800,2021-11-10T07:45:04.831+02:00,   0.218E-01,  82.85921
   3900,2021-11-10T07:45:43.848+02:00,   0.226E-01,  85.10099
   4000,2021-11-10T07:46:22.125+02:00,   0.222E-01,  87.23253
   4100,2021-11-10T07:47:00.787+02:00,   0.210E-01,  89.35199
   4200,2021-11-10T07:47:37.368+02:00,   0.261E-01,  91.73236
   4300,2021-11-10T07:48:13.233+02:00,   0.188E-01,  93.94273
   4400,2021-11-10T07:48:48.066+02:00,   0.245E-01,  96.13258
   4500,2021-11-10T07:49:24.337+02:00,   0.241E-01,  98.46774
   4600,2021-11-10T07:50:00.737+02:00,   0.242E-01, 100.78069
   4700,2021-11-10T07:50:37.066+02:00,   0.253E-01, 102.83313
   4800,2021-11-10T07:51:12.557+02:00,   0.230E-01, 105.11187
   4900,2021-11-10T07:51:49.372+02:00,   0.193E-01, 107.30149
   5000,2021-11-10T07:52:25.123+02:00,   0.247E-01, 109.40649
   5100,2021-11-10T07:52:58.805+02:00,   0.191E-01, 111.63681
   5200,2021-11-10T07:53:32.605+02:00,   0.198E-01, 113.92292
   5300,2021-11-10T07:54:06.585+02:00,   0.228E-01, 116.23282
   5400,2021-11-10T07:54:41.247+02:00,   0.231E-01, 118.33688
   5500,2021-11-10T07:55:16.131+02:00,   0.222E-01, 120.37892
   5600,2021-11-10T07:55:51.103+02:00,   0.245E-01, 122.52858
   5700,2021-11-10T07:56:25.505+02:00,   0.226E-01, 124.76323
   5800,2021-11-10T07:57:00.408+02:00,   0.229E-01, 126.96267
   5900,2021-11-10T07:57:34.971+02:00,   0.254E-01, 129.28684
   6000,2021-11-10T07:58:10.178+02:00,   0.201E-01, 131.45308
   6100,2021-11-10T07:58:46.417+02:00,   0.219E-01, 133.64820
   6200,2021-11-10T07:59:23.953+02:00,   0.195E-01, 135.83100
   6300,2021-11-10T08:00:02.517+02:00,   0.242E-01, 138.01372
   6400,2021-11-10T08:00:39.347+02:00,   0.194E-01, 139.97563
   6500,2021-11-10T08:01:15.483+02:00,   0.220E-01, 142.17034
   6600,2021-11-10T08:01:52.515+02:00,   0.193E-01, 144.25214
   6700,2021-11-10T08:02:28.939+02:00,   0.212E-01, 146.43696
   6800,2021-11-10T08:03:05.658+02:00,   0.205E-01, 148.45467
   6900,2021-11-10T08:03:41.855+02:00,   0.245E-01, 150.66283
   7000,2021-11-10T08:04:17.348+02:00,   0.260E-01, 153.02088
   7100,2021-11-10T08:04:52.212+02:00,   0.196E-01, 155.31964
   7200,2021-11-10T08:05:26.595+02:00,   0.238E-01, 157.58596
   7300,2021-11-10T08:06:01.812+02:00,   0.224E-01, 159.49586
   7400,2021-11-10T08:06:36.520+02:00,   0.224E-01, 161.72218
   7500,2021-11-10T08:07:11.122+02:00,   0.243E-01, 163.99100
   7600,2021-11-10T08:07:44.762+02:00,   0.258E-01, 166.19631
   7700,2021-11-10T08:08:19.830+02:00,   0.169E-01, 168.33093
   7800,2021-11-10T08:08:54.028+02:00,   0.239E-01, 170.64503
   7900,2021-11-10T08:09:28.612+02:00,   0.257E-01, 172.98130
   8000,2021-11-10T08:10:03.115+02:00,   0.226E-01, 175.30243
   8100,2021-11-10T08:10:38.067+02:00,   0.233E-01, 177.57636
   8200,2021-11-10T08:11:14.228+02:00,   0.245E-01, 179.99044
   8300,2021-11-10T08:11:48.907+02:00,   0.245E-01, 182.44103
   8400,2021-11-10T08:12:25.092+02:00,   0.254E-01, 184.78880
   8500,2021-11-10T08:12:59.620+02:00,   0.108E-01, 186.70234
   8600,2021-11-10T08:13:33.853+02:00,   0.146E-01, 188.44452
   8700,2021-11-10T08:14:09.646+02:00,   0.238E-01, 190.79309
   8800,2021-11-10T08:14:45.752+02:00,   0.213E-01, 193.13907
   8900,2021-11-10T08:15:22.182+02:00,   0.148E-01, 194.74488
   9000,2021-11-10T08:15:58.090+02:00,   0.161E-01, 196.19319
   9100,2021-11-10T08:16:33.895+02:00,   0.247E-01, 198.63083
   9200,2021-11-10T08:17:09.429+02:00,   0.257E-01, 200.85497
   9300,2021-11-10T08:17:44.171+02:00,   0.216E-01, 202.70538
   9400,2021-11-10T08:18:19.431+02:00,   0.239E-01, 205.10241
   9500,2021-11-10T08:18:54.170+02:00,   0.248E-01, 207.53685
   9600,2021-11-10T08:19:29.576+02:00,   0.212E-01, 209.82253
   9700,2021-11-10T08:20:05.271+02:00,   0.252E-01, 212.22329
   9800,2021-11-10T08:20:40.601+02:00,   0.267E-01, 214.51961
   9900,2021-11-10T08:21:15.165+02:00,   0.242E-01, 216.72761
  10000,2021-11-10T08:21:55.071+02:00,   0.135E-01, 218.57581
  10100,2021-11-10T08:22:44.247+02:00,   0.264E-01, 220.84793
