,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-04T06:30:38.955+02:00,   0.235E-01,   0.02353
      2,2021-11-04T06:30:39.127+02:00,   0.259E-01,   0.04941
      3,2021-11-04T06:30:39.329+02:00,   0.285E-01,   0.07789
      4,2021-11-04T06:30:39.568+02:00,   0.285E-01,   0.10636
      5,2021-11-04T06:30:39.761+02:00,   0.285E-01,   0.13483
      6,2021-11-04T06:30:39.966+02:00,   0.313E-01,   0.16615
      7,2021-11-04T06:30:40.201+02:00,   0.313E-01,   0.19747
      8,2021-11-04T06:30:40.399+02:00,   0.313E-01,   0.22879
      9,2021-11-04T06:30:40.587+02:00,   0.313E-01,   0.26011
     10,2021-11-04T06:30:40.834+02:00,   0.313E-01,   0.29142
     20,2021-11-04T06:30:42.495+02:00,   0.313E-01,   0.60461
     30,2021-11-04T06:30:44.114+02:00,   0.313E-01,   0.91780
     40,2021-11-04T06:30:45.851+02:00,   0.276E-01,   1.20097
     50,2021-11-04T06:30:47.776+02:00,   0.276E-01,   1.47662
     60,2021-11-04T06:30:49.862+02:00,   0.247E-01,   1.72611
     70,2021-11-04T06:30:52.074+02:00,   0.247E-01,   1.97268
     80,2021-11-04T06:30:54.259+02:00,   0.247E-01,   2.21926
     90,2021-11-04T06:30:56.460+02:00,   0.247E-01,   2.46583
    100,2021-11-04T06:30:58.726+02:00,   0.211E-01,   2.67693
    200,2021-11-04T06:31:30.001+02:00,   0.229E-01,   4.71114
    300,2021-11-04T06:32:00.945+02:00,   0.242E-01,   6.92616
    400,2021-11-04T06:32:32.682+02:00,   0.141E-01,   8.97791
    500,2021-11-04T06:33:07.148+02:00,   0.116E-01,  10.23816
    600,2021-11-04T06:33:41.564+02:00,   0.154E-01,  11.59734
    700,2021-11-04T06:34:16.858+02:00,   0.166E-01,  12.96884
    800,2021-11-04T06:34:50.789+02:00,   0.227E-01,  14.83069
    900,2021-11-04T06:35:24.643+02:00,   0.220E-01,  17.07277
   1000,2021-11-04T06:35:59.030+02:00,   0.183E-01,  19.11947
   1100,2021-11-04T06:36:33.604+02:00,   0.997E-02,  20.56830
   1200,2021-11-04T06:37:08.453+02:00,   0.131E-01,  22.09252
   1300,2021-11-04T06:37:44.683+02:00,   0.242E-01,  24.09376
   1400,2021-11-04T06:38:21.528+02:00,   0.223E-01,  26.29739
   1500,2021-11-04T06:38:59.449+02:00,   0.240E-01,  28.61792
   1600,2021-11-04T06:39:37.861+02:00,   0.233E-01,  30.76765
   1700,2021-11-04T06:40:15.784+02:00,   0.209E-01,  33.05780
   1800,2021-11-04T06:40:53.960+02:00,   0.228E-01,  35.21502
   1900,2021-11-04T06:41:32.374+02:00,   0.227E-01,  37.31328
   2000,2021-11-04T06:42:10.179+02:00,   0.243E-01,  39.15066
   2100,2021-11-04T06:42:48.343+02:00,   0.165E-01,  41.20854
   2200,2021-11-04T06:43:28.196+02:00,   0.224E-01,  42.67005
   2300,2021-11-04T06:44:10.167+02:00,   0.150E-01,  44.54424
   2400,2021-11-04T06:44:50.039+02:00,   0.144E-01,  46.64174
   2500,2021-11-04T06:45:28.789+02:00,   0.166E-01,  48.37315
   2600,2021-11-04T06:46:08.181+02:00,   0.167E-01,  50.13792
   2700,2021-11-04T06:46:47.538+02:00,   0.105E-01,  51.87177
   2800,2021-11-04T06:47:25.625+02:00,   0.157E-01,  53.09494
   2900,2021-11-04T06:48:03.723+02:00,   0.103E-01,  54.23329
   3000,2021-11-04T06:48:41.701+02:00,   0.235E-01,  56.12206
   3100,2021-11-04T06:49:19.883+02:00,   0.209E-01,  57.89332
   3200,2021-11-04T06:49:56.399+02:00,   0.153E-01,  59.87383
   3300,2021-11-04T06:50:32.257+02:00,   0.225E-01,  61.65689
   3400,2021-11-04T06:51:08.021+02:00,   0.225E-01,  63.73100
   3500,2021-11-04T06:51:43.463+02:00,   0.225E-01,  65.98334
   3600,2021-11-04T06:52:18.921+02:00,   0.195E-01,  68.14287
   3700,2021-11-04T06:52:53.963+02:00,   0.235E-01,  70.39088
   3800,2021-11-04T06:53:29.511+02:00,   0.231E-01,  72.45440
   3900,2021-11-04T06:54:04.924+02:00,   0.170E-01,  74.61905
   4000,2021-11-04T06:54:41.247+02:00,   0.203E-01,  76.82638
   4100,2021-11-04T06:55:17.984+02:00,   0.969E-02,  78.46915
   4200,2021-11-04T06:55:53.715+02:00,   0.242E-01,  80.16398
   4300,2021-11-04T06:56:29.210+02:00,   0.176E-01,  81.88538
