,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-15T21:40:11.663+03:00,   0.177E+00,   0.17678
      2,2021-05-15T21:40:12.091+03:00,   0.177E+00,   0.35355
      3,2021-05-15T21:40:12.616+03:00,   0.177E+00,   0.53033
      4,2021-05-15T21:40:15.106+03:00,   0.177E+00,   0.70711
      5,2021-05-15T21:40:15.546+03:00,   0.177E+00,   0.88388
      6,2021-05-15T21:40:16.119+03:00,   0.177E+00,   1.06066
      7,2021-05-15T21:40:18.108+03:00,   0.177E+00,   1.23744
      8,2021-05-15T21:40:18.704+03:00,   0.177E+00,   1.41421
      9,2021-05-15T21:40:19.337+03:00,   0.177E+00,   1.59099
     10,2021-05-15T21:40:20.846+03:00,   0.177E+00,   1.76777
     20,2021-05-15T21:40:30.868+03:00,   0.177E+00,   3.53553
     30,2021-05-15T21:40:43.232+03:00,   0.177E+00,   5.30330
     40,2021-05-15T21:40:56.526+03:00,   0.177E+00,   7.07107
     50,2021-05-15T21:41:09.637+03:00,   0.177E+00,   8.83883
     60,2021-05-15T21:41:22.061+03:00,   0.177E+00,  10.60660
     70,2021-05-15T21:41:35.286+03:00,   0.177E+00,  12.37437
     80,2021-05-15T21:41:47.586+03:00,   0.177E+00,  14.14214
     90,2021-05-15T21:42:00.510+03:00,   0.177E+00,  15.90990
    100,2021-05-15T21:42:12.036+03:00,   0.177E+00,  17.67767
    200,2021-05-15T21:44:13.135+03:00,   0.121E+00,  33.14916
    300,2021-05-15T21:46:14.372+03:00,   0.118E+00,  45.97147
    400,2021-05-15T21:48:17.009+03:00,   0.129E+00,  58.88645
    500,2021-05-15T21:50:18.284+03:00,   0.138E+00,  71.68845
    600,2021-05-15T21:52:20.409+03:00,   0.147E+00,  85.42625
    700,2021-05-15T21:54:24.751+03:00,   0.145E+00,  99.79480
    800,2021-05-15T21:56:25.453+03:00,   0.136E+00, 113.81972
    900,2021-05-15T21:58:24.789+03:00,   0.137E+00, 127.50208
   1000,2021-05-15T22:00:25.467+03:00,   0.137E+00, 141.18729
   1100,2021-05-15T22:02:25.297+03:00,   0.143E+00, 155.04050
   1200,2021-05-15T22:04:27.469+03:00,   0.139E+00, 169.01427
   1300,2021-05-15T22:06:29.732+03:00,   0.153E+00, 182.59414
   1400,2021-05-15T22:08:28.721+03:00,   0.153E+00, 196.54682
   1500,2021-05-15T22:10:28.286+03:00,   0.123E+00, 210.06562
   1600,2021-05-15T22:12:28.294+03:00,   0.133E+00, 223.09407
   1700,2021-05-15T22:14:26.675+03:00,   0.144E+00, 236.56770
   1800,2021-05-15T22:16:25.573+03:00,   0.125E+00, 250.39043
   1900,2021-05-15T22:18:28.338+03:00,   0.131E+00, 263.66001
   2000,2021-05-15T22:20:27.781+03:00,   0.129E+00, 277.25040
   2100,2021-05-15T22:22:26.521+03:00,   0.138E+00, 290.70934
   2200,2021-05-15T22:24:27.689+03:00,   0.146E+00, 305.29636
   2300,2021-05-15T22:26:26.948+03:00,   0.143E+00, 318.83184
   2400,2021-05-15T22:28:25.017+03:00,   0.135E+00, 332.84423
   2500,2021-05-15T22:30:26.196+03:00,   0.145E+00, 346.85012
   2600,2021-05-15T22:32:29.857+03:00,   0.138E+00, 360.53920
   2700,2021-05-15T22:34:28.557+03:00,   0.124E+00, 374.10655
   2800,2021-05-15T22:36:32.277+03:00,   0.130E+00, 387.98381
   2900,2021-05-15T22:38:30.634+03:00,   0.139E+00, 401.71191
   3000,2021-05-15T22:40:30.178+03:00,   0.120E+00, 414.97352
   3100,2021-05-15T22:42:31.971+03:00,   0.142E+00, 428.65773
   3200,2021-05-15T22:44:29.499+03:00,   0.125E+00, 442.07404
   3300,2021-05-15T22:46:29.123+03:00,   0.132E+00, 455.52157
   3400,2021-05-15T22:48:29.237+03:00,   0.139E+00, 469.44154
   3500,2021-05-15T22:50:28.034+03:00,   0.145E+00, 482.70220
   3600,2021-05-15T22:52:25.034+03:00,   0.134E+00, 496.11817
   3700,2021-05-15T22:54:25.852+03:00,   0.149E+00, 509.41664
   3800,2021-05-15T22:56:23.548+03:00,   0.114E+00, 523.34312
   3900,2021-05-15T22:58:23.672+03:00,   0.128E+00, 536.84188
   4000,2021-05-15T23:00:24.536+03:00,   0.137E+00, 550.49488
   4100,2021-05-15T23:02:23.653+03:00,   0.132E+00, 563.93096
   4200,2021-05-15T23:04:21.134+03:00,   0.133E+00, 577.17880
   4300,2021-05-15T23:06:20.368+03:00,   0.141E+00, 590.79339
   4400,2021-05-15T23:08:16.775+03:00,   0.128E+00, 604.60137
   4500,2021-05-15T23:10:17.195+03:00,   0.132E+00, 618.21845
   4600,2021-05-15T23:12:17.131+03:00,   0.121E+00, 632.60474
   4700,2021-05-15T23:14:16.244+03:00,   0.133E+00, 645.60331
   4800,2021-05-15T23:16:14.455+03:00,   0.147E+00, 659.90173
   4900,2021-05-15T23:18:15.228+03:00,   0.122E+00, 673.79901
   5000,2021-05-15T23:20:13.469+03:00,   0.147E+00, 687.15060
   5100,2021-05-15T23:22:13.988+03:00,   0.138E+00, 700.89926
   5200,2021-05-15T23:24:17.037+03:00,   0.134E+00, 714.48217
   5300,2021-05-15T23:26:14.598+03:00,   0.139E+00, 727.74469
   5400,2021-05-15T23:28:13.230+03:00,   0.135E+00, 741.48631
   5500,2021-05-15T23:30:15.853+03:00,   0.121E+00, 755.18736
   5600,2021-05-15T23:32:14.731+03:00,   0.130E+00, 768.76215
   5700,2021-05-15T23:34:13.745+03:00,   0.128E+00, 782.04373
   5800,2021-05-15T23:36:14.114+03:00,   0.142E+00, 795.68358
   5900,2021-05-15T23:38:12.470+03:00,   0.142E+00, 809.83372
   6000,2021-05-15T23:40:10.389+03:00,   0.140E+00, 823.71968
   6100,2021-05-15T23:42:12.342+03:00,   0.130E+00, 837.54711
   6200,2021-05-15T23:44:10.770+03:00,   0.136E+00, 851.37647
   6300,2021-05-15T23:46:10.238+03:00,   0.143E+00, 864.89345
   6400,2021-05-15T23:48:11.256+03:00,   0.134E+00, 878.72366
   6500,2021-05-15T23:50:10.761+03:00,   0.145E+00, 893.00987
   6600,2021-05-15T23:52:08.965+03:00,   0.143E+00, 907.25664
   6700,2021-05-15T23:54:08.804+03:00,   0.125E+00, 921.06987
   6800,2021-05-15T23:56:06.602+03:00,   0.144E+00, 933.97846
   6900,2021-05-15T23:58:05.430+03:00,   0.137E+00, 947.58837
   7000,2021-05-16T00:00:07.070+03:00,   0.151E+00, 961.39525
   7100,2021-05-16T00:02:18.061+03:00,   0.144E+00, 975.13474
   7200,2021-05-16T00:04:19.774+03:00,   0.139E+00, 989.16848
   7300,2021-05-16T00:06:20.769+03:00,   0.145E+00,1002.62628
   7400,2021-05-16T00:08:20.721+03:00,   0.128E+00,1016.70160
   7500,2021-05-16T00:10:20.979+03:00,   0.133E+00,1029.65491
   7600,2021-05-16T00:12:26.061+03:00,   0.120E+00,1043.00756
   7700,2021-05-16T00:14:24.733+03:00,   0.140E+00,1056.71943
