,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-10-12T22:15:57.621+03:00,   0.286E-01,   0.02864
      2,2021-10-12T22:15:58.077+03:00,   0.315E-01,   0.06014
      3,2021-10-12T22:15:58.494+03:00,   0.347E-01,   0.09479
      4,2021-10-12T22:15:59.061+03:00,   0.347E-01,   0.12945
      5,2021-10-12T22:15:59.464+03:00,   0.347E-01,   0.16410
      6,2021-10-12T22:15:59.915+03:00,   0.347E-01,   0.19875
      7,2021-10-12T22:16:00.472+03:00,   0.347E-01,   0.23341
      8,2021-10-12T22:16:01.069+03:00,   0.307E-01,   0.26413
      9,2021-10-12T22:16:01.500+03:00,   0.307E-01,   0.29486
     10,2021-10-12T22:16:02.061+03:00,   0.307E-01,   0.32558
     20,2021-10-12T22:16:05.287+03:00,   0.307E-01,   0.63284
     30,2021-10-12T22:16:08.515+03:00,   0.307E-01,   0.94010
     40,2021-10-12T22:16:12.061+03:00,   0.236E-01,   1.19012
     50,2021-10-12T22:16:15.546+03:00,   0.207E-01,   1.39684
     60,2021-10-12T22:16:19.146+03:00,   0.204E-01,   1.59034
     70,2021-10-12T22:16:22.568+03:00,   0.204E-01,   1.79403
     80,2021-10-12T22:16:25.955+03:00,   0.177E-01,   1.99243
     90,2021-10-12T22:16:29.512+03:00,   0.158E-01,   2.16576
    100,2021-10-12T22:16:32.835+03:00,   0.174E-01,   2.32825
    200,2021-10-12T22:17:06.009+03:00,   0.273E-01,   4.41196
    300,2021-10-12T22:17:39.399+03:00,   0.222E-01,   6.78614
    400,2021-10-12T22:18:12.124+03:00,   0.226E-01,   8.96945
    500,2021-10-12T22:18:46.082+03:00,   0.164E-01,  10.76858
    600,2021-10-12T22:19:20.206+03:00,   0.212E-01,  12.97185
    700,2021-10-12T22:19:50.870+03:00,   0.232E-01,  15.13201
    800,2021-10-12T22:20:20.637+03:00,   0.196E-01,  17.22960
    900,2021-10-12T22:20:50.093+03:00,   0.257E-01,  19.60154
