Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 2.149E+02, 2.576E+03, 1.113E+03, 1.459E+03, 3.348E+02, 7.281E+02, 3.177E+02, 0.000E+00, 1.165E+03, 7.784E+01, 1.545E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.988E+03
