s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-9.0089393E-004, 3.4907609E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6598632E-004, 0.0000000E+000, 0.0000000E+000
 3.6000000E+003, 3.2909181E+002,-7.3382817E+001,-2.3437567E+002,-1.4732199E+001,-3.5822416E-002, 0.0000000E+000, 0.0000000E+000, 9.2966083E-002, 6.5653021E+000, 2.0064953E-002, 2.0064953E-002
