,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-07T19:12:27.668+02:00,   0.235E-01,   0.02353
      2,2021-11-07T19:12:27.874+02:00,   0.259E-01,   0.04941
      3,2021-11-07T19:12:28.062+02:00,   0.285E-01,   0.07789
      4,2021-11-07T19:12:28.366+02:00,   0.285E-01,   0.10636
      5,2021-11-07T19:12:28.563+02:00,   0.285E-01,   0.13483
      6,2021-11-07T19:12:28.759+02:00,   0.313E-01,   0.16615
      7,2021-11-07T19:12:29.028+02:00,   0.313E-01,   0.19747
      8,2021-11-07T19:12:29.229+02:00,   0.313E-01,   0.22879
      9,2021-11-07T19:12:29.438+02:00,   0.313E-01,   0.26011
     10,2021-11-07T19:12:29.675+02:00,   0.313E-01,   0.29142
     20,2021-11-07T19:12:31.432+02:00,   0.313E-01,   0.60461
     30,2021-11-07T19:12:33.204+02:00,   0.313E-01,   0.91780
     40,2021-11-07T19:12:35.041+02:00,   0.276E-01,   1.20098
     50,2021-11-07T19:12:36.679+02:00,   0.276E-01,   1.47665
     60,2021-11-07T19:12:38.482+02:00,   0.247E-01,   1.72618
     70,2021-11-07T19:12:40.224+02:00,   0.247E-01,   1.97280
     80,2021-11-07T19:12:41.994+02:00,   0.247E-01,   2.21942
     90,2021-11-07T19:12:43.738+02:00,   0.247E-01,   2.46604
    100,2021-11-07T19:12:45.605+02:00,   0.211E-01,   2.67702
    200,2021-11-07T19:13:05.339+02:00,   0.236E-01,   4.72629
    300,2021-11-07T19:13:32.546+02:00,   0.231E-01,   7.00112
    400,2021-11-07T19:14:00.324+02:00,   0.229E-01,   9.25194
    500,2021-11-07T19:14:28.767+02:00,   0.200E-01,  10.96125
    600,2021-11-07T19:14:56.909+02:00,   0.150E-01,  12.48796
    700,2021-11-07T19:15:24.962+02:00,   0.226E-01,  13.98366
    800,2021-11-07T19:15:52.616+02:00,   0.226E-01,  16.24829
    900,2021-11-07T19:16:20.870+02:00,   0.109E-01,  17.79541
   1000,2021-11-07T19:16:48.906+02:00,   0.132E-01,  19.17134
   1100,2021-11-07T19:17:16.450+02:00,   0.234E-01,  21.39876
   1200,2021-11-07T19:17:45.087+02:00,   0.226E-01,  23.40254
   1300,2021-11-07T19:18:14.388+02:00,   0.227E-01,  25.54042
   1400,2021-11-07T19:18:45.728+02:00,   0.175E-01,  27.53048
   1500,2021-11-07T19:19:17.511+02:00,   0.894E-02,  29.01528
   1600,2021-11-07T19:19:47.880+02:00,   0.172E-01,  30.59789
   1700,2021-11-07T19:20:17.433+02:00,   0.216E-01,  32.28385
   1800,2021-11-07T19:20:47.162+02:00,   0.122E-01,  33.75610
   1900,2021-11-07T19:21:16.063+02:00,   0.237E-01,  35.77637
   2000,2021-11-07T19:21:45.206+02:00,   0.227E-01,  37.68837
   2100,2021-11-07T19:22:14.388+02:00,   0.132E-01,  39.84275
   2200,2021-11-07T19:22:43.666+02:00,   0.137E-01,  40.89963
   2300,2021-11-07T19:23:13.276+02:00,   0.152E-01,  42.40437
   2400,2021-11-07T19:23:42.223+02:00,   0.163E-01,  44.09729
   2500,2021-11-07T19:24:12.055+02:00,   0.168E-01,  45.62336
   2600,2021-11-07T19:24:41.772+02:00,   0.134E-01,  47.26094
   2700,2021-11-07T19:25:10.825+02:00,   0.115E-01,  48.84843
   2800,2021-11-07T19:25:39.414+02:00,   0.128E-01,  50.40210
   2900,2021-11-07T19:26:08.134+02:00,   0.140E-01,  51.93733
   3000,2021-11-07T19:26:36.586+02:00,   0.169E-01,  53.69374
   3100,2021-11-07T19:27:05.152+02:00,   0.137E-01,  55.48961
   3200,2021-11-07T19:27:33.645+02:00,   0.212E-01,  56.84528
   3300,2021-11-07T19:28:02.576+02:00,   0.236E-01,  58.77976
   3400,2021-11-07T19:28:30.976+02:00,   0.244E-01,  60.86561
   3500,2021-11-07T19:28:59.425+02:00,   0.222E-01,  63.06678
   3600,2021-11-07T19:29:28.048+02:00,   0.201E-01,  65.16437
   3700,2021-11-07T19:29:57.025+02:00,   0.243E-01,  67.18600
   3800,2021-11-07T19:30:25.692+02:00,   0.221E-01,  69.23760
   3900,2021-11-07T19:30:55.355+02:00,   0.108E-01,  70.53582
   4000,2021-11-07T19:31:24.545+02:00,   0.196E-01,  72.05119
   4100,2021-11-07T19:31:54.347+02:00,   0.120E-01,  73.42137
   4200,2021-11-07T19:32:22.725+02:00,   0.204E-01,  75.04411
   4300,2021-11-07T19:32:51.220+02:00,   0.213E-01,  77.04284
   4400,2021-11-07T19:33:19.853+02:00,   0.193E-01,  79.16908
   4500,2021-11-07T19:33:49.209+02:00,   0.123E-01,  81.01943
   4600,2021-11-07T19:34:19.323+02:00,   0.158E-01,  82.63453
   4700,2021-11-07T19:34:49.645+02:00,   0.110E-01,  84.01525
   4800,2021-11-07T19:35:19.150+02:00,   0.172E-01,  85.54755
   4900,2021-11-07T19:35:49.328+02:00,   0.221E-01,  87.46205
   5000,2021-11-07T19:36:19.371+02:00,   0.239E-01,  89.28250
   5100,2021-11-07T19:36:49.241+02:00,   0.218E-01,  90.97235
   5200,2021-11-07T19:37:19.433+02:00,   0.167E-01,  92.73792
   5300,2021-11-07T19:37:49.258+02:00,   0.178E-01,  94.30895
   5400,2021-11-07T19:38:19.144+02:00,   0.146E-01,  95.97679
   5500,2021-11-07T19:38:49.224+02:00,   0.997E-02,  97.36021
   5600,2021-11-07T19:39:18.602+02:00,   0.138E-01,  98.66490
   5700,2021-11-07T19:39:48.908+02:00,   0.154E-01, 100.44536
   5800,2021-11-07T19:40:19.109+02:00,   0.119E-01, 102.22563
   5900,2021-11-07T19:40:49.151+02:00,   0.236E-01, 103.63363
   6000,2021-11-07T19:41:19.113+02:00,   0.236E-01, 105.80263
   6100,2021-11-07T19:41:49.511+02:00,   0.971E-02, 107.66610
   6200,2021-11-07T19:42:18.908+02:00,   0.182E-01, 109.27976
   6300,2021-11-07T19:42:48.351+02:00,   0.228E-01, 111.11862
   6400,2021-11-07T19:43:18.913+02:00,   0.107E-01, 112.65952
   6500,2021-11-07T19:43:49.158+02:00,   0.134E-01, 114.21329
   6600,2021-11-07T19:44:18.703+02:00,   0.184E-01, 116.37228
   6700,2021-11-07T19:44:48.851+02:00,   0.189E-01, 117.77590
   6800,2021-11-07T19:45:19.321+02:00,   0.185E-01, 119.36447
   6900,2021-11-07T19:45:49.146+02:00,   0.242E-01, 121.25035
   7000,2021-11-07T19:46:19.308+02:00,   0.113E-01, 123.29006
   7100,2021-11-07T19:46:48.900+02:00,   0.212E-01, 125.40257
   7200,2021-11-07T19:47:18.729+02:00,   0.168E-01, 127.36579
   7300,2021-11-07T19:47:48.606+02:00,   0.226E-01, 129.43349
   7400,2021-11-07T19:48:18.893+02:00,   0.121E-01, 131.12399
   7500,2021-11-07T19:48:49.038+02:00,   0.110E-01, 132.50235
   7600,2021-11-07T19:49:19.196+02:00,   0.179E-01, 133.84443
   7700,2021-11-07T19:49:49.721+02:00,   0.118E-01, 135.31543
   7800,2021-11-07T19:50:19.604+02:00,   0.243E-01, 137.30760
   7900,2021-11-07T19:50:49.304+02:00,   0.204E-01, 139.53828
   8000,2021-11-07T19:51:19.982+02:00,   0.120E-01, 141.01411
   8100,2021-11-07T19:51:50.093+02:00,   0.153E-01, 142.45732
   8200,2021-11-07T19:52:20.207+02:00,   0.151E-01, 144.06021
   8300,2021-11-07T19:52:50.182+02:00,   0.178E-01, 145.48521
   8400,2021-11-07T19:53:20.418+02:00,   0.119E-01, 147.05089
   8500,2021-11-07T19:53:51.021+02:00,   0.139E-01, 148.50094
   8600,2021-11-07T19:54:21.152+02:00,   0.156E-01, 150.24279
   8700,2021-11-07T19:54:50.705+02:00,   0.144E-01, 151.75940
   8800,2021-11-07T19:55:20.913+02:00,   0.147E-01, 153.37783
   8900,2021-11-07T19:55:50.935+02:00,   0.122E-01, 155.12291
   9000,2021-11-07T19:56:20.842+02:00,   0.169E-01, 156.52563
   9100,2021-11-07T19:56:51.773+02:00,   0.113E-01, 158.27528
   9200,2021-11-07T19:57:21.607+02:00,   0.231E-01, 160.23602
   9300,2021-11-07T19:57:51.963+02:00,   0.216E-01, 161.93485
   9400,2021-11-07T19:58:22.110+02:00,   0.198E-01, 163.60596
   9500,2021-11-07T19:58:51.764+02:00,   0.207E-01, 165.76065
   9600,2021-11-07T19:59:22.127+02:00,   0.120E-01, 167.71643
   9700,2021-11-07T19:59:51.858+02:00,   0.241E-01, 169.64639
   9800,2021-11-07T20:00:21.782+02:00,   0.236E-01, 171.98414
   9900,2021-11-07T20:00:51.446+02:00,   0.228E-01, 174.22998
  10000,2021-11-07T20:01:21.405+02:00,   0.139E-01, 176.31709
  10100,2021-11-07T20:01:51.365+02:00,   0.116E-01, 177.76821
  10200,2021-11-07T20:02:21.288+02:00,   0.212E-01, 179.12428
  10300,2021-11-07T20:02:51.518+02:00,   0.178E-01, 180.69719
  10400,2021-11-07T20:03:21.413+02:00,   0.233E-01, 182.88320
  10500,2021-11-07T20:03:51.082+02:00,   0.225E-01, 185.09487
  10600,2021-11-07T20:04:20.832+02:00,   0.153E-01, 187.36192
  10700,2021-11-07T20:04:51.024+02:00,   0.996E-02, 188.57663
  10800,2021-11-07T20:05:21.234+02:00,   0.160E-01, 190.17532
  10900,2021-11-07T20:05:51.274+02:00,   0.228E-01, 191.46311
  11000,2021-11-07T20:06:21.706+02:00,   0.167E-01, 193.07366
  11100,2021-11-07T20:06:51.360+02:00,   0.145E-01, 195.19914
  11200,2021-11-07T20:07:21.669+02:00,   0.226E-01, 197.11890
  11300,2021-11-07T20:07:51.797+02:00,   0.221E-01, 198.93252
  11400,2021-11-07T20:08:22.214+02:00,   0.227E-01, 201.15338
  11500,2021-11-07T20:08:51.478+02:00,   0.230E-01, 202.87724
  11600,2021-11-07T20:09:21.470+02:00,   0.185E-01, 204.88527
  11700,2021-11-07T20:09:51.524+02:00,   0.158E-01, 206.50932
