Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 9.933E+02, 9.426E+03, 3.934E+03, 7.763E+03, 4.813E+03, 2.639E+03, 9.543E+02, 0.000E+00, 4.207E+03, 4.480E+02, 1.189E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.519E+04
