,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-02T06:12:23.450+02:00,   0.286E-01,   0.02864
      2,2021-11-02T06:12:23.722+02:00,   0.315E-01,   0.06015
      3,2021-11-02T06:12:23.979+02:00,   0.347E-01,   0.09481
      4,2021-11-02T06:12:24.304+02:00,   0.347E-01,   0.12947
      5,2021-11-02T06:12:24.566+02:00,   0.347E-01,   0.16412
      6,2021-11-02T06:12:24.823+02:00,   0.347E-01,   0.19878
      7,2021-11-02T06:12:25.127+02:00,   0.347E-01,   0.23344
      8,2021-11-02T06:12:25.479+02:00,   0.307E-01,   0.26417
      9,2021-11-02T06:12:25.728+02:00,   0.307E-01,   0.29490
     10,2021-11-02T06:12:26.076+02:00,   0.307E-01,   0.32563
     20,2021-11-02T06:12:28.227+02:00,   0.307E-01,   0.63292
     30,2021-11-02T06:12:30.423+02:00,   0.307E-01,   0.94022
     40,2021-11-02T06:12:33.542+02:00,   0.236E-01,   1.19024
     50,2021-11-02T06:12:36.994+02:00,   0.205E-01,   1.39541
     60,2021-11-02T06:12:40.541+02:00,   0.200E-01,   1.58865
     70,2021-11-02T06:12:44.030+02:00,   0.221E-01,   1.80315
     80,2021-11-02T06:12:47.582+02:00,   0.170E-01,   2.00421
     90,2021-11-02T06:12:50.953+02:00,   0.170E-01,   2.17414
    100,2021-11-02T06:12:54.375+02:00,   0.206E-01,   2.34934
    200,2021-11-02T06:13:28.996+02:00,   0.268E-01,   4.46734
    300,2021-11-02T06:14:04.412+02:00,   0.212E-01,   6.86890
    400,2021-11-02T06:14:38.932+02:00,   0.238E-01,   9.06799
    500,2021-11-02T06:15:13.292+02:00,   0.243E-01,  11.27686
    600,2021-11-02T06:15:47.874+02:00,   0.216E-01,  13.30167
    700,2021-11-02T06:16:24.500+02:00,   0.213E-01,  15.44404
    800,2021-11-02T06:16:59.155+02:00,   0.206E-01,  17.62198
    900,2021-11-02T06:17:31.870+02:00,   0.197E-01,  19.79992
   1000,2021-11-02T06:18:04.174+02:00,   0.226E-01,  21.90531
   1100,2021-11-02T06:18:36.366+02:00,   0.248E-01,  24.10207
   1200,2021-11-02T06:19:08.746+02:00,   0.202E-01,  26.39498
   1300,2021-11-02T06:19:41.403+02:00,   0.245E-01,  28.53206
   1400,2021-11-02T06:20:16.305+02:00,   0.211E-01,  30.59341
   1500,2021-11-02T06:20:51.415+02:00,   0.151E-01,  32.80266
   1600,2021-11-02T06:21:26.854+02:00,   0.240E-01,  34.90047
   1700,2021-11-02T06:22:02.151+02:00,   0.197E-01,  37.09236
   1800,2021-11-02T06:22:40.142+02:00,   0.217E-01,  39.15398
