,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-11-07T18:19:03.438+02:00,   0.291E-01,   0.02915
      2,2020-11-07T18:19:03.844+02:00,   0.321E-01,   0.06121
      3,2020-11-07T18:19:04.219+02:00,   0.353E-01,   0.09648
      4,2020-11-07T18:19:04.734+02:00,   0.353E-01,   0.13175
      5,2020-11-07T18:19:05.250+02:00,   0.317E-01,   0.16341
      6,2020-11-07T18:19:05.640+02:00,   0.317E-01,   0.19507
      7,2020-11-07T18:19:06.172+02:00,   0.317E-01,   0.22674
      8,2020-11-07T18:19:06.562+02:00,   0.317E-01,   0.25840
      9,2020-11-07T18:19:06.937+02:00,   0.317E-01,   0.29007
     10,2020-11-07T18:19:07.609+02:00,   0.279E-01,   0.31801
     20,2020-11-07T18:19:11.187+02:00,   0.216E-01,   0.56330
     30,2020-11-07T18:19:14.556+02:00,   0.238E-01,   0.79236
     40,2020-11-07T18:19:17.946+02:00,   0.238E-01,   1.03007
     50,2020-11-07T18:19:21.321+02:00,   0.214E-01,   1.24874
     60,2020-11-07T18:19:24.785+02:00,   0.208E-01,   1.46849
     70,2020-11-07T18:19:28.280+02:00,   0.180E-01,   1.64803
     80,2020-11-07T18:19:31.623+02:00,   0.173E-01,   1.82002
     90,2020-11-07T18:19:34.685+02:00,   0.173E-01,   1.99307
    100,2020-11-07T18:19:38.029+02:00,   0.151E-01,   2.15958
    200,2020-11-07T18:20:10.662+02:00,   0.189E-01,   3.51001
    300,2020-11-07T18:20:45.585+02:00,   0.182E-01,   5.27875
    400,2020-11-07T18:21:20.359+02:00,   0.215E-01,   7.40639
    500,2020-11-07T18:21:53.089+02:00,   0.171E-01,   9.76223
    600,2020-11-07T18:22:24.129+02:00,   0.263E-01,  12.05655
    700,2020-11-07T18:22:55.766+02:00,   0.218E-01,  13.91539
    800,2020-11-07T18:23:27.399+02:00,   0.193E-01,  16.33246
    900,2020-11-07T18:23:59.021+02:00,   0.272E-01,  18.73350
   1000,2020-11-07T18:24:30.060+02:00,   0.198E-01,  21.10249
   1100,2020-11-07T18:25:00.365+02:00,   0.200E-01,  23.38706
   1200,2020-11-07T18:25:31.015+02:00,   0.272E-01,  25.76683
   1300,2020-11-07T18:26:01.724+02:00,   0.257E-01,  28.14380
   1400,2020-11-07T18:26:32.595+02:00,   0.221E-01,  30.56086
   1500,2020-11-07T18:27:03.852+02:00,   0.207E-01,  33.06391
   1600,2020-11-07T18:27:35.832+02:00,   0.206E-01,  35.35205
   1700,2020-11-07T18:28:07.854+02:00,   0.251E-01,  37.58639
   1800,2020-11-07T18:28:39.799+02:00,   0.199E-01,  40.05376
   1900,2020-11-07T18:29:11.972+02:00,   0.256E-01,  42.36766
   2000,2020-11-07T18:29:44.217+02:00,   0.233E-01,  44.61068
   2100,2020-11-07T18:30:16.511+02:00,   0.212E-01,  46.88038
   2200,2020-11-07T18:30:48.887+02:00,   0.151E-01,  49.13816
   2300,2020-11-07T18:31:20.617+02:00,   0.188E-01,  51.02251
   2400,2020-11-07T18:31:52.888+02:00,   0.152E-01,  53.09736
   2500,2020-11-07T18:32:25.092+02:00,   0.173E-01,  55.20117
   2600,2020-11-07T18:32:56.994+02:00,   0.212E-01,  57.35982
   2700,2020-11-07T18:33:28.844+02:00,   0.238E-01,  59.78947
   2800,2020-11-07T18:34:01.377+02:00,   0.185E-01,  62.23744
   2900,2020-11-07T18:34:33.294+02:00,   0.274E-01,  64.33941
   3000,2020-11-07T18:35:05.053+02:00,   0.170E-01,  66.83495
   3100,2020-11-07T18:35:36.892+02:00,   0.244E-01,  69.10142
   3200,2020-11-07T18:36:08.494+02:00,   0.262E-01,  71.32655
   3300,2020-11-07T18:36:39.819+02:00,   0.252E-01,  73.70431
   3400,2020-11-07T18:37:11.733+02:00,   0.235E-01,  76.08541
   3500,2020-11-07T18:37:43.480+02:00,   0.276E-01,  78.54527
   3600,2020-11-07T18:38:15.395+02:00,   0.231E-01,  81.03447
   3700,2020-11-07T18:38:46.980+02:00,   0.221E-01,  83.09578
   3800,2020-11-07T18:39:18.488+02:00,   0.250E-01,  85.55852
   3900,2020-11-07T18:39:50.234+02:00,   0.185E-01,  88.04738
   4000,2020-11-07T18:40:21.930+02:00,   0.197E-01,  90.26751
   4100,2020-11-07T18:40:53.567+02:00,   0.268E-01,  91.87483
   4200,2020-11-07T18:41:25.544+02:00,   0.273E-01,  94.35640
   4300,2020-11-07T18:41:57.338+02:00,   0.244E-01,  96.79657
   4400,2020-11-07T18:42:29.361+02:00,   0.155E-01,  99.10992
   4500,2020-11-07T18:43:00.932+02:00,   0.111E-01, 100.39444
   4600,2020-11-07T18:43:32.505+02:00,   0.200E-01, 102.43271
   4700,2020-11-07T18:44:04.544+02:00,   0.247E-01, 104.94966
   4800,2020-11-07T18:44:36.119+02:00,   0.228E-01, 107.35299
   4900,2020-11-07T18:45:08.237+02:00,   0.106E-01, 109.33265
   5000,2020-11-07T18:45:39.593+02:00,   0.257E-01, 110.98383
   5100,2020-11-07T18:46:11.228+02:00,   0.260E-01, 113.52651
   5200,2020-11-07T18:46:43.021+02:00,   0.231E-01, 115.86232
   5300,2020-11-07T18:47:14.717+02:00,   0.190E-01, 118.19796
   5400,2020-11-07T18:47:46.307+02:00,   0.251E-01, 119.96065
   5500,2020-11-07T18:48:18.331+02:00,   0.182E-01, 122.20923
   5600,2020-11-07T18:48:49.963+02:00,   0.254E-01, 124.41493
   5700,2020-11-07T18:49:21.861+02:00,   0.109E-01, 126.39101
   5800,2020-11-07T18:49:53.202+02:00,   0.274E-01, 128.20898
   5900,2020-11-07T18:50:24.711+02:00,   0.232E-01, 130.70757
   6000,2020-11-07T18:50:56.317+02:00,   0.239E-01, 133.24623
   6100,2020-11-07T18:51:27.903+02:00,   0.245E-01, 135.73161
   6200,2020-11-07T18:51:59.446+02:00,   0.262E-01, 138.17833
   6300,2020-11-07T18:52:31.033+02:00,   0.201E-01, 140.46727
   6400,2020-11-07T18:53:03.197+02:00,   0.113E-01, 142.70725
   6500,2020-11-07T18:53:34.959+02:00,   0.201E-01, 144.91629
   6600,2020-11-07T18:54:09.129+02:00,   0.286E-01, 147.15349
   6700,2020-11-07T18:54:43.995+02:00,   0.236E-01, 149.62717
   6800,2020-11-07T18:55:15.978+02:00,   0.196E-01, 152.00307
   6900,2020-11-07T18:55:48.012+02:00,   0.164E-01, 154.30656
   7000,2020-11-07T18:56:19.932+02:00,   0.112E-01, 155.99761
   7100,2020-11-07T18:56:51.328+02:00,   0.995E-02, 157.08717
   7200,2020-11-07T18:57:23.116+02:00,   0.201E-01, 158.43664
   7300,2020-11-07T18:57:55.095+02:00,   0.208E-01, 160.15880
   7400,2020-11-07T18:58:27.055+02:00,   0.197E-01, 162.41822
   7500,2020-11-07T18:58:58.858+02:00,   0.102E-01, 163.84720
   7600,2020-11-07T18:59:30.613+02:00,   0.213E-01, 165.72642
   7700,2020-11-07T19:00:02.603+02:00,   0.208E-01, 168.00896
   7800,2020-11-07T19:00:34.098+02:00,   0.259E-01, 169.26183
   7900,2020-11-07T19:01:05.605+02:00,   0.205E-01, 171.39366
   8000,2020-11-07T19:01:36.944+02:00,   0.242E-01, 173.51692
   8100,2020-11-07T19:02:08.373+02:00,   0.186E-01, 175.63328
   8200,2020-11-07T19:02:39.655+02:00,   0.238E-01, 177.49568
   8300,2020-11-07T19:03:11.271+02:00,   0.277E-01, 179.94395
   8400,2020-11-07T19:03:43.439+02:00,   0.218E-01, 182.46103
   8500,2020-11-07T19:04:15.711+02:00,   0.281E-01, 184.90096
   8600,2020-11-07T19:04:47.534+02:00,   0.186E-01, 186.92218
   8700,2020-11-07T19:05:19.565+02:00,   0.261E-01, 189.28616
   8800,2020-11-07T19:05:51.493+02:00,   0.244E-01, 191.77336
   8900,2020-11-07T19:06:22.751+02:00,   0.242E-01, 194.18119
   9000,2020-11-07T19:06:53.888+02:00,   0.271E-01, 196.62756
   9100,2020-11-07T19:07:25.444+02:00,   0.250E-01, 198.88418
   9200,2020-11-07T19:07:57.300+02:00,   0.279E-01, 201.37164
   9300,2020-11-07T19:08:29.013+02:00,   0.207E-01, 203.87750
   9400,2020-11-07T19:09:01.140+02:00,   0.239E-01, 206.14664
   9500,2020-11-07T19:09:32.824+02:00,   0.257E-01, 208.69436
   9600,2020-11-07T19:10:04.692+02:00,   0.282E-01, 211.06535
   9700,2020-11-07T19:10:36.594+02:00,   0.214E-01, 213.38286
   9800,2020-11-07T19:11:08.384+02:00,   0.252E-01, 215.62568
   9900,2020-11-07T19:11:40.615+02:00,   0.205E-01, 217.85308
  10000,2020-11-07T19:12:12.388+02:00,   0.240E-01, 220.19371
  10100,2020-11-07T19:12:44.244+02:00,   0.262E-01, 222.62388
  10200,2020-11-07T19:13:15.939+02:00,   0.256E-01, 224.72577
  10300,2020-11-07T19:13:47.957+02:00,   0.197E-01, 226.67208
  10400,2020-11-07T19:14:19.476+02:00,   0.229E-01, 229.18076
  10500,2020-11-07T19:14:50.790+02:00,   0.175E-01, 231.51767
  10600,2020-11-07T19:15:22.408+02:00,   0.200E-01, 233.15499
  10700,2020-11-07T19:15:53.826+02:00,   0.253E-01, 235.68788
  10800,2020-11-07T19:16:25.256+02:00,   0.185E-01, 237.90255
  10900,2020-11-07T19:16:56.941+02:00,   0.177E-01, 240.12345
  11000,2020-11-07T19:17:28.152+02:00,   0.261E-01, 242.33357
  11100,2020-11-07T19:17:59.898+02:00,   0.218E-01, 244.57484
  11200,2020-11-07T19:18:31.688+02:00,   0.230E-01, 247.08629
  11300,2020-11-07T19:19:02.957+02:00,   0.226E-01, 249.65459
