Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 5.369E+02, 4.596E+03, 2.012E+03, 3.850E+03, 2.339E+03, 1.365E+03, 4.956E+02, 0.000E+00, 1.989E+03, 2.195E+02, 5.671E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.741E+04
