,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-07T06:05:20.248+02:00,   0.235E-01,   0.02353
      2,2021-11-07T06:05:20.436+02:00,   0.259E-01,   0.04941
      3,2021-11-07T06:05:20.640+02:00,   0.285E-01,   0.07789
      4,2021-11-07T06:05:20.876+02:00,   0.285E-01,   0.10636
      5,2021-11-07T06:05:21.080+02:00,   0.285E-01,   0.13483
      6,2021-11-07T06:05:21.267+02:00,   0.313E-01,   0.16615
      7,2021-11-07T06:05:21.517+02:00,   0.313E-01,   0.19747
      8,2021-11-07T06:05:21.721+02:00,   0.313E-01,   0.22879
      9,2021-11-07T06:05:21.894+02:00,   0.313E-01,   0.26011
     10,2021-11-07T06:05:22.145+02:00,   0.313E-01,   0.29142
     20,2021-11-07T06:05:23.772+02:00,   0.313E-01,   0.60461
     30,2021-11-07T06:05:25.402+02:00,   0.313E-01,   0.91780
     40,2021-11-07T06:05:27.157+02:00,   0.276E-01,   1.20097
     50,2021-11-07T06:05:28.833+02:00,   0.276E-01,   1.47663
     60,2021-11-07T06:05:30.613+02:00,   0.247E-01,   1.72613
     70,2021-11-07T06:05:32.611+02:00,   0.247E-01,   1.97272
     80,2021-11-07T06:05:34.694+02:00,   0.247E-01,   2.21932
     90,2021-11-07T06:05:36.819+02:00,   0.247E-01,   2.46591
    100,2021-11-07T06:05:39.164+02:00,   0.211E-01,   2.67706
    200,2021-11-07T06:06:08.413+02:00,   0.231E-01,   4.71282
    300,2021-11-07T06:06:40.245+02:00,   0.228E-01,   6.95048
    400,2021-11-07T06:07:12.694+02:00,   0.207E-01,   9.05473
    500,2021-11-07T06:07:46.752+02:00,   0.167E-01,  10.57394
    600,2021-11-07T06:08:21.293+02:00,   0.231E-01,  12.15337
    700,2021-11-07T06:08:56.155+02:00,   0.153E-01,  13.80486
    800,2021-11-07T06:09:30.684+02:00,   0.227E-01,  15.72836
    900,2021-11-07T06:10:06.062+02:00,   0.212E-01,  17.77388
   1000,2021-11-07T06:10:39.960+02:00,   0.218E-01,  19.13642
   1100,2021-11-07T06:11:14.068+02:00,   0.173E-01,  20.90507
   1200,2021-11-07T06:11:49.223+02:00,   0.202E-01,  22.63149
   1300,2021-11-07T06:12:24.170+02:00,   0.205E-01,  24.30859
   1400,2021-11-07T06:12:59.318+02:00,   0.226E-01,  25.96628
   1500,2021-11-07T06:13:35.032+02:00,   0.175E-01,  28.19591
   1600,2021-11-07T06:14:11.695+02:00,   0.180E-01,  29.85127
   1700,2021-11-07T06:14:48.548+02:00,   0.165E-01,  31.62697
