Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.116E+03, 9.823E+03, 4.269E+03, 8.389E+03, 5.148E+03, 2.819E+03, 1.032E+03, 0.000E+00, 4.370E+03, 4.954E+02, 1.196E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.747E+04
