Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 2.364E+02, 3.129E+03, 1.136E+03, 1.887E+03, 4.728E+02, 5.151E+02, 2.364E+02, 0.000E+00, 1.093E+04, 5.264E+01, 1.124E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.859E+04
