,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-15T21:26:32.871+03:00,   0.177E+00,   0.17678
      2,2021-05-15T21:26:33.128+03:00,   0.177E+00,   0.35355
      3,2021-05-15T21:26:33.350+03:00,   0.177E+00,   0.53033
      4,2021-05-15T21:26:33.690+03:00,   0.177E+00,   0.70711
      5,2021-05-15T21:26:33.941+03:00,   0.177E+00,   0.88388
      6,2021-05-15T21:26:34.229+03:00,   0.177E+00,   1.06066
      7,2021-05-15T21:26:34.566+03:00,   0.177E+00,   1.23744
      8,2021-05-15T21:26:34.831+03:00,   0.177E+00,   1.41421
      9,2021-05-15T21:26:35.053+03:00,   0.177E+00,   1.59099
     10,2021-05-15T21:26:35.393+03:00,   0.177E+00,   1.76777
     20,2021-05-15T21:26:38.020+03:00,   0.177E+00,   3.53553
     30,2021-05-15T21:26:40.612+03:00,   0.177E+00,   5.30330
     40,2021-05-15T21:26:43.321+03:00,   0.177E+00,   7.07107
     50,2021-05-15T21:26:45.906+03:00,   0.177E+00,   8.83883
     60,2021-05-15T21:26:48.508+03:00,   0.177E+00,  10.60660
     70,2021-05-15T21:26:51.237+03:00,   0.177E+00,  12.37437
     80,2021-05-15T21:26:53.789+03:00,   0.177E+00,  14.14214
     90,2021-05-15T21:26:56.475+03:00,   0.177E+00,  15.90990
    100,2021-05-15T21:26:59.446+03:00,   0.177E+00,  17.67767
    200,2021-05-15T21:27:31.642+03:00,   0.103E+00,  32.72362
    300,2021-05-15T21:28:00.751+03:00,   0.110E+00,  44.01514
    400,2021-05-15T21:28:26.522+03:00,   0.115E+00,  55.26435
    500,2021-05-15T21:28:56.870+03:00,   0.122E+00,  67.09848
    600,2021-05-15T21:29:34.323+03:00,   0.118E+00,  78.98143
    700,2021-05-15T21:30:12.013+03:00,   0.122E+00,  90.99435
    800,2021-05-15T21:30:49.764+03:00,   0.109E+00, 102.97147
    900,2021-05-15T21:31:28.523+03:00,   0.116E+00, 114.53237
   1000,2021-05-15T21:32:06.893+03:00,   0.124E+00, 125.79664
   1100,2021-05-15T21:32:44.760+03:00,   0.110E+00, 137.58903
   1200,2021-05-15T21:33:22.921+03:00,   0.109E+00, 149.03834
   1300,2021-05-15T21:34:00.367+03:00,   0.120E+00, 160.42101
   1400,2021-05-15T21:34:39.634+03:00,   0.120E+00, 172.37988
   1500,2021-05-15T21:35:17.325+03:00,   0.118E+00, 184.16690
   1600,2021-05-15T21:35:55.701+03:00,   0.121E+00, 196.74167
   1700,2021-05-15T21:36:30.233+03:00,   0.128E+00, 208.81994
   1800,2021-05-15T21:37:10.463+03:00,   0.126E+00, 220.92827
   1900,2021-05-15T21:38:08.905+03:00,   0.126E+00, 233.53731
   2000,2021-05-15T21:39:26.511+03:00,   0.124E+00, 245.42686
   2100,2021-05-15T21:41:16.104+03:00,   0.124E+00, 257.79513
   2200,2021-05-15T21:43:20.924+03:00,   0.118E+00, 270.03546
   2300,2021-05-15T21:45:21.399+03:00,   0.130E+00, 282.44218
   2400,2021-05-15T21:47:22.492+03:00,   0.117E+00, 294.89842
   2500,2021-05-15T21:49:25.494+03:00,   0.115E+00, 306.75854
   2600,2021-05-15T21:51:26.055+03:00,   0.115E+00, 318.27588
   2700,2021-05-15T21:53:28.464+03:00,   0.115E+00, 329.79322
   2800,2021-05-15T21:55:31.070+03:00,   0.127E+00, 341.94401
   2900,2021-05-15T21:57:32.234+03:00,   0.127E+00, 354.61308
