,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-11-08T07:39:35.135+02:00,   0.286E-01,   0.02864
      2,2020-11-08T07:39:35.510+02:00,   0.315E-01,   0.06014
      3,2020-11-08T07:39:35.885+02:00,   0.347E-01,   0.09479
      4,2020-11-08T07:39:36.401+02:00,   0.347E-01,   0.12945
      5,2020-11-08T07:39:36.776+02:00,   0.347E-01,   0.16410
      6,2020-11-08T07:39:37.151+02:00,   0.347E-01,   0.19875
      7,2020-11-08T07:39:37.713+02:00,   0.347E-01,   0.23341
      8,2020-11-08T07:39:38.244+02:00,   0.307E-01,   0.26413
      9,2020-11-08T07:39:38.619+02:00,   0.307E-01,   0.29486
     10,2020-11-08T07:39:39.150+02:00,   0.307E-01,   0.32558
     20,2020-11-08T07:39:42.556+02:00,   0.307E-01,   0.63284
     30,2020-11-08T07:39:45.957+02:00,   0.307E-01,   0.94010
     40,2020-11-08T07:39:49.769+02:00,   0.236E-01,   1.19013
     50,2020-11-08T07:39:53.389+02:00,   0.207E-01,   1.39683
     60,2020-11-08T07:39:56.957+02:00,   0.204E-01,   1.59033
     70,2020-11-08T07:40:00.342+02:00,   0.204E-01,   1.79403
     80,2020-11-08T07:40:03.816+02:00,   0.182E-01,   1.99114
     90,2020-11-08T07:40:07.175+02:00,   0.159E-01,   2.16829
    100,2020-11-08T07:40:10.519+02:00,   0.175E-01,   2.32868
    200,2020-11-08T07:40:42.580+02:00,   0.249E-01,   4.61768
    300,2020-11-08T07:41:13.823+02:00,   0.220E-01,   6.97595
    400,2020-11-08T07:41:45.710+02:00,   0.266E-01,   9.25739
    500,2020-11-08T07:42:17.468+02:00,   0.191E-01,  11.36333
    600,2020-11-08T07:42:49.277+02:00,   0.193E-01,  13.35658
    700,2020-11-08T07:43:21.067+02:00,   0.192E-01,  15.55033
    800,2020-11-08T07:43:53.016+02:00,   0.183E-01,  17.53927
    900,2020-11-08T07:44:24.347+02:00,   0.219E-01,  19.70243
   1000,2020-11-08T07:44:55.953+02:00,   0.229E-01,  21.78298
   1100,2020-11-08T07:45:27.646+02:00,   0.225E-01,  23.92961
   1200,2020-11-08T07:45:59.810+02:00,   0.228E-01,  26.04897
   1300,2020-11-08T07:46:31.953+02:00,   0.238E-01,  28.16158
   1400,2020-11-08T07:47:03.947+02:00,   0.215E-01,  30.44762
   1500,2020-11-08T07:47:36.052+02:00,   0.215E-01,  32.39148
   1600,2020-11-08T07:48:08.373+02:00,   0.207E-01,  34.48092
   1700,2020-11-08T07:48:40.421+02:00,   0.144E-01,  36.44732
   1800,2020-11-08T07:49:12.383+02:00,   0.219E-01,  38.38947
   1900,2020-11-08T07:49:44.489+02:00,   0.174E-01,  40.53217
   2000,2020-11-08T07:50:16.137+02:00,   0.221E-01,  42.71412
