,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-01T22:03:31.321+02:00,   0.235E-01,   0.02353
      2,2021-11-01T22:03:31.495+02:00,   0.259E-01,   0.04941
      3,2021-11-01T22:03:31.700+02:00,   0.285E-01,   0.07789
      4,2021-11-01T22:03:31.941+02:00,   0.285E-01,   0.10636
      5,2021-11-01T22:03:32.116+02:00,   0.285E-01,   0.13483
      6,2021-11-01T22:03:32.307+02:00,   0.313E-01,   0.16615
      7,2021-11-01T22:03:32.527+02:00,   0.313E-01,   0.19747
      8,2021-11-01T22:03:32.736+02:00,   0.313E-01,   0.22879
      9,2021-11-01T22:03:32.908+02:00,   0.313E-01,   0.26011
     10,2021-11-01T22:03:33.154+02:00,   0.313E-01,   0.29142
     20,2021-11-01T22:03:34.902+02:00,   0.313E-01,   0.60461
     30,2021-11-01T22:03:36.670+02:00,   0.313E-01,   0.91780
     40,2021-11-01T22:03:38.460+02:00,   0.276E-01,   1.20099
     50,2021-11-01T22:03:40.161+02:00,   0.276E-01,   1.47668
     60,2021-11-01T22:03:41.949+02:00,   0.247E-01,   1.72619
     70,2021-11-01T22:03:43.703+02:00,   0.247E-01,   1.97280
     80,2021-11-01T22:03:45.384+02:00,   0.247E-01,   2.21941
     90,2021-11-01T22:03:47.140+02:00,   0.247E-01,   2.46602
    100,2021-11-01T22:03:49.077+02:00,   0.211E-01,   2.67703
    200,2021-11-01T22:04:07.114+02:00,   0.239E-01,   4.70606
    300,2021-11-01T22:04:24.442+02:00,   0.225E-01,   6.96467
    400,2021-11-01T22:04:47.324+02:00,   0.225E-01,   9.20978
    500,2021-11-01T22:05:14.740+02:00,   0.175E-01,  10.83770
    600,2021-11-01T22:05:40.674+02:00,   0.215E-01,  12.58227
    700,2021-11-01T22:06:06.907+02:00,   0.132E-01,  14.43572
    800,2021-11-01T22:06:32.589+02:00,   0.205E-01,  16.32756
    900,2021-11-01T22:07:06.195+02:00,   0.194E-01,  18.36799
   1000,2021-11-01T22:07:40.096+02:00,   0.187E-01,  20.08550
   1100,2021-11-01T22:08:14.338+02:00,   0.235E-01,  21.83903
   1200,2021-11-01T22:08:48.958+02:00,   0.182E-01,  24.06667
   1300,2021-11-01T22:09:25.856+02:00,   0.138E-01,  26.23998
   1400,2021-11-01T22:10:02.725+02:00,   0.216E-01,  27.70598
   1500,2021-11-01T22:10:39.046+02:00,   0.127E-01,  29.08445
   1600,2021-11-01T22:11:15.835+02:00,   0.199E-01,  30.63267
   1700,2021-11-01T22:11:52.881+02:00,   0.189E-01,  32.32074
   1800,2021-11-01T22:12:29.699+02:00,   0.214E-01,  34.30858
   1900,2021-11-01T22:13:06.145+02:00,   0.229E-01,  36.19402
   2000,2021-11-01T22:13:42.364+02:00,   0.227E-01,  38.32911
   2100,2021-11-01T22:14:18.564+02:00,   0.227E-01,  40.59919
   2200,2021-11-01T22:14:54.092+02:00,   0.122E-01,  41.96903
   2300,2021-11-01T22:15:27.712+02:00,   0.227E-01,  43.59242
   2400,2021-11-01T22:16:01.394+02:00,   0.226E-01,  45.65967
   2500,2021-11-01T22:16:34.964+02:00,   0.202E-01,  47.60865
   2600,2021-11-01T22:17:08.640+02:00,   0.221E-01,  49.07694
   2700,2021-11-01T22:17:45.262+02:00,   0.174E-01,  50.96678
   2800,2021-11-01T22:18:22.217+02:00,   0.236E-01,  52.96041
   2900,2021-11-01T22:18:59.902+02:00,   0.239E-01,  55.06609
   3000,2021-11-01T22:19:37.418+02:00,   0.157E-01,  56.86476
   3100,2021-11-01T22:20:12.206+02:00,   0.130E-01,  58.30032
   3200,2021-11-01T22:20:45.806+02:00,   0.222E-01,  60.46525
   3300,2021-11-01T22:21:20.545+02:00,   0.106E-01,  62.05287
   3400,2021-11-01T22:21:55.268+02:00,   0.191E-01,  63.84088
   3500,2021-11-01T22:22:31.211+02:00,   0.220E-01,  65.99882
   3600,2021-11-01T22:23:08.809+02:00,   0.185E-01,  67.66742
