,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-24T22:01:59.815+03:00,   0.177E+00,   0.17678
      2,2021-05-24T22:02:00.120+03:00,   0.177E+00,   0.35355
      3,2021-05-24T22:02:00.403+03:00,   0.177E+00,   0.53033
      4,2021-05-24T22:02:00.888+03:00,   0.177E+00,   0.70711
      5,2021-05-24T22:02:01.191+03:00,   0.177E+00,   0.88388
      6,2021-05-24T22:02:01.507+03:00,   0.177E+00,   1.06066
      7,2021-05-24T22:02:01.986+03:00,   0.177E+00,   1.23744
      8,2021-05-24T22:02:02.290+03:00,   0.177E+00,   1.41421
      9,2021-05-24T22:02:02.569+03:00,   0.177E+00,   1.59099
     10,2021-05-24T22:02:03.041+03:00,   0.177E+00,   1.76777
     20,2021-05-24T22:02:06.527+03:00,   0.177E+00,   3.53553
     30,2021-05-24T22:02:09.913+03:00,   0.177E+00,   5.30330
     40,2021-05-24T22:02:13.690+03:00,   0.177E+00,   7.07107
     50,2021-05-24T22:02:17.303+03:00,   0.177E+00,   8.83883
     60,2021-05-24T22:02:20.761+03:00,   0.177E+00,  10.60660
     70,2021-05-24T22:02:24.537+03:00,   0.177E+00,  12.37437
     80,2021-05-24T22:02:28.061+03:00,   0.177E+00,  14.14214
     90,2021-05-24T22:02:32.075+03:00,   0.177E+00,  15.90990
    100,2021-05-24T22:02:36.111+03:00,   0.177E+00,  17.67767
    200,2021-05-24T22:03:13.809+03:00,   0.127E+00,  33.32281
    300,2021-05-24T22:03:47.697+03:00,   0.127E+00,  46.03566
    400,2021-05-24T22:04:23.133+03:00,   0.140E+00,  59.38416
    500,2021-05-24T22:04:58.628+03:00,   0.154E+00,  73.71790
    600,2021-05-24T22:05:32.911+03:00,   0.151E+00,  88.78424
    700,2021-05-24T22:06:07.900+03:00,   0.134E+00, 102.49708
    800,2021-05-24T22:06:43.253+03:00,   0.138E+00, 116.45012
    900,2021-05-24T22:07:18.591+03:00,   0.138E+00, 130.26337
   1000,2021-05-24T22:07:53.294+03:00,   0.135E+00, 144.56296
   1100,2021-05-24T22:08:28.964+03:00,   0.147E+00, 159.24371
   1200,2021-05-24T22:09:03.908+03:00,   0.156E+00, 173.47830
   1300,2021-05-24T22:09:39.671+03:00,   0.141E+00, 187.12535
   1400,2021-05-24T22:10:14.808+03:00,   0.149E+00, 200.88807
   1500,2021-05-24T22:10:50.188+03:00,   0.141E+00, 215.41271
   1600,2021-05-24T22:11:25.751+03:00,   0.149E+00, 229.96372
   1700,2021-05-24T22:12:00.778+03:00,   0.152E+00, 244.10269
   1800,2021-05-24T22:12:36.197+03:00,   0.148E+00, 259.07042
   1900,2021-05-24T22:13:11.890+03:00,   0.159E+00, 273.33772
   2000,2021-05-24T22:13:46.925+03:00,   0.148E+00, 287.60232
   2100,2021-05-24T22:14:22.505+03:00,   0.141E+00, 302.27445
   2200,2021-05-24T22:14:57.801+03:00,   0.151E+00, 316.40374
   2300,2021-05-24T22:15:35.676+03:00,   0.146E+00, 331.11973
   2400,2021-05-24T22:16:10.305+03:00,   0.146E+00, 345.73250
   2500,2021-05-24T22:16:45.610+03:00,   0.146E+00, 360.34527
   2600,2021-05-24T22:17:22.044+03:00,   0.136E+00, 374.39552
   2700,2021-05-24T22:17:57.209+03:00,   0.151E+00, 388.90245
   2800,2021-05-24T22:18:32.378+03:00,   0.148E+00, 402.67248
   2900,2021-05-24T22:19:07.514+03:00,   0.154E+00, 417.08795
   3000,2021-05-24T22:19:42.654+03:00,   0.143E+00, 431.84128
   3100,2021-05-24T22:20:17.060+03:00,   0.140E+00, 445.85274
   3200,2021-05-24T22:20:51.479+03:00,   0.149E+00, 459.24792
   3300,2021-05-24T22:21:25.654+03:00,   0.147E+00, 473.91849
   3400,2021-05-24T22:22:00.759+03:00,   0.138E+00, 487.71826
   3500,2021-05-24T22:22:35.781+03:00,   0.144E+00, 501.86076
   3600,2021-05-24T22:23:11.173+03:00,   0.127E+00, 516.24564
   3700,2021-05-24T22:23:45.532+03:00,   0.142E+00, 529.70032
   3800,2021-05-24T22:24:19.946+03:00,   0.144E+00, 543.87067
   3900,2021-05-24T22:24:53.599+03:00,   0.151E+00, 557.73565
   4000,2021-05-24T22:25:28.068+03:00,   0.149E+00, 572.34341
   4100,2021-05-24T22:26:01.638+03:00,   0.133E+00, 586.06032
   4200,2021-05-24T22:26:35.139+03:00,   0.141E+00, 600.21691
   4300,2021-05-24T22:27:09.817+03:00,   0.151E+00, 614.62488
   4400,2021-05-24T22:27:44.969+03:00,   0.140E+00, 628.41178
   4500,2021-05-24T22:28:19.378+03:00,   0.145E+00, 642.64582
   4600,2021-05-24T22:28:54.458+03:00,   0.142E+00, 655.97763
   4700,2021-05-24T22:29:29.086+03:00,   0.142E+00, 669.80544
   4800,2021-05-24T22:30:03.199+03:00,   0.138E+00, 684.28457
   4900,2021-05-24T22:30:38.271+03:00,   0.134E+00, 698.84005
   5000,2021-05-24T22:31:13.792+03:00,   0.807E-01, 713.47534
   5100,2021-05-24T22:31:47.777+03:00,   0.146E+00, 727.45991
   5200,2021-05-24T22:32:22.104+03:00,   0.151E+00, 741.27842
   5300,2021-05-24T22:32:57.127+03:00,   0.994E-01, 756.11183
   5400,2021-05-24T22:33:31.598+03:00,   0.145E+00, 770.17032
   5500,2021-05-24T22:34:06.286+03:00,   0.144E+00, 784.23518
   5600,2021-05-24T22:34:40.626+03:00,   0.145E+00, 798.59448
   5700,2021-05-24T22:35:15.227+03:00,   0.141E+00, 812.71150
   5800,2021-05-24T22:35:49.975+03:00,   0.131E+00, 826.09227
   5900,2021-05-24T22:36:24.411+03:00,   0.140E+00, 840.44186
   6000,2021-05-24T22:36:58.801+03:00,   0.152E+00, 854.78039
   6100,2021-05-24T22:37:33.954+03:00,   0.157E+00, 868.83032
   6200,2021-05-24T22:38:07.314+03:00,   0.144E+00, 883.19298
   6300,2021-05-24T22:38:42.064+03:00,   0.144E+00, 897.61270
   6400,2021-05-24T22:39:16.531+03:00,   0.156E+00, 912.14164
   6500,2021-05-24T22:39:50.614+03:00,   0.145E+00, 926.47346
   6600,2021-05-24T22:40:24.717+03:00,   0.135E+00, 939.36008
   6700,2021-05-24T22:40:58.884+03:00,   0.142E+00, 953.59928
   6800,2021-05-24T22:41:32.838+03:00,   0.155E+00, 967.67645
   6900,2021-05-24T22:42:06.466+03:00,   0.148E+00, 981.95780
