,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-24T19:22:24.467+03:00,   0.177E+00,   0.17678
      2,2021-05-24T19:22:24.880+03:00,   0.177E+00,   0.35355
      3,2021-05-24T19:22:25.251+03:00,   0.177E+00,   0.53033
      4,2021-05-24T19:22:25.869+03:00,   0.177E+00,   0.70711
      5,2021-05-24T19:22:26.269+03:00,   0.177E+00,   0.88388
      6,2021-05-24T19:22:26.701+03:00,   0.177E+00,   1.06066
      7,2021-05-24T19:22:27.329+03:00,   0.177E+00,   1.23744
      8,2021-05-24T19:22:27.759+03:00,   0.177E+00,   1.41421
      9,2021-05-24T19:22:28.047+03:00,   0.177E+00,   1.59099
     10,2021-05-24T19:22:28.486+03:00,   0.177E+00,   1.76777
     20,2021-05-24T19:22:31.671+03:00,   0.177E+00,   3.53553
     30,2021-05-24T19:22:34.888+03:00,   0.177E+00,   5.30330
     40,2021-05-24T19:22:38.518+03:00,   0.177E+00,   7.07107
     50,2021-05-24T19:22:41.816+03:00,   0.177E+00,   8.83883
     60,2021-05-24T19:22:45.137+03:00,   0.177E+00,  10.60660
     70,2021-05-24T19:22:49.231+03:00,   0.177E+00,  12.37437
     80,2021-05-24T19:22:52.451+03:00,   0.177E+00,  14.14214
     90,2021-05-24T19:22:55.584+03:00,   0.177E+00,  15.90990
    100,2021-05-24T19:22:59.170+03:00,   0.177E+00,  17.67767
    200,2021-05-24T19:23:33.433+03:00,   0.123E+00,  33.20994
    300,2021-05-24T19:24:07.921+03:00,   0.123E+00,  45.54838
    400,2021-05-24T19:24:42.431+03:00,   0.136E+00,  58.19528
    500,2021-05-24T19:25:17.022+03:00,   0.136E+00,  71.76756
    600,2021-05-24T19:25:52.274+03:00,   0.145E+00,  85.34743
    700,2021-05-24T19:26:26.242+03:00,   0.143E+00,  99.58814
    800,2021-05-24T19:27:00.847+03:00,   0.155E+00, 113.92604
    900,2021-05-24T19:27:34.848+03:00,   0.139E+00, 127.84280
   1000,2021-05-24T19:28:08.688+03:00,   0.152E+00, 142.28999
   1100,2021-05-24T19:28:42.271+03:00,   0.147E+00, 156.86971
   1200,2021-05-24T19:29:16.206+03:00,   0.147E+00, 171.53221
   1300,2021-05-24T19:29:51.053+03:00,   0.147E+00, 186.19471
   1400,2021-05-24T19:30:25.182+03:00,   0.141E+00, 200.62174
   1500,2021-05-24T19:31:01.238+03:00,   0.150E+00, 215.08769
   1600,2021-05-24T19:31:36.393+03:00,   0.146E+00, 229.58735
   1700,2021-05-24T19:32:10.671+03:00,   0.142E+00, 243.29267
   1800,2021-05-24T19:32:45.592+03:00,   0.142E+00, 257.44875
   1900,2021-05-24T19:33:20.178+03:00,   0.134E+00, 271.74658
   2000,2021-05-24T19:33:54.171+03:00,   0.141E+00, 285.23418
   2100,2021-05-24T19:34:28.814+03:00,   0.140E+00, 299.20093
   2200,2021-05-24T19:35:03.443+03:00,   0.147E+00, 313.67501
   2300,2021-05-24T19:35:38.173+03:00,   0.154E+00, 328.01362
   2400,2021-05-24T19:36:12.598+03:00,   0.147E+00, 342.89562
   2500,2021-05-24T19:36:46.530+03:00,   0.147E+00, 357.61882
   2600,2021-05-24T19:37:20.426+03:00,   0.154E+00, 372.19869
   2700,2021-05-24T19:37:55.746+03:00,   0.148E+00, 386.71446
   2800,2021-05-24T19:38:29.938+03:00,   0.141E+00, 400.75868
   2900,2021-05-24T19:39:04.299+03:00,   0.136E+00, 414.87911
   3000,2021-05-24T19:39:38.630+03:00,   0.150E+00, 429.62557
   3100,2021-05-24T19:40:12.599+03:00,   0.148E+00, 443.74454
   3200,2021-05-24T19:40:46.352+03:00,   0.141E+00, 457.91904
   3300,2021-05-24T19:41:21.150+03:00,   0.141E+00, 472.06386
   3400,2021-05-24T19:41:55.337+03:00,   0.141E+00, 486.20868
   3500,2021-05-24T19:42:30.346+03:00,   0.152E+00, 501.43030
   3600,2021-05-24T19:43:05.111+03:00,   0.137E+00, 515.50975
   3700,2021-05-24T19:43:39.416+03:00,   0.134E+00, 529.12507
   3800,2021-05-24T19:44:13.988+03:00,   0.143E+00, 543.26187
   3900,2021-05-24T19:44:47.926+03:00,   0.142E+00, 557.40272
   4000,2021-05-24T19:45:21.743+03:00,   0.135E+00, 572.15970
   4100,2021-05-24T19:45:55.848+03:00,   0.142E+00, 586.61099
   4200,2021-05-24T19:46:30.456+03:00,   0.142E+00, 600.61376
   4300,2021-05-24T19:47:05.603+03:00,   0.139E+00, 614.60551
   4400,2021-05-24T19:47:40.345+03:00,   0.154E+00, 628.40865
   4500,2021-05-24T19:48:14.496+03:00,   0.147E+00, 642.94246
   4600,2021-05-24T19:48:49.875+03:00,   0.141E+00, 657.22154
   4700,2021-05-24T19:49:24.060+03:00,   0.151E+00, 671.83987
   4800,2021-05-24T19:49:57.936+03:00,   0.148E+00, 686.68080
   4900,2021-05-24T19:50:33.194+03:00,   0.148E+00, 701.50361
   5000,2021-05-24T19:51:07.307+03:00,   0.148E+00, 716.32642
   5100,2021-05-24T19:51:41.885+03:00,   0.139E+00, 730.38708
   5200,2021-05-24T19:52:15.811+03:00,   0.137E+00, 745.51420
   5300,2021-05-24T19:52:50.083+03:00,   0.146E+00, 759.84877
   5400,2021-05-24T19:53:23.851+03:00,   0.141E+00, 773.92559
   5500,2021-05-24T19:53:58.330+03:00,   0.150E+00, 788.82181
   5600,2021-05-24T19:54:33.425+03:00,   0.150E+00, 803.80425
   5700,2021-05-24T19:55:07.798+03:00,   0.146E+00, 818.39274
   5800,2021-05-24T19:55:42.758+03:00,   0.139E+00, 832.68734
   5900,2021-05-24T19:56:17.355+03:00,   0.150E+00, 847.31288
   6000,2021-05-24T19:56:52.443+03:00,   0.156E+00, 862.23138
   6100,2021-05-24T19:57:27.023+03:00,   0.152E+00, 876.23028
   6200,2021-05-24T19:58:01.090+03:00,   0.147E+00, 890.08512
   6300,2021-05-24T19:58:35.800+03:00,   0.144E+00, 904.68975
   6400,2021-05-24T19:59:10.131+03:00,   0.153E+00, 919.26092
   6500,2021-05-24T19:59:43.325+03:00,   0.134E+00, 932.88589
   6600,2021-05-24T20:00:18.111+03:00,   0.145E+00, 947.34372
   6700,2021-05-24T20:00:53.418+03:00,   0.137E+00, 961.30960
   6800,2021-05-24T20:01:28.341+03:00,   0.124E+00, 975.17408
   6900,2021-05-24T20:02:03.020+03:00,   0.136E+00, 988.54163
   7000,2021-05-24T20:02:38.312+03:00,   0.143E+00,1002.62816
   7100,2021-05-24T20:03:12.746+03:00,   0.145E+00,1016.46240
   7200,2021-05-24T20:03:46.953+03:00,   0.143E+00,1030.69218
   7300,2021-05-24T20:04:21.401+03:00,   0.124E+00,1044.91953
   7400,2021-05-24T20:04:56.495+03:00,   0.130E+00,1058.75324
   7500,2021-05-24T20:05:31.146+03:00,   0.133E+00,1072.49418
   7600,2021-05-24T20:06:06.241+03:00,   0.143E+00,1086.70643
   7700,2021-05-24T20:06:39.866+03:00,   0.139E+00,1101.05196
   7800,2021-05-24T20:07:14.257+03:00,   0.144E+00,1115.40811
   7900,2021-05-24T20:07:48.664+03:00,   0.142E+00,1129.42404
   8000,2021-05-24T20:08:23.405+03:00,   0.154E+00,1143.74517
   8100,2021-05-24T20:08:57.945+03:00,   0.149E+00,1158.85439
   8200,2021-05-24T20:09:33.122+03:00,   0.113E+00,1173.12121
   8300,2021-05-24T20:10:06.679+03:00,   0.147E+00,1187.35010
   8400,2021-05-24T20:10:41.189+03:00,   0.155E+00,1201.88983
   8500,2021-05-24T20:11:16.689+03:00,   0.147E+00,1216.46265
   8600,2021-05-24T20:11:51.952+03:00,   0.135E+00,1230.80615
   8700,2021-05-24T20:12:25.899+03:00,   0.146E+00,1245.38237
   8800,2021-05-24T20:12:59.501+03:00,   0.144E+00,1259.51522
   8900,2021-05-24T20:13:33.373+03:00,   0.144E+00,1273.89743
   9000,2021-05-24T20:14:07.534+03:00,   0.144E+00,1288.27963
   9100,2021-05-24T20:14:42.334+03:00,   0.152E+00,1302.52203
   9200,2021-05-24T20:15:17.711+03:00,   0.147E+00,1317.68340
   9300,2021-05-24T20:15:52.409+03:00,   0.139E+00,1331.69405
   9400,2021-05-24T20:16:27.431+03:00,   0.146E+00,1345.91934
   9500,2021-05-24T20:17:02.099+03:00,   0.141E+00,1359.88571
   9600,2021-05-24T20:17:36.540+03:00,   0.123E+00,1373.87983
   9700,2021-05-24T20:18:11.464+03:00,   0.144E+00,1388.35387
   9800,2021-05-24T20:18:45.154+03:00,   0.133E+00,1402.25299
   9900,2021-05-24T20:19:19.773+03:00,   0.142E+00,1416.00145
  10000,2021-05-24T20:19:53.530+03:00,   0.140E+00,1429.96422
  10100,2021-05-24T20:20:26.910+03:00,   0.132E+00,1444.63789
  10200,2021-05-24T20:21:00.515+03:00,   0.122E+00,1458.55993
  10300,2021-05-24T20:21:34.840+03:00,   0.143E+00,1472.15755
  10400,2021-05-24T20:22:08.925+03:00,   0.143E+00,1486.44184
  10500,2021-05-24T20:22:42.702+03:00,   0.143E+00,1500.72613
  10600,2021-05-24T20:23:17.240+03:00,   0.141E+00,1514.82730
  10700,2021-05-24T20:23:50.915+03:00,   0.145E+00,1528.75569
  10800,2021-05-24T20:24:24.688+03:00,   0.140E+00,1542.96586
  10900,2021-05-24T20:24:58.362+03:00,   0.146E+00,1556.89591
  11000,2021-05-24T20:25:32.891+03:00,   0.154E+00,1571.17892
  11100,2021-05-24T20:26:07.326+03:00,   0.143E+00,1585.42772
  11200,2021-05-24T20:26:42.617+03:00,   0.147E+00,1599.54990
  11300,2021-05-24T20:27:16.490+03:00,   0.147E+00,1614.23661
  11400,2021-05-24T20:27:50.587+03:00,   0.130E+00,1628.41288
  11500,2021-05-24T20:28:24.916+03:00,   0.150E+00,1643.22728
  11600,2021-05-24T20:28:58.718+03:00,   0.149E+00,1657.76227
  11700,2021-05-24T20:29:33.146+03:00,   0.136E+00,1671.75596
  11800,2021-05-24T20:30:07.993+03:00,   0.147E+00,1686.30311
  11900,2021-05-24T20:30:42.607+03:00,   0.138E+00,1700.37566
  12000,2021-05-24T20:31:16.602+03:00,   0.152E+00,1714.82555
  12100,2021-05-24T20:31:51.626+03:00,   0.147E+00,1729.58109
  12200,2021-05-24T20:32:26.279+03:00,   0.144E+00,1743.70294
  12300,2021-05-24T20:32:59.561+03:00,   0.144E+00,1758.12173
  12400,2021-05-24T20:33:33.947+03:00,   0.142E+00,1772.47499
  12500,2021-05-24T20:34:07.993+03:00,   0.147E+00,1787.38674
  12600,2021-05-24T20:34:41.748+03:00,   0.144E+00,1801.85958
  12700,2021-05-24T20:35:16.163+03:00,   0.144E+00,1816.27830
  12800,2021-05-24T20:35:50.049+03:00,   0.141E+00,1830.44572
  12900,2021-05-24T20:36:25.323+03:00,   0.141E+00,1844.55838
  13000,2021-05-24T20:37:00.148+03:00,   0.141E+00,1858.67105
  13100,2021-05-24T20:37:34.340+03:00,   0.138E+00,1872.52836
  13200,2021-05-24T20:38:08.081+03:00,   0.159E+00,1886.61303
  13300,2021-05-24T20:38:42.657+03:00,   0.137E+00,1901.86595
  13400,2021-05-24T20:39:17.163+03:00,   0.149E+00,1916.52084
  13500,2021-05-24T20:39:51.195+03:00,   0.131E+00,1931.18574
  13600,2021-05-24T20:40:25.301+03:00,   0.145E+00,1945.52629
  13700,2021-05-24T20:40:59.843+03:00,   0.140E+00,1959.69458
  13800,2021-05-24T20:41:34.003+03:00,   0.138E+00,1973.68223
  13900,2021-05-24T20:42:09.157+03:00,   0.139E+00,1987.61613
  14000,2021-05-24T20:42:42.956+03:00,   0.146E+00,2001.77569
  14100,2021-05-24T20:43:17.994+03:00,   0.137E+00,2015.95746
  14200,2021-05-24T20:43:54.928+03:00,   0.162E+00,2031.63838
  14300,2021-05-24T20:44:29.365+03:00,   0.169E+00,2048.12833
