Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 9.081E+02, 8.604E+03, 3.600E+03, 6.808E+03, 4.228E+03, 2.427E+03, 8.853E+02, 0.000E+00, 3.849E+03, 3.642E+02, 9.622E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.168E+04
