,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-03T08:53:53.206+02:00,   0.286E-01,   0.02864
      2,2021-11-03T08:53:53.394+02:00,   0.315E-01,   0.06015
      3,2021-11-03T08:53:53.584+02:00,   0.347E-01,   0.09481
      4,2021-11-03T08:53:53.894+02:00,   0.347E-01,   0.12947
      5,2021-11-03T08:53:54.105+02:00,   0.347E-01,   0.16412
      6,2021-11-03T08:53:54.312+02:00,   0.347E-01,   0.19878
      7,2021-11-03T08:53:54.531+02:00,   0.347E-01,   0.23344
      8,2021-11-03T08:53:54.803+02:00,   0.307E-01,   0.26417
      9,2021-11-03T08:53:54.993+02:00,   0.307E-01,   0.29490
     10,2021-11-03T08:53:55.234+02:00,   0.307E-01,   0.32563
     20,2021-11-03T08:53:56.944+02:00,   0.307E-01,   0.63292
     30,2021-11-03T08:53:58.698+02:00,   0.307E-01,   0.94022
     40,2021-11-03T08:54:00.594+02:00,   0.236E-01,   1.19024
     50,2021-11-03T08:54:02.433+02:00,   0.205E-01,   1.39541
     60,2021-11-03T08:54:04.219+02:00,   0.200E-01,   1.58865
     70,2021-11-03T08:54:06.074+02:00,   0.221E-01,   1.80315
     80,2021-11-03T08:54:07.948+02:00,   0.170E-01,   2.00422
     90,2021-11-03T08:54:09.748+02:00,   0.170E-01,   2.17416
    100,2021-11-03T08:54:11.535+02:00,   0.206E-01,   2.35293
    200,2021-11-03T08:54:29.276+02:00,   0.257E-01,   4.43177
    300,2021-11-03T08:54:46.833+02:00,   0.253E-01,   6.79032
    400,2021-11-03T08:55:04.471+02:00,   0.214E-01,   9.05008
    500,2021-11-03T08:55:22.476+02:00,   0.218E-01,  11.29907
    600,2021-11-03T08:55:39.919+02:00,   0.209E-01,  13.51613
    700,2021-11-03T08:56:08.545+02:00,   0.229E-01,  15.69243
    800,2021-11-03T08:56:40.514+02:00,   0.250E-01,  17.83771
    900,2021-11-03T08:57:12.594+02:00,   0.212E-01,  20.08487
   1000,2021-11-03T08:57:45.098+02:00,   0.241E-01,  22.29814
   1100,2021-11-03T08:58:17.776+02:00,   0.232E-01,  24.36285
   1200,2021-11-03T08:58:49.796+02:00,   0.235E-01,  26.68326
   1300,2021-11-03T08:59:22.569+02:00,   0.207E-01,  28.77040
   1400,2021-11-03T08:59:54.988+02:00,   0.189E-01,  30.83046
   1500,2021-11-03T09:00:27.817+02:00,   0.242E-01,  33.07655
   1600,2021-11-03T09:00:59.835+02:00,   0.221E-01,  35.44692
   1700,2021-11-03T09:01:32.016+02:00,   0.224E-01,  37.72804
   1800,2021-11-03T09:02:04.616+02:00,   0.233E-01,  40.07913
   1900,2021-11-03T09:02:37.771+02:00,   0.180E-01,  42.17399
   2000,2021-11-03T09:03:10.143+02:00,   0.235E-01,  44.47537
   2100,2021-11-03T09:03:42.745+02:00,   0.222E-01,  46.71126
   2200,2021-11-03T09:04:16.415+02:00,   0.256E-01,  48.91661
   2300,2021-11-03T09:04:49.526+02:00,   0.206E-01,  51.12557
   2400,2021-11-03T09:05:27.981+02:00,   0.251E-01,  53.34004
   2500,2021-11-03T09:06:05.164+02:00,   0.237E-01,  55.72944
   2600,2021-11-03T09:06:40.573+02:00,   0.223E-01,  58.05864
   2700,2021-11-03T09:07:13.351+02:00,   0.247E-01,  60.30225
   2800,2021-11-03T09:07:46.248+02:00,   0.213E-01,  61.71133
   2900,2021-11-03T09:08:19.418+02:00,   0.249E-01,  63.77464
   3000,2021-11-03T09:08:52.510+02:00,   0.248E-01,  65.77854
   3100,2021-11-03T09:09:25.075+02:00,   0.250E-01,  68.14543
   3200,2021-11-03T09:09:58.086+02:00,   0.212E-01,  70.25645
   3300,2021-11-03T09:10:31.004+02:00,   0.168E-01,  72.24434
   3400,2021-11-03T09:11:03.609+02:00,   0.207E-01,  74.40170
   3500,2021-11-03T09:11:36.371+02:00,   0.202E-01,  76.49832
   3600,2021-11-03T09:12:09.450+02:00,   0.216E-01,  78.57408
   3700,2021-11-03T09:12:43.566+02:00,   0.142E-01,  80.71372
   3800,2021-11-03T09:13:16.363+02:00,   0.209E-01,  82.52869
   3900,2021-11-03T09:13:49.742+02:00,   0.244E-01,  84.47106
   4000,2021-11-03T09:14:22.920+02:00,   0.204E-01,  86.59266
   4100,2021-11-03T09:14:55.401+02:00,   0.203E-01,  88.69885
   4200,2021-11-03T09:15:28.148+02:00,   0.223E-01,  91.00749
   4300,2021-11-03T09:16:01.502+02:00,   0.150E-01,  92.74172
   4400,2021-11-03T09:16:34.345+02:00,   0.218E-01,  94.77916
   4500,2021-11-03T09:17:07.043+02:00,   0.192E-01,  96.83927
   4600,2021-11-03T09:17:39.853+02:00,   0.218E-01,  98.97573
   4700,2021-11-03T09:18:12.954+02:00,   0.197E-01, 101.15551
   4800,2021-11-03T09:18:45.744+02:00,   0.213E-01, 103.31261
   4900,2021-11-03T09:19:18.825+02:00,   0.197E-01, 105.27788
   5000,2021-11-03T09:19:51.912+02:00,   0.228E-01, 107.37340
   5100,2021-11-03T09:20:25.192+02:00,   0.233E-01, 109.37786
   5200,2021-11-03T09:20:58.091+02:00,   0.195E-01, 111.65969
   5300,2021-11-03T09:21:31.386+02:00,   0.177E-01, 113.71632
   5400,2021-11-03T09:22:04.784+02:00,   0.233E-01, 115.71548
   5500,2021-11-03T09:22:37.664+02:00,   0.228E-01, 117.89461
   5600,2021-11-03T09:23:10.475+02:00,   0.248E-01, 119.77775
   5700,2021-11-03T09:23:43.239+02:00,   0.216E-01, 121.95520
   5800,2021-11-03T09:24:16.180+02:00,   0.241E-01, 124.31204
   5900,2021-11-03T09:24:49.940+02:00,   0.218E-01, 126.58798
   6000,2021-11-03T09:25:22.646+02:00,   0.244E-01, 128.78053
   6100,2021-11-03T09:25:55.485+02:00,   0.184E-01, 130.94886
   6200,2021-11-03T09:26:27.948+02:00,   0.238E-01, 133.27449
   6300,2021-11-03T09:27:00.585+02:00,   0.217E-01, 135.49828
   6400,2021-11-03T09:27:32.942+02:00,   0.219E-01, 137.75512
   6500,2021-11-03T09:28:05.348+02:00,   0.244E-01, 140.00472
   6600,2021-11-03T09:28:38.165+02:00,   0.213E-01, 142.29468
   6700,2021-11-03T09:29:10.156+02:00,   0.225E-01, 144.74645
   6800,2021-11-03T09:29:41.978+02:00,   0.207E-01, 147.12670
   6900,2021-11-03T09:30:14.289+02:00,   0.235E-01, 149.40724
   7000,2021-11-03T09:30:46.894+02:00,   0.215E-01, 151.72023
   7100,2021-11-03T09:31:19.440+02:00,   0.244E-01, 153.82007
   7200,2021-11-03T09:31:51.964+02:00,   0.132E-01, 156.02770
   7300,2021-11-03T09:32:23.989+02:00,   0.223E-01, 157.98508
   7400,2021-11-03T09:32:55.733+02:00,   0.239E-01, 160.39930
   7500,2021-11-03T09:33:27.522+02:00,   0.246E-01, 162.81760
   7600,2021-11-03T09:34:00.318+02:00,   0.230E-01, 164.82169
   7700,2021-11-03T09:34:32.514+02:00,   0.221E-01, 167.05697
   7800,2021-11-03T09:35:04.824+02:00,   0.243E-01, 169.27884
   7900,2021-11-03T09:35:37.020+02:00,   0.199E-01, 171.57986
   8000,2021-11-03T09:36:09.312+02:00,   0.241E-01, 173.91396
   8100,2021-11-03T09:36:41.825+02:00,   0.198E-01, 176.00620
   8200,2021-11-03T09:37:14.236+02:00,   0.210E-01, 178.31789
   8300,2021-11-03T09:37:46.354+02:00,   0.247E-01, 180.69905
   8400,2021-11-03T09:38:18.842+02:00,   0.181E-01, 182.75472
   8500,2021-11-03T09:38:50.932+02:00,   0.242E-01, 185.07075
   8600,2021-11-03T09:39:23.356+02:00,   0.137E-01, 186.98519
   8700,2021-11-03T09:39:55.638+02:00,   0.171E-01, 188.87972
   8800,2021-11-03T09:40:29.929+02:00,   0.163E-01, 191.17741
   8900,2021-11-03T09:41:02.640+02:00,   0.262E-01, 193.45533
   9000,2021-11-03T09:41:35.278+02:00,   0.122E-01, 195.69681
   9100,2021-11-03T09:42:06.826+02:00,   0.217E-01, 197.53443
   9200,2021-11-03T09:42:40.142+02:00,   0.264E-01, 199.92794
   9300,2021-11-03T09:43:13.500+02:00,   0.223E-01, 202.28410
   9400,2021-11-03T09:43:46.319+02:00,   0.214E-01, 204.53861
   9500,2021-11-03T09:44:18.689+02:00,   0.203E-01, 206.51222
   9600,2021-11-03T09:44:52.653+02:00,   0.124E-01, 208.52180
   9700,2021-11-03T09:45:24.516+02:00,   0.246E-01, 210.53747
   9800,2021-11-03T09:45:58.564+02:00,   0.235E-01, 212.81326
   9900,2021-11-03T09:46:33.291+02:00,   0.215E-01, 214.99595
  10000,2021-11-03T09:47:06.028+02:00,   0.222E-01, 217.20649
  10100,2021-11-03T09:47:37.831+02:00,   0.206E-01, 219.46568
  10200,2021-11-03T09:48:09.581+02:00,   0.245E-01, 221.66213
  10300,2021-11-03T09:48:41.544+02:00,   0.205E-01, 223.92082
  10400,2021-11-03T09:49:13.695+02:00,   0.254E-01, 226.16962
  10500,2021-11-03T09:49:45.854+02:00,   0.203E-01, 228.38713
  10600,2021-11-03T09:50:18.077+02:00,   0.208E-01, 230.67321
  10700,2021-11-03T09:50:50.794+02:00,   0.195E-01, 232.83616
  10800,2021-11-03T09:51:23.466+02:00,   0.185E-01, 234.99033
  10900,2021-11-03T09:51:57.795+02:00,   0.172E-01, 237.10770
  11000,2021-11-03T09:52:30.095+02:00,   0.223E-01, 239.42982
  11100,2021-11-03T09:53:02.661+02:00,   0.174E-01, 241.54049
  11200,2021-11-03T09:53:35.010+02:00,   0.211E-01, 243.74141
  11300,2021-11-03T09:54:07.615+02:00,   0.237E-01, 245.37591
  11400,2021-11-03T09:54:39.742+02:00,   0.206E-01, 247.48104
  11500,2021-11-03T09:55:11.704+02:00,   0.211E-01, 249.57272
  11600,2021-11-03T09:55:43.598+02:00,   0.216E-01, 251.75969
  11700,2021-11-03T09:56:15.522+02:00,   0.266E-01, 254.00990
  11800,2021-11-03T09:56:49.093+02:00,   0.216E-01, 256.26383
  11900,2021-11-03T09:57:23.751+02:00,   0.230E-01, 258.49142
  12000,2021-11-03T09:57:55.856+02:00,   0.236E-01, 260.76141
  12100,2021-11-03T09:58:28.338+02:00,   0.237E-01, 262.86954
  12200,2021-11-03T09:59:00.982+02:00,   0.160E-01, 265.03724
  12300,2021-11-03T09:59:34.703+02:00,   0.226E-01, 267.16255
  12400,2021-11-03T10:00:06.984+02:00,   0.247E-01, 269.44331
  12500,2021-11-03T10:00:39.518+02:00,   0.193E-01, 271.53978
  12600,2021-11-03T10:01:11.650+02:00,   0.230E-01, 273.79158
  12700,2021-11-03T10:01:45.392+02:00,   0.179E-01, 275.63817
  12800,2021-11-03T10:02:18.081+02:00,   0.213E-01, 277.52862
  12900,2021-11-03T10:02:50.682+02:00,   0.229E-01, 279.67152
  13000,2021-11-03T10:03:23.005+02:00,   0.198E-01, 282.03254
  13100,2021-11-03T10:03:56.153+02:00,   0.226E-01, 284.17087
  13200,2021-11-03T10:04:28.388+02:00,   0.257E-01, 286.42017
  13300,2021-11-03T10:05:01.099+02:00,   0.201E-01, 288.65054
  13400,2021-11-03T10:05:33.363+02:00,   0.225E-01, 290.75511
  13500,2021-11-03T10:06:07.330+02:00,   0.240E-01, 293.02176
  13600,2021-11-03T10:06:41.877+02:00,   0.256E-01, 295.46581
  13700,2021-11-03T10:07:13.970+02:00,   0.235E-01, 297.74844
  13800,2021-11-03T10:07:46.539+02:00,   0.238E-01, 299.97826
  13900,2021-11-03T10:08:19.679+02:00,   0.241E-01, 302.29936
  14000,2021-11-03T10:08:53.667+02:00,   0.161E-01, 304.60961
  14100,2021-11-03T10:09:25.409+02:00,   0.227E-01, 306.88703
  14200,2021-11-03T10:09:57.826+02:00,   0.136E-01, 308.97107
  14300,2021-11-03T10:10:29.865+02:00,   0.237E-01, 310.87699
  14400,2021-11-03T10:11:01.860+02:00,   0.216E-01, 313.12562
  14500,2021-11-03T10:11:33.809+02:00,   0.230E-01, 315.32586
  14600,2021-11-03T10:12:07.151+02:00,   0.158E-01, 317.61720
  14700,2021-11-03T10:12:39.971+02:00,   0.198E-01, 319.66342
  14800,2021-11-03T10:13:12.512+02:00,   0.210E-01, 321.70082
  14900,2021-11-03T10:13:45.216+02:00,   0.174E-01, 323.62089
  15000,2021-11-03T10:14:17.440+02:00,   0.198E-01, 325.78606
  15100,2021-11-03T10:14:50.329+02:00,   0.179E-01, 327.91725
  15200,2021-11-03T10:15:23.018+02:00,   0.230E-01, 329.91429
  15300,2021-11-03T10:15:55.512+02:00,   0.220E-01, 331.88474
  15400,2021-11-03T10:16:27.452+02:00,   0.253E-01, 334.29298
  15500,2021-11-03T10:16:59.776+02:00,   0.231E-01, 336.54554
  15600,2021-11-03T10:17:33.857+02:00,   0.199E-01, 338.57393
  15700,2021-11-03T10:18:07.276+02:00,   0.241E-01, 340.76433
  15800,2021-11-03T10:18:40.716+02:00,   0.240E-01, 342.76002
  15900,2021-11-03T10:19:13.067+02:00,   0.244E-01, 345.14940
  16000,2021-11-03T10:19:45.619+02:00,   0.257E-01, 347.28724
  16100,2021-11-03T10:20:17.898+02:00,   0.244E-01, 349.70728
  16200,2021-11-03T10:20:52.131+02:00,   0.241E-01, 351.93693
  16300,2021-11-03T10:21:24.918+02:00,   0.243E-01, 354.08840
  16400,2021-11-03T10:21:56.825+02:00,   0.244E-01, 356.46736
  16500,2021-11-03T10:22:29.184+02:00,   0.201E-01, 358.89956
  16600,2021-11-03T10:23:01.352+02:00,   0.230E-01, 361.01729
  16700,2021-11-03T10:23:33.619+02:00,   0.249E-01, 363.30341
  16800,2021-11-03T10:24:06.228+02:00,   0.200E-01, 365.47301
  16900,2021-11-03T10:24:38.299+02:00,   0.220E-01, 367.70966
  17000,2021-11-03T10:25:10.635+02:00,   0.165E-01, 369.79816
  17100,2021-11-03T10:25:43.041+02:00,   0.259E-01, 371.68645
  17200,2021-11-03T10:26:15.703+02:00,   0.257E-01, 373.90360
  17300,2021-11-03T10:26:47.734+02:00,   0.256E-01, 376.15174
  17400,2021-11-03T10:27:20.353+02:00,   0.205E-01, 378.49063
  17500,2021-11-03T10:27:52.804+02:00,   0.209E-01, 380.69836
  17600,2021-11-03T10:28:27.033+02:00,   0.242E-01, 382.83017
  17700,2021-11-03T10:28:59.431+02:00,   0.200E-01, 385.12068
  17800,2021-11-03T10:29:31.950+02:00,   0.258E-01, 387.26709
  17900,2021-11-03T10:30:04.574+02:00,   0.239E-01, 389.36218
  18000,2021-11-03T10:30:37.244+02:00,   0.144E-01, 391.11102
  18100,2021-11-03T10:31:09.685+02:00,   0.204E-01, 393.30920
  18200,2021-11-03T10:31:42.072+02:00,   0.236E-01, 395.55983
  18300,2021-11-03T10:32:14.209+02:00,   0.243E-01, 397.87803
  18400,2021-11-03T10:32:46.340+02:00,   0.233E-01, 400.23145
  18500,2021-11-03T10:33:19.384+02:00,   0.201E-01, 402.43246
  18600,2021-11-03T10:33:51.863+02:00,   0.232E-01, 404.68329
  18700,2021-11-03T10:34:24.438+02:00,   0.258E-01, 406.81028
  18800,2021-11-03T10:34:56.283+02:00,   0.212E-01, 409.08790
  18900,2021-11-03T10:35:28.723+02:00,   0.240E-01, 411.38713
  19000,2021-11-03T10:36:01.554+02:00,   0.252E-01, 413.59509
  19100,2021-11-03T10:36:34.376+02:00,   0.168E-01, 415.64918
  19200,2021-11-03T10:37:06.915+02:00,   0.196E-01, 417.75827
  19300,2021-11-03T10:37:39.360+02:00,   0.227E-01, 419.86324
  19400,2021-11-03T10:38:12.915+02:00,   0.227E-01, 421.93006
  19500,2021-11-03T10:38:45.878+02:00,   0.207E-01, 423.91442
