,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-04T06:30:52.299+02:00,   0.286E-01,   0.02864
      2,2021-11-04T06:30:52.542+02:00,   0.315E-01,   0.06015
      3,2021-11-04T06:30:52.806+02:00,   0.347E-01,   0.09481
      4,2021-11-04T06:30:53.110+02:00,   0.347E-01,   0.12947
      5,2021-11-04T06:30:53.380+02:00,   0.347E-01,   0.16412
      6,2021-11-04T06:30:53.624+02:00,   0.347E-01,   0.19878
      7,2021-11-04T06:30:53.932+02:00,   0.347E-01,   0.23344
      8,2021-11-04T06:30:54.292+02:00,   0.307E-01,   0.26417
      9,2021-11-04T06:30:54.536+02:00,   0.307E-01,   0.29490
     10,2021-11-04T06:30:54.877+02:00,   0.307E-01,   0.32563
     20,2021-11-04T06:30:56.976+02:00,   0.307E-01,   0.63292
     30,2021-11-04T06:30:59.087+02:00,   0.307E-01,   0.94022
     40,2021-11-04T06:31:01.919+02:00,   0.236E-01,   1.19024
     50,2021-11-04T06:31:04.669+02:00,   0.205E-01,   1.39541
     60,2021-11-04T06:31:07.620+02:00,   0.200E-01,   1.58865
     70,2021-11-04T06:31:10.974+02:00,   0.221E-01,   1.80315
     80,2021-11-04T06:31:14.557+02:00,   0.170E-01,   2.00421
     90,2021-11-04T06:31:17.874+02:00,   0.170E-01,   2.17414
    100,2021-11-04T06:31:21.188+02:00,   0.206E-01,   2.34934
    200,2021-11-04T06:31:53.721+02:00,   0.269E-01,   4.46687
    300,2021-11-04T06:32:26.100+02:00,   0.216E-01,   6.80365
    400,2021-11-04T06:32:59.496+02:00,   0.197E-01,   9.12944
    500,2021-11-04T06:33:33.259+02:00,   0.217E-01,  11.36141
    600,2021-11-04T06:34:08.476+02:00,   0.219E-01,  13.34380
    700,2021-11-04T06:34:43.124+02:00,   0.142E-01,  15.42324
    800,2021-11-04T06:35:17.191+02:00,   0.244E-01,  17.70810
    900,2021-11-04T06:35:51.184+02:00,   0.252E-01,  19.87725
   1000,2021-11-04T06:36:26.217+02:00,   0.243E-01,  21.90776
   1100,2021-11-04T06:37:01.044+02:00,   0.237E-01,  24.16265
   1200,2021-11-04T06:37:35.701+02:00,   0.232E-01,  26.38287
   1300,2021-11-04T06:38:10.929+02:00,   0.238E-01,  28.76238
   1400,2021-11-04T06:38:48.013+02:00,   0.258E-01,  30.83353
   1500,2021-11-04T06:39:25.061+02:00,   0.232E-01,  32.78687
   1600,2021-11-04T06:40:02.029+02:00,   0.220E-01,  35.03486
   1700,2021-11-04T06:40:40.285+02:00,   0.181E-01,  37.26760
   1800,2021-11-04T06:41:19.247+02:00,   0.220E-01,  39.46823
   1900,2021-11-04T06:41:57.399+02:00,   0.248E-01,  41.62700
   2000,2021-11-04T06:42:34.203+02:00,   0.219E-01,  43.95036
   2100,2021-11-04T06:43:11.268+02:00,   0.129E-01,  45.81397
   2200,2021-11-04T06:43:47.804+02:00,   0.242E-01,  47.78351
   2300,2021-11-04T06:44:24.225+02:00,   0.212E-01,  49.85882
   2400,2021-11-04T06:44:59.964+02:00,   0.198E-01,  51.92886
   2500,2021-11-04T06:45:36.111+02:00,   0.201E-01,  54.23988
   2600,2021-11-04T06:46:12.993+02:00,   0.247E-01,  56.28426
   2700,2021-11-04T06:46:51.003+02:00,   0.192E-01,  58.33880
   2800,2021-11-04T06:47:29.063+02:00,   0.217E-01,  60.67531
   2900,2021-11-04T06:48:08.273+02:00,   0.232E-01,  62.83931
   3000,2021-11-04T06:48:47.191+02:00,   0.219E-01,  65.16241
   3100,2021-11-04T06:49:26.780+02:00,   0.238E-01,  67.29408
   3200,2021-11-04T06:50:02.572+02:00,   0.189E-01,  69.41399
   3300,2021-11-04T06:50:37.549+02:00,   0.240E-01,  71.74131
   3400,2021-11-04T06:51:12.218+02:00,   0.216E-01,  73.87809
   3500,2021-11-04T06:51:46.987+02:00,   0.208E-01,  76.07928
   3600,2021-11-04T06:52:22.584+02:00,   0.229E-01,  78.24217
   3700,2021-11-04T06:52:57.289+02:00,   0.218E-01,  80.45464
   3800,2021-11-04T06:53:32.092+02:00,   0.219E-01,  82.56948
   3900,2021-11-04T06:54:06.894+02:00,   0.240E-01,  84.83973
   4000,2021-11-04T06:54:41.332+02:00,   0.261E-01,  87.05184
   4100,2021-11-04T06:55:16.323+02:00,   0.187E-01,  89.04471
   4200,2021-11-04T06:55:50.796+02:00,   0.244E-01,  91.13402
   4300,2021-11-04T06:56:27.437+02:00,   0.192E-01,  93.10585
   4400,2021-11-04T06:57:04.262+02:00,   0.218E-01,  95.17995
   4500,2021-11-04T06:57:37.112+02:00,   0.244E-01,  97.34409
   4600,2021-11-04T06:58:12.221+02:00,   0.192E-01,  99.55904
   4700,2021-11-04T06:58:46.913+02:00,   0.205E-01, 101.71866
   4800,2021-11-04T06:59:21.544+02:00,   0.253E-01, 103.82598
   4900,2021-11-04T06:59:55.850+02:00,   0.210E-01, 106.08532
   5000,2021-11-04T07:00:30.441+02:00,   0.196E-01, 108.12570
   5100,2021-11-04T07:01:05.750+02:00,   0.175E-01, 110.24938
