,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-08T20:02:39.247+02:00,   0.286E-01,   0.02864
      2,2021-11-08T20:02:39.435+02:00,   0.315E-01,   0.06015
      3,2021-11-08T20:02:39.624+02:00,   0.347E-01,   0.09481
      4,2021-11-08T20:02:39.877+02:00,   0.347E-01,   0.12947
      5,2021-11-08T20:02:40.048+02:00,   0.347E-01,   0.16412
      6,2021-11-08T20:02:40.252+02:00,   0.347E-01,   0.19878
      7,2021-11-08T20:02:40.486+02:00,   0.347E-01,   0.23344
      8,2021-11-08T20:02:40.737+02:00,   0.307E-01,   0.26417
      9,2021-11-08T20:02:40.940+02:00,   0.307E-01,   0.29490
     10,2021-11-08T20:02:41.159+02:00,   0.307E-01,   0.32563
     20,2021-11-08T20:02:42.756+02:00,   0.307E-01,   0.63292
     30,2021-11-08T20:02:44.371+02:00,   0.307E-01,   0.94022
     40,2021-11-08T20:02:46.642+02:00,   0.236E-01,   1.19024
     50,2021-11-08T20:02:48.649+02:00,   0.205E-01,   1.39541
     60,2021-11-08T20:02:50.987+02:00,   0.200E-01,   1.58865
     70,2021-11-08T20:02:53.259+02:00,   0.221E-01,   1.80315
     80,2021-11-08T20:02:55.839+02:00,   0.170E-01,   2.00421
     90,2021-11-08T20:02:58.545+02:00,   0.170E-01,   2.17412
    100,2021-11-08T20:03:01.478+02:00,   0.206E-01,   2.34930
    200,2021-11-08T20:03:33.416+02:00,   0.240E-01,   4.46511
    300,2021-11-08T20:04:07.470+02:00,   0.241E-01,   6.57558
    400,2021-11-08T20:04:42.049+02:00,   0.234E-01,   8.73656
    500,2021-11-08T20:05:16.421+02:00,   0.224E-01,  10.92798
    600,2021-11-08T20:05:50.696+02:00,   0.223E-01,  13.19654
    700,2021-11-08T20:06:25.150+02:00,   0.218E-01,  15.37806
    800,2021-11-08T20:06:59.533+02:00,   0.249E-01,  17.62384
    900,2021-11-08T20:07:34.308+02:00,   0.238E-01,  19.80847
   1000,2021-11-08T20:08:09.460+02:00,   0.180E-01,  22.08918
   1100,2021-11-08T20:08:44.712+02:00,   0.202E-01,  24.02599
   1200,2021-11-08T20:09:19.025+02:00,   0.249E-01,  26.13743
   1300,2021-11-08T20:09:52.086+02:00,   0.210E-01,  28.36722
