,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-02T22:14:11.308+02:00,   0.235E-01,   0.02353
      2,2021-11-02T22:14:11.706+02:00,   0.259E-01,   0.04941
      3,2021-11-02T22:14:12.030+02:00,   0.285E-01,   0.07789
      4,2021-11-02T22:14:12.402+02:00,   0.285E-01,   0.10636
      5,2021-11-02T22:14:12.699+02:00,   0.285E-01,   0.13483
      6,2021-11-02T22:14:12.989+02:00,   0.313E-01,   0.16615
      7,2021-11-02T22:14:13.366+02:00,   0.313E-01,   0.19747
      8,2021-11-02T22:14:13.693+02:00,   0.313E-01,   0.22879
      9,2021-11-02T22:14:13.980+02:00,   0.313E-01,   0.26011
     10,2021-11-02T22:14:14.351+02:00,   0.313E-01,   0.29142
     20,2021-11-02T22:14:16.888+02:00,   0.313E-01,   0.60461
     30,2021-11-02T22:14:19.461+02:00,   0.313E-01,   0.91780
     40,2021-11-02T22:14:22.219+02:00,   0.276E-01,   1.20097
     50,2021-11-02T22:14:24.826+02:00,   0.276E-01,   1.47664
     60,2021-11-02T22:14:27.792+02:00,   0.247E-01,   1.72612
     70,2021-11-02T22:14:30.923+02:00,   0.247E-01,   1.97269
     80,2021-11-02T22:14:33.987+02:00,   0.247E-01,   2.21926
     90,2021-11-02T22:14:37.077+02:00,   0.247E-01,   2.46583
    100,2021-11-02T22:14:40.293+02:00,   0.211E-01,   2.67694
    200,2021-11-02T22:15:11.125+02:00,   0.234E-01,   4.71814
    300,2021-11-02T22:15:40.056+02:00,   0.226E-01,   6.95586
    400,2021-11-02T22:16:09.569+02:00,   0.235E-01,   8.94255
    500,2021-11-02T22:16:41.001+02:00,   0.152E-01,  10.41265
    600,2021-11-02T22:17:14.477+02:00,   0.114E-01,  11.94740
    700,2021-11-02T22:17:45.894+02:00,   0.146E-01,  13.48069
    800,2021-11-02T22:18:15.753+02:00,   0.233E-01,  15.64602
    900,2021-11-02T22:18:45.510+02:00,   0.176E-01,  17.89451
   1000,2021-11-02T22:19:16.631+02:00,   0.205E-01,  20.01589
   1100,2021-11-02T22:19:48.048+02:00,   0.241E-01,  21.75960
   1200,2021-11-02T22:20:21.809+02:00,   0.109E-01,  23.49409
   1300,2021-11-02T22:20:54.511+02:00,   0.221E-01,  25.24462
   1400,2021-11-02T22:21:26.781+02:00,   0.237E-01,  27.45112
   1500,2021-11-02T22:21:59.839+02:00,   0.148E-01,  29.42240
   1600,2021-11-02T22:22:32.876+02:00,   0.233E-01,  31.18104
   1700,2021-11-02T22:23:06.023+02:00,   0.142E-01,  33.25066
   1800,2021-11-02T22:23:38.345+02:00,   0.202E-01,  35.33961
   1900,2021-11-02T22:24:12.144+02:00,   0.226E-01,  37.32887
   2000,2021-11-02T22:24:45.103+02:00,   0.143E-01,  39.17495
   2100,2021-11-02T22:25:17.109+02:00,   0.137E-01,  40.75631
   2200,2021-11-02T22:25:49.833+02:00,   0.116E-01,  42.23049
   2300,2021-11-02T22:26:22.166+02:00,   0.230E-01,  44.08269
   2400,2021-11-02T22:26:54.500+02:00,   0.141E-01,  45.84703
   2500,2021-11-02T22:27:26.680+02:00,   0.223E-01,  47.67073
   2600,2021-11-02T22:27:59.262+02:00,   0.976E-02,  49.35341
   2700,2021-11-02T22:28:31.754+02:00,   0.148E-01,  50.66279
   2800,2021-11-02T22:29:03.827+02:00,   0.177E-01,  51.94647
   2900,2021-11-02T22:29:36.668+02:00,   0.109E-01,  53.74022
   3000,2021-11-02T22:30:08.849+02:00,   0.191E-01,  55.55432
   3100,2021-11-02T22:30:41.826+02:00,   0.110E-01,  56.77043
   3200,2021-11-02T22:31:13.984+02:00,   0.104E-01,  58.14179
   3300,2021-11-02T22:31:46.446+02:00,   0.112E-01,  59.43828
   3400,2021-11-02T22:32:18.917+02:00,   0.130E-01,  61.18938
   3500,2021-11-02T22:32:51.857+02:00,   0.234E-01,  63.02705
   3600,2021-11-02T22:33:23.683+02:00,   0.200E-01,  65.13902
   3700,2021-11-02T22:33:56.841+02:00,   0.216E-01,  67.37351
   3800,2021-11-02T22:34:29.316+02:00,   0.161E-01,  69.45461
   3900,2021-11-02T22:35:02.258+02:00,   0.196E-01,  71.41988
   4000,2021-11-02T22:35:35.456+02:00,   0.218E-01,  73.09940
   4100,2021-11-02T22:36:09.240+02:00,   0.205E-01,  75.03468
   4200,2021-11-02T22:36:42.464+02:00,   0.157E-01,  76.94801
   4300,2021-11-02T22:37:15.364+02:00,   0.209E-01,  78.30044
   4400,2021-11-02T22:37:47.427+02:00,   0.230E-01,  80.58964
   4500,2021-11-02T22:38:19.498+02:00,   0.222E-01,  82.56778
