,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-07T06:05:57.508+02:00,   0.235E-01,   0.02353
      2,2021-11-07T06:05:57.869+02:00,   0.259E-01,   0.04941
      3,2021-11-07T06:05:58.213+02:00,   0.285E-01,   0.07789
      4,2021-11-07T06:05:58.663+02:00,   0.285E-01,   0.10636
      5,2021-11-07T06:05:59.010+02:00,   0.285E-01,   0.13483
      6,2021-11-07T06:05:59.373+02:00,   0.313E-01,   0.16615
      7,2021-11-07T06:05:59.821+02:00,   0.313E-01,   0.19747
      8,2021-11-07T06:06:00.174+02:00,   0.313E-01,   0.22879
      9,2021-11-07T06:06:00.525+02:00,   0.313E-01,   0.26011
     10,2021-11-07T06:06:00.970+02:00,   0.313E-01,   0.29142
     20,2021-11-07T06:06:03.957+02:00,   0.313E-01,   0.60461
     30,2021-11-07T06:06:06.964+02:00,   0.313E-01,   0.91780
     40,2021-11-07T06:06:10.150+02:00,   0.276E-01,   1.20097
     50,2021-11-07T06:06:13.178+02:00,   0.276E-01,   1.47663
     60,2021-11-07T06:06:16.345+02:00,   0.247E-01,   1.72615
     70,2021-11-07T06:06:19.514+02:00,   0.247E-01,   1.97277
     80,2021-11-07T06:06:22.578+02:00,   0.247E-01,   2.21939
     90,2021-11-07T06:06:25.630+02:00,   0.247E-01,   2.46601
    100,2021-11-07T06:06:28.850+02:00,   0.211E-01,   2.67704
    200,2021-11-07T06:07:00.362+02:00,   0.228E-01,   4.73000
    300,2021-11-07T06:07:31.534+02:00,   0.235E-01,   6.88031
    400,2021-11-07T06:08:02.324+02:00,   0.138E-01,   9.12139
    500,2021-11-07T06:08:33.412+02:00,   0.120E-01,  10.46879
    600,2021-11-07T06:09:04.407+02:00,   0.119E-01,  11.83415
    700,2021-11-07T06:09:37.149+02:00,   0.141E-01,  13.50558
    800,2021-11-07T06:10:12.291+02:00,   0.225E-01,  15.62979
    900,2021-11-07T06:10:46.209+02:00,   0.180E-01,  17.64352
   1000,2021-11-07T06:11:17.452+02:00,   0.153E-01,  19.26704
   1100,2021-11-07T06:11:48.317+02:00,   0.175E-01,  21.04043
   1200,2021-11-07T06:12:23.335+02:00,   0.189E-01,  22.40512
   1300,2021-11-07T06:12:58.078+02:00,   0.162E-01,  24.27425
   1400,2021-11-07T06:13:31.331+02:00,   0.213E-01,  26.31267
   1500,2021-11-07T06:14:04.597+02:00,   0.123E-01,  28.02790
   1600,2021-11-07T06:14:36.802+02:00,   0.225E-01,  29.99336
   1700,2021-11-07T06:15:08.564+02:00,   0.150E-01,  31.62314
   1800,2021-11-07T06:15:39.634+02:00,   0.173E-01,  32.95891
   1900,2021-11-07T06:16:11.118+02:00,   0.191E-01,  34.81166
   2000,2021-11-07T06:16:42.166+02:00,   0.205E-01,  36.45738
   2100,2021-11-07T06:17:14.155+02:00,   0.939E-02,  37.94912
   2200,2021-11-07T06:17:45.852+02:00,   0.160E-01,  39.48088
   2300,2021-11-07T06:18:17.345+02:00,   0.190E-01,  41.44755
   2400,2021-11-07T06:18:48.141+02:00,   0.240E-01,  43.61611
   2500,2021-11-07T06:19:19.668+02:00,   0.231E-01,  45.64759
   2600,2021-11-07T06:19:50.710+02:00,   0.231E-01,  47.95768
   2700,2021-11-07T06:20:21.402+02:00,   0.195E-01,  50.04257
   2800,2021-11-07T06:20:51.952+02:00,   0.151E-01,  52.22205
   2900,2021-11-07T06:21:23.685+02:00,   0.243E-01,  54.17404
   3000,2021-11-07T06:21:55.756+02:00,   0.237E-01,  56.22784
   3100,2021-11-07T06:22:28.220+02:00,   0.159E-01,  58.04380
   3200,2021-11-07T06:22:59.782+02:00,   0.124E-01,  60.00853
   3300,2021-11-07T06:23:31.457+02:00,   0.155E-01,  61.65730
   3400,2021-11-07T06:24:03.719+02:00,   0.206E-01,  63.63102
   3500,2021-11-07T06:24:35.326+02:00,   0.103E-01,  64.84004
   3600,2021-11-07T06:25:07.063+02:00,   0.183E-01,  66.16889
   3700,2021-11-07T06:25:38.238+02:00,   0.223E-01,  67.83259
   3800,2021-11-07T06:26:10.043+02:00,   0.140E-01,  69.69675
   3900,2021-11-07T06:26:41.244+02:00,   0.167E-01,  71.22271
   4000,2021-11-07T06:27:11.376+02:00,   0.233E-01,  73.24311
   4100,2021-11-07T06:27:41.716+02:00,   0.193E-01,  75.20362
   4200,2021-11-07T06:28:13.023+02:00,   0.168E-01,  76.88451
   4300,2021-11-07T06:28:44.499+02:00,   0.170E-01,  78.70348
   4400,2021-11-07T06:29:15.951+02:00,   0.217E-01,  80.75177
   4500,2021-11-07T06:29:48.752+02:00,   0.225E-01,  82.70075
   4600,2021-11-07T06:30:21.275+02:00,   0.115E-01,  84.56646
   4700,2021-11-07T06:30:52.961+02:00,   0.149E-01,  85.96805
   4800,2021-11-07T06:31:26.050+02:00,   0.129E-01,  87.39055
   4900,2021-11-07T06:31:59.206+02:00,   0.217E-01,  88.84358
   5000,2021-11-07T06:32:34.521+02:00,   0.190E-01,  90.78344
   5100,2021-11-07T06:33:06.646+02:00,   0.203E-01,  92.97751
   5200,2021-11-07T06:33:40.087+02:00,   0.137E-01,  94.84256
   5300,2021-11-07T06:34:12.546+02:00,   0.116E-01,  96.14755
   5400,2021-11-07T06:34:44.134+02:00,   0.131E-01,  97.74396
   5500,2021-11-07T06:35:15.368+02:00,   0.175E-01,  99.36428
   5600,2021-11-07T06:35:46.751+02:00,   0.132E-01, 100.74968
   5700,2021-11-07T06:36:19.198+02:00,   0.162E-01, 102.27271
   5800,2021-11-07T06:36:51.521+02:00,   0.138E-01, 104.08593
   5900,2021-11-07T06:37:23.851+02:00,   0.145E-01, 105.76192
   6000,2021-11-07T06:37:56.018+02:00,   0.154E-01, 107.18119
   6100,2021-11-07T06:38:28.087+02:00,   0.218E-01, 109.28921
   6200,2021-11-07T06:39:00.338+02:00,   0.140E-01, 111.30917
   6300,2021-11-07T06:39:32.609+02:00,   0.103E-01, 112.75489
   6400,2021-11-07T06:40:04.372+02:00,   0.205E-01, 114.05368
   6500,2021-11-07T06:40:36.226+02:00,   0.158E-01, 116.24696
   6600,2021-11-07T06:41:08.198+02:00,   0.226E-01, 117.68248
   6700,2021-11-07T06:41:40.009+02:00,   0.229E-01, 119.76195
   6800,2021-11-07T06:42:12.103+02:00,   0.224E-01, 121.78884
   6900,2021-11-07T06:42:43.677+02:00,   0.192E-01, 123.40079
   7000,2021-11-07T06:43:16.326+02:00,   0.243E-01, 125.49306
   7100,2021-11-07T06:43:50.356+02:00,   0.121E-01, 127.38005
   7200,2021-11-07T06:44:24.988+02:00,   0.238E-01, 129.33498
   7300,2021-11-07T06:44:59.980+02:00,   0.193E-01, 131.27253
   7400,2021-11-07T06:45:34.367+02:00,   0.222E-01, 132.98183
   7500,2021-11-07T06:46:06.549+02:00,   0.230E-01, 135.09406
   7600,2021-11-07T06:46:37.848+02:00,   0.166E-01, 137.36302
   7700,2021-11-07T06:47:08.984+02:00,   0.217E-01, 139.27253
   7800,2021-11-07T06:47:41.412+02:00,   0.136E-01, 141.24578
   7900,2021-11-07T06:48:13.723+02:00,   0.172E-01, 143.05941
   8000,2021-11-07T06:48:44.310+02:00,   0.226E-01, 145.21396
   8100,2021-11-07T06:49:14.863+02:00,   0.226E-01, 147.47520
   8200,2021-11-07T06:49:45.747+02:00,   0.188E-01, 149.68728
   8300,2021-11-07T06:50:16.726+02:00,   0.232E-01, 151.63958
   8400,2021-11-07T06:50:47.941+02:00,   0.234E-01, 153.71414
   8500,2021-11-07T06:51:19.695+02:00,   0.128E-01, 155.40445
   8600,2021-11-07T06:51:50.584+02:00,   0.147E-01, 157.44382
   8700,2021-11-07T06:52:21.016+02:00,   0.167E-01, 159.39916
   8800,2021-11-07T06:52:52.515+02:00,   0.103E-01, 160.86414
   8900,2021-11-07T06:53:24.080+02:00,   0.171E-01, 162.08148
   9000,2021-11-07T06:53:55.720+02:00,   0.120E-01, 164.07124
   9100,2021-11-07T06:54:26.834+02:00,   0.132E-01, 165.34266
   9200,2021-11-07T06:54:57.767+02:00,   0.241E-01, 167.40793
   9300,2021-11-07T06:55:30.211+02:00,   0.235E-01, 169.37206
   9400,2021-11-07T06:56:03.352+02:00,   0.163E-01, 171.27384
   9500,2021-11-07T06:56:34.652+02:00,   0.224E-01, 173.32947
   9600,2021-11-07T06:57:06.238+02:00,   0.226E-01, 175.47449
   9700,2021-11-07T06:57:37.182+02:00,   0.235E-01, 177.12959
   9800,2021-11-07T06:58:06.985+02:00,   0.232E-01, 179.23148
   9900,2021-11-07T06:58:36.834+02:00,   0.233E-01, 181.26122
  10000,2021-11-07T06:59:06.818+02:00,   0.228E-01, 183.52054
  10100,2021-11-07T06:59:37.151+02:00,   0.214E-01, 185.41317
  10200,2021-11-07T07:00:07.857+02:00,   0.161E-01, 187.17251
  10300,2021-11-07T07:00:39.298+02:00,   0.229E-01, 188.86081
  10400,2021-11-07T07:01:09.730+02:00,   0.133E-01, 190.59361
  10500,2021-11-07T07:01:39.063+02:00,   0.225E-01, 192.72577
  10600,2021-11-07T07:02:09.610+02:00,   0.979E-02, 194.32490
  10700,2021-11-07T07:02:40.764+02:00,   0.213E-01, 195.77222
  10800,2021-11-07T07:03:12.484+02:00,   0.197E-01, 197.59270
  10900,2021-11-07T07:03:43.190+02:00,   0.224E-01, 199.78752
  11000,2021-11-07T07:04:14.298+02:00,   0.239E-01, 201.83556
  11100,2021-11-07T07:04:45.446+02:00,   0.110E-01, 203.72926
  11200,2021-11-07T07:05:15.506+02:00,   0.190E-01, 205.41075
  11300,2021-11-07T07:05:46.303+02:00,   0.182E-01, 206.85546
  11400,2021-11-07T07:06:17.741+02:00,   0.225E-01, 208.70694
  11500,2021-11-07T07:06:48.068+02:00,   0.225E-01, 210.95893
  11600,2021-11-07T07:07:19.254+02:00,   0.151E-01, 212.92146
  11700,2021-11-07T07:07:49.532+02:00,   0.162E-01, 214.62316
  11800,2021-11-07T07:08:20.557+02:00,   0.103E-01, 216.15384
  11900,2021-11-07T07:08:51.624+02:00,   0.139E-01, 217.91058
  12000,2021-11-07T07:09:23.135+02:00,   0.214E-01, 219.65996
  12100,2021-11-07T07:09:55.504+02:00,   0.233E-01, 221.45839
  12200,2021-11-07T07:10:30.335+02:00,   0.148E-01, 223.19992
  12300,2021-11-07T07:11:02.951+02:00,   0.230E-01, 224.86012
  12400,2021-11-07T07:11:33.969+02:00,   0.221E-01, 226.87513
  12500,2021-11-07T07:12:04.973+02:00,   0.124E-01, 228.82212
  12600,2021-11-07T07:12:35.585+02:00,   0.214E-01, 230.88578
  12700,2021-11-07T07:13:06.721+02:00,   0.149E-01, 232.91144
  12800,2021-11-07T07:13:38.496+02:00,   0.163E-01, 234.44120
  12900,2021-11-07T07:14:09.631+02:00,   0.161E-01, 235.99554
  13000,2021-11-07T07:14:40.811+02:00,   0.994E-02, 237.45621
  13100,2021-11-07T07:15:13.702+02:00,   0.200E-01, 238.89989
  13200,2021-11-07T07:15:45.267+02:00,   0.174E-01, 240.78314
  13300,2021-11-07T07:16:16.822+02:00,   0.134E-01, 242.76942
  13400,2021-11-07T07:16:48.659+02:00,   0.233E-01, 244.49896
  13500,2021-11-07T07:17:19.066+02:00,   0.199E-01, 246.76959
  13600,2021-11-07T07:17:50.383+02:00,   0.231E-01, 248.67878
  13700,2021-11-07T07:18:21.984+02:00,   0.209E-01, 250.77892
  13800,2021-11-07T07:18:51.643+02:00,   0.197E-01, 252.97508
  13900,2021-11-07T07:19:21.685+02:00,   0.185E-01, 254.61196
  14000,2021-11-07T07:19:51.542+02:00,   0.205E-01, 256.64403
  14100,2021-11-07T07:20:21.496+02:00,   0.236E-01, 258.76990
  14200,2021-11-07T07:20:52.429+02:00,   0.224E-01, 260.53209
  14300,2021-11-07T07:21:22.172+02:00,   0.239E-01, 262.76868
  14400,2021-11-07T07:21:52.013+02:00,   0.223E-01, 264.88644
