,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-09T19:59:05.945+02:00,   0.286E-01,   0.02864
      2,2021-11-09T19:59:06.324+02:00,   0.315E-01,   0.06015
      3,2021-11-09T19:59:06.678+02:00,   0.347E-01,   0.09481
      4,2021-11-09T19:59:07.071+02:00,   0.347E-01,   0.12947
      5,2021-11-09T19:59:07.401+02:00,   0.347E-01,   0.16412
      6,2021-11-09T19:59:07.764+02:00,   0.347E-01,   0.19878
      7,2021-11-09T19:59:08.173+02:00,   0.347E-01,   0.23344
      8,2021-11-09T19:59:08.668+02:00,   0.307E-01,   0.26417
      9,2021-11-09T19:59:09.014+02:00,   0.307E-01,   0.29490
     10,2021-11-09T19:59:09.407+02:00,   0.307E-01,   0.32563
     20,2021-11-09T19:59:12.353+02:00,   0.307E-01,   0.63292
     30,2021-11-09T19:59:15.526+02:00,   0.307E-01,   0.94022
     40,2021-11-09T19:59:19.372+02:00,   0.236E-01,   1.19024
     50,2021-11-09T19:59:22.837+02:00,   0.205E-01,   1.39541
     60,2021-11-09T19:59:26.793+02:00,   0.200E-01,   1.58865
     70,2021-11-09T19:59:30.701+02:00,   0.221E-01,   1.80315
     80,2021-11-09T19:59:34.750+02:00,   0.170E-01,   2.00421
     90,2021-11-09T19:59:38.579+02:00,   0.170E-01,   2.17412
    100,2021-11-09T19:59:42.735+02:00,   0.206E-01,   2.34930
    200,2021-11-09T20:00:20.576+02:00,   0.241E-01,   4.46618
    300,2021-11-09T20:00:55.593+02:00,   0.221E-01,   6.63067
    400,2021-11-09T20:01:31.675+02:00,   0.200E-01,   8.78104
    500,2021-11-09T20:02:04.943+02:00,   0.241E-01,  11.01351
    600,2021-11-09T20:02:37.829+02:00,   0.219E-01,  13.03377
    700,2021-11-09T20:03:12.197+02:00,   0.161E-01,  15.11655
    800,2021-11-09T20:03:44.446+02:00,   0.162E-01,  17.20802
    900,2021-11-09T20:04:17.372+02:00,   0.244E-01,  19.35878
   1000,2021-11-09T20:04:49.941+02:00,   0.255E-01,  21.66270
   1100,2021-11-09T20:05:22.945+02:00,   0.211E-01,  23.84567
   1200,2021-11-09T20:05:55.966+02:00,   0.181E-01,  25.95924
   1300,2021-11-09T20:06:29.045+02:00,   0.247E-01,  27.81829
   1400,2021-11-09T20:07:03.162+02:00,   0.248E-01,  30.12522
   1500,2021-11-09T20:07:36.460+02:00,   0.217E-01,  32.41398
   1600,2021-11-09T20:08:09.692+02:00,   0.255E-01,  34.50014
   1700,2021-11-09T20:08:43.281+02:00,   0.204E-01,  36.45369
   1800,2021-11-09T20:09:17.293+02:00,   0.244E-01,  38.62841
   1900,2021-11-09T20:09:50.356+02:00,   0.209E-01,  40.93923
   2000,2021-11-09T20:10:24.037+02:00,   0.164E-01,  43.07159
   2100,2021-11-09T20:10:57.121+02:00,   0.213E-01,  45.08508
   2200,2021-11-09T20:11:29.956+02:00,   0.199E-01,  47.28867
   2300,2021-11-09T20:12:03.189+02:00,   0.227E-01,  49.39908
   2400,2021-11-09T20:12:36.725+02:00,   0.224E-01,  51.59278
   2500,2021-11-09T20:13:13.163+02:00,   0.202E-01,  53.78850
   2600,2021-11-09T20:13:50.076+02:00,   0.191E-01,  55.64192
   2700,2021-11-09T20:14:26.961+02:00,   0.158E-01,  57.80873
   2800,2021-11-09T20:15:03.725+02:00,   0.223E-01,  60.00891
   2900,2021-11-09T20:15:39.012+02:00,   0.235E-01,  62.19857
   3000,2021-11-09T20:16:12.096+02:00,   0.206E-01,  64.46475
   3100,2021-11-09T20:16:44.663+02:00,   0.203E-01,  66.63524
   3200,2021-11-09T20:17:18.450+02:00,   0.236E-01,  68.90121
   3300,2021-11-09T20:17:52.869+02:00,   0.194E-01,  71.03445
   3400,2021-11-09T20:18:29.521+02:00,   0.206E-01,  73.24690
   3500,2021-11-09T20:19:02.231+02:00,   0.239E-01,  75.47452
   3600,2021-11-09T20:19:35.253+02:00,   0.212E-01,  77.54548
   3700,2021-11-09T20:20:08.094+02:00,   0.242E-01,  79.82459
   3800,2021-11-09T20:20:41.056+02:00,   0.217E-01,  82.12631
   3900,2021-11-09T20:21:14.144+02:00,   0.207E-01,  84.31778
   4000,2021-11-09T20:21:47.355+02:00,   0.165E-01,  86.61495
   4100,2021-11-09T20:22:20.136+02:00,   0.240E-01,  88.66994
   4200,2021-11-09T20:22:53.457+02:00,   0.252E-01,  90.95957
   4300,2021-11-09T20:23:26.466+02:00,   0.210E-01,  93.16585
   4400,2021-11-09T20:23:59.150+02:00,   0.234E-01,  95.36606
   4500,2021-11-09T20:24:31.929+02:00,   0.214E-01,  97.60592
   4600,2021-11-09T20:25:04.745+02:00,   0.207E-01,  99.86341
   4700,2021-11-09T20:25:37.453+02:00,   0.215E-01, 102.08000
   4800,2021-11-09T20:26:10.626+02:00,   0.198E-01, 104.23319
   4900,2021-11-09T20:26:43.015+02:00,   0.258E-01, 106.56004
   5000,2021-11-09T20:27:16.840+02:00,   0.144E-01, 108.41093
   5100,2021-11-09T20:27:51.123+02:00,   0.139E-01, 110.39416
   5200,2021-11-09T20:28:24.485+02:00,   0.209E-01, 112.48117
   5300,2021-11-09T20:28:57.000+02:00,   0.188E-01, 114.82505
   5400,2021-11-09T20:29:29.539+02:00,   0.207E-01, 117.08091
   5500,2021-11-09T20:30:03.078+02:00,   0.192E-01, 119.19618
   5600,2021-11-09T20:30:35.871+02:00,   0.191E-01, 121.17616
   5700,2021-11-09T20:31:08.416+02:00,   0.221E-01, 123.26848
   5800,2021-11-09T20:31:41.608+02:00,   0.255E-01, 125.47530
   5900,2021-11-09T20:32:14.984+02:00,   0.236E-01, 127.51632
   6000,2021-11-09T20:32:47.628+02:00,   0.218E-01, 129.81656
   6100,2021-11-09T20:33:20.960+02:00,   0.235E-01, 131.84273
   6200,2021-11-09T20:33:54.948+02:00,   0.239E-01, 134.14009
   6300,2021-11-09T20:34:28.615+02:00,   0.223E-01, 136.47812
   6400,2021-11-09T20:35:01.945+02:00,   0.237E-01, 138.63247
   6500,2021-11-09T20:35:34.920+02:00,   0.154E-01, 140.83361
   6600,2021-11-09T20:36:07.493+02:00,   0.252E-01, 143.07310
   6700,2021-11-09T20:36:40.563+02:00,   0.168E-01, 145.27921
   6800,2021-11-09T20:37:16.979+02:00,   0.243E-01, 147.49830
   6900,2021-11-09T20:37:52.121+02:00,   0.198E-01, 149.73886
   7000,2021-11-09T20:38:24.765+02:00,   0.236E-01, 151.84219
   7100,2021-11-09T20:38:57.506+02:00,   0.251E-01, 154.04218
   7200,2021-11-09T20:39:29.976+02:00,   0.230E-01, 156.32723
   7300,2021-11-09T20:40:02.018+02:00,   0.244E-01, 158.67052
   7400,2021-11-09T20:40:34.352+02:00,   0.249E-01, 160.91206
   7500,2021-11-09T20:41:07.523+02:00,   0.248E-01, 163.15929
   7600,2021-11-09T20:41:40.863+02:00,   0.233E-01, 165.41426
   7700,2021-11-09T20:42:13.784+02:00,   0.242E-01, 167.79470
   7800,2021-11-09T20:42:46.355+02:00,   0.232E-01, 170.16987
   7900,2021-11-09T20:43:19.254+02:00,   0.243E-01, 172.40108
   8000,2021-11-09T20:43:52.371+02:00,   0.223E-01, 174.66772
   8100,2021-11-09T20:44:25.074+02:00,   0.216E-01, 176.90381
   8200,2021-11-09T20:44:57.603+02:00,   0.219E-01, 179.07981
   8300,2021-11-09T20:45:30.834+02:00,   0.185E-01, 181.22501
   8400,2021-11-09T20:46:03.515+02:00,   0.208E-01, 183.28263
   8500,2021-11-09T20:46:36.452+02:00,   0.231E-01, 185.38257
   8600,2021-11-09T20:47:09.757+02:00,   0.239E-01, 187.50230
   8700,2021-11-09T20:47:44.068+02:00,   0.180E-01, 189.66087
   8800,2021-11-09T20:48:17.641+02:00,   0.198E-01, 191.78012
   8900,2021-11-09T20:48:52.283+02:00,   0.250E-01, 194.02981
   9000,2021-11-09T20:49:25.813+02:00,   0.181E-01, 196.19151
   9100,2021-11-09T20:49:59.077+02:00,   0.200E-01, 198.42639
   9200,2021-11-09T20:50:31.641+02:00,   0.216E-01, 200.60713
   9300,2021-11-09T20:51:04.276+02:00,   0.187E-01, 202.72706
   9400,2021-11-09T20:51:37.095+02:00,   0.194E-01, 204.84221
   9500,2021-11-09T20:52:11.569+02:00,   0.254E-01, 207.06337
   9600,2021-11-09T20:52:44.698+02:00,   0.236E-01, 209.30619
   9700,2021-11-09T20:53:17.651+02:00,   0.189E-01, 211.62616
   9800,2021-11-09T20:53:50.390+02:00,   0.213E-01, 213.75329
   9900,2021-11-09T20:54:23.746+02:00,   0.234E-01, 215.86880
  10000,2021-11-09T20:54:56.406+02:00,   0.254E-01, 218.16266
  10100,2021-11-09T20:55:28.886+02:00,   0.237E-01, 220.24811
  10200,2021-11-09T20:56:01.315+02:00,   0.216E-01, 222.66834
  10300,2021-11-09T20:56:34.117+02:00,   0.228E-01, 224.60958
  10400,2021-11-09T20:57:06.553+02:00,   0.217E-01, 227.07709
  10500,2021-11-09T20:57:39.189+02:00,   0.230E-01, 229.21910
  10600,2021-11-09T20:58:11.755+02:00,   0.253E-01, 231.55755
  10700,2021-11-09T20:58:44.081+02:00,   0.250E-01, 233.67422
  10800,2021-11-09T20:59:16.613+02:00,   0.264E-01, 236.08251
  10900,2021-11-09T20:59:49.415+02:00,   0.259E-01, 238.50515
  11000,2021-11-09T21:00:21.833+02:00,   0.249E-01, 240.93216
  11100,2021-11-09T21:00:54.809+02:00,   0.252E-01, 243.34433
  11200,2021-11-09T21:01:26.515+02:00,   0.225E-01, 245.69061
  11300,2021-11-09T21:01:58.426+02:00,   0.202E-01, 247.91882
  11400,2021-11-09T21:02:31.591+02:00,   0.197E-01, 250.10096
  11500,2021-11-09T21:03:04.227+02:00,   0.146E-01, 251.70446
  11600,2021-11-09T21:03:36.387+02:00,   0.252E-01, 253.89582
  11700,2021-11-09T21:04:09.877+02:00,   0.245E-01, 256.10825
  11800,2021-11-09T21:04:44.510+02:00,   0.232E-01, 258.39709
  11900,2021-11-09T21:05:17.375+02:00,   0.201E-01, 260.25334
  12000,2021-11-09T21:05:50.087+02:00,   0.219E-01, 262.43262
  12100,2021-11-09T21:06:22.819+02:00,   0.206E-01, 264.76591
  12200,2021-11-09T21:06:55.158+02:00,   0.248E-01, 266.98095
  12300,2021-11-09T21:07:31.238+02:00,   0.197E-01, 268.75835
  12400,2021-11-09T21:08:07.586+02:00,   0.254E-01, 271.20489
  12500,2021-11-09T21:08:43.315+02:00,   0.261E-01, 273.61127
  12600,2021-11-09T21:09:15.955+02:00,   0.229E-01, 275.97407
  12700,2021-11-09T21:09:48.728+02:00,   0.210E-01, 277.99748
  12800,2021-11-09T21:10:20.917+02:00,   0.228E-01, 280.42576
  12900,2021-11-09T21:10:54.046+02:00,   0.198E-01, 282.57544
  13000,2021-11-09T21:11:26.373+02:00,   0.189E-01, 284.34574
  13100,2021-11-09T21:11:58.534+02:00,   0.218E-01, 286.45544
  13200,2021-11-09T21:12:31.286+02:00,   0.193E-01, 288.58150
  13300,2021-11-09T21:13:03.538+02:00,   0.267E-01, 291.04212
  13400,2021-11-09T21:13:36.136+02:00,   0.194E-01, 293.17959
  13500,2021-11-09T21:14:08.871+02:00,   0.205E-01, 295.53866
  13600,2021-11-09T21:14:41.316+02:00,   0.240E-01, 297.82006
  13700,2021-11-09T21:15:13.711+02:00,   0.264E-01, 300.37105
  13800,2021-11-09T21:15:46.666+02:00,   0.135E-01, 302.51778
  13900,2021-11-09T21:16:19.364+02:00,   0.105E-01, 303.67887
  14000,2021-11-09T21:16:51.383+02:00,   0.245E-01, 305.52827
  14100,2021-11-09T21:17:24.005+02:00,   0.271E-01, 307.64559
  14200,2021-11-09T21:17:56.506+02:00,   0.179E-01, 310.13190
  14300,2021-11-09T21:18:29.207+02:00,   0.144E-01, 311.69978
  14400,2021-11-09T21:19:02.467+02:00,   0.194E-01, 313.69148
  14500,2021-11-09T21:19:35.058+02:00,   0.261E-01, 315.71075
  14600,2021-11-09T21:20:09.266+02:00,   0.270E-01, 318.12648
  14700,2021-11-09T21:20:44.430+02:00,   0.256E-01, 320.62793
  14800,2021-11-09T21:21:19.822+02:00,   0.229E-01, 322.95493
  14900,2021-11-09T21:21:53.017+02:00,   0.229E-01, 325.28925
  15000,2021-11-09T21:22:27.211+02:00,   0.212E-01, 327.57740
  15100,2021-11-09T21:23:03.459+02:00,   0.220E-01, 329.99158
  15200,2021-11-09T21:23:39.928+02:00,   0.173E-01, 332.12711
  15300,2021-11-09T21:24:15.125+02:00,   0.239E-01, 334.41135
  15400,2021-11-09T21:24:47.462+02:00,   0.259E-01, 336.60012
  15500,2021-11-09T21:25:19.948+02:00,   0.265E-01, 339.01750
  15600,2021-11-09T21:25:52.311+02:00,   0.249E-01, 341.47447
  15700,2021-11-09T21:26:25.584+02:00,   0.198E-01, 343.86963
  15800,2021-11-09T21:26:58.966+02:00,   0.255E-01, 346.23357
  15900,2021-11-09T21:27:32.572+02:00,   0.242E-01, 348.61808
  16000,2021-11-09T21:28:07.298+02:00,   0.252E-01, 350.71701
  16100,2021-11-09T21:28:44.739+02:00,   0.221E-01, 353.12952
  16200,2021-11-09T21:29:21.993+02:00,   0.226E-01, 355.60865
  16300,2021-11-09T21:29:58.714+02:00,   0.244E-01, 358.05815
  16400,2021-11-09T21:30:35.300+02:00,   0.141E-01, 360.33318
  16500,2021-11-09T21:31:09.184+02:00,   0.264E-01, 362.62406
  16600,2021-11-09T21:31:49.736+02:00,   0.239E-01, 365.08926
  16700,2021-11-09T21:32:28.287+02:00,   0.250E-01, 367.60381
  16800,2021-11-09T21:33:05.265+02:00,   0.240E-01, 370.08261
  16900,2021-11-09T21:33:37.896+02:00,   0.266E-01, 372.56893
  17000,2021-11-09T21:34:10.620+02:00,   0.265E-01, 375.05503
  17100,2021-11-09T21:34:42.993+02:00,   0.246E-01, 377.36068
  17200,2021-11-09T21:35:15.098+02:00,   0.239E-01, 379.75270
  17300,2021-11-09T21:35:47.151+02:00,   0.248E-01, 382.19118
  17400,2021-11-09T21:36:19.402+02:00,   0.218E-01, 384.63769
  17500,2021-11-09T21:36:51.758+02:00,   0.255E-01, 386.34764
  17600,2021-11-09T21:37:23.645+02:00,   0.231E-01, 388.78758
  17700,2021-11-09T21:37:55.609+02:00,   0.246E-01, 391.27312
  17800,2021-11-09T21:38:27.881+02:00,   0.226E-01, 393.63093
  17900,2021-11-09T21:39:00.817+02:00,   0.107E-01, 395.52419
  18000,2021-11-09T21:39:33.126+02:00,   0.194E-01, 397.48989
  18100,2021-11-09T21:40:05.453+02:00,   0.247E-01, 399.65456
  18200,2021-11-09T21:40:37.692+02:00,   0.219E-01, 402.00772
  18300,2021-11-09T21:41:09.888+02:00,   0.220E-01, 404.35113
  18400,2021-11-09T21:41:42.338+02:00,   0.234E-01, 406.65272
  18500,2021-11-09T21:42:15.125+02:00,   0.190E-01, 408.95260
  18600,2021-11-09T21:42:47.738+02:00,   0.216E-01, 411.22393
  18700,2021-11-09T21:43:19.616+02:00,   0.210E-01, 413.57712
  18800,2021-11-09T21:43:52.674+02:00,   0.255E-01, 415.87021
  18900,2021-11-09T21:44:25.109+02:00,   0.237E-01, 418.28167
  19000,2021-11-09T21:44:58.550+02:00,   0.224E-01, 420.39161
  19100,2021-11-09T21:45:31.663+02:00,   0.216E-01, 422.58962
  19200,2021-11-09T21:46:06.089+02:00,   0.243E-01, 424.82249
  19300,2021-11-09T21:46:38.912+02:00,   0.250E-01, 427.07638
  19400,2021-11-09T21:47:11.125+02:00,   0.187E-01, 429.42044
  19500,2021-11-09T21:47:45.839+02:00,   0.241E-01, 431.58031
  19600,2021-11-09T21:48:22.905+02:00,   0.196E-01, 433.68132
  19700,2021-11-09T21:48:55.987+02:00,   0.199E-01, 435.77273
  19800,2021-11-09T21:49:28.737+02:00,   0.173E-01, 437.73082
  19900,2021-11-09T21:50:01.275+02:00,   0.243E-01, 440.03932
  20000,2021-11-09T21:50:33.708+02:00,   0.204E-01, 442.30981
  20100,2021-11-09T21:51:05.861+02:00,   0.239E-01, 444.66261
  20200,2021-11-09T21:51:38.018+02:00,   0.253E-01, 447.10434
  20300,2021-11-09T21:52:10.840+02:00,   0.163E-01, 449.04653
  20400,2021-11-09T21:52:45.952+02:00,   0.255E-01, 451.13753
  20500,2021-11-09T21:53:21.727+02:00,   0.226E-01, 453.28281
  20600,2021-11-09T21:53:54.027+02:00,   0.223E-01, 455.51910
  20700,2021-11-09T21:54:26.712+02:00,   0.227E-01, 457.72033
  20800,2021-11-09T21:54:58.965+02:00,   0.218E-01, 459.96587
  20900,2021-11-09T21:55:31.618+02:00,   0.239E-01, 462.25594
  21000,2021-11-09T21:56:04.076+02:00,   0.202E-01, 464.35204
  21100,2021-11-09T21:56:36.320+02:00,   0.257E-01, 466.62501
  21200,2021-11-09T21:57:08.647+02:00,   0.244E-01, 469.04646
  21300,2021-11-09T21:57:41.022+02:00,   0.243E-01, 471.43460
  21400,2021-11-09T21:58:14.229+02:00,   0.161E-01, 473.58886
  21500,2021-11-09T21:58:46.301+02:00,   0.235E-01, 475.85671
  21600,2021-11-09T21:59:18.497+02:00,   0.194E-01, 478.17155
  21700,2021-11-09T21:59:50.498+02:00,   0.241E-01, 480.60063
  21800,2021-11-09T22:00:23.157+02:00,   0.146E-01, 482.80830
  21900,2021-11-09T22:00:55.780+02:00,   0.239E-01, 485.05653
  22000,2021-11-09T22:01:28.123+02:00,   0.220E-01, 487.41699
  22100,2021-11-09T22:02:00.913+02:00,   0.250E-01, 489.61110
  22200,2021-11-09T22:02:33.666+02:00,   0.218E-01, 491.70189
  22300,2021-11-09T22:03:06.504+02:00,   0.152E-01, 493.73667
  22400,2021-11-09T22:03:39.157+02:00,   0.211E-01, 495.79194
  22500,2021-11-09T22:04:13.135+02:00,   0.255E-01, 497.77661
  22600,2021-11-09T22:04:45.526+02:00,   0.205E-01, 500.02038
  22700,2021-11-09T22:05:18.344+02:00,   0.193E-01, 502.27947
  22800,2021-11-09T22:05:51.036+02:00,   0.229E-01, 504.56834
  22900,2021-11-09T22:06:23.873+02:00,   0.243E-01, 506.71968
  23000,2021-11-09T22:06:56.431+02:00,   0.213E-01, 508.98754
  23100,2021-11-09T22:07:28.874+02:00,   0.215E-01, 511.16242
  23200,2021-11-09T22:08:01.763+02:00,   0.236E-01, 513.46394
  23300,2021-11-09T22:08:33.838+02:00,   0.239E-01, 515.81253
  23400,2021-11-09T22:09:07.299+02:00,   0.188E-01, 518.09407
  23500,2021-11-09T22:09:40.189+02:00,   0.258E-01, 520.22110
  23600,2021-11-09T22:10:14.042+02:00,   0.261E-01, 522.36590
  23700,2021-11-09T22:10:46.521+02:00,   0.199E-01, 524.46865
  23800,2021-11-09T22:11:20.017+02:00,   0.202E-01, 526.12873
  23900,2021-11-09T22:11:52.824+02:00,   0.179E-01, 528.29925
  24000,2021-11-09T22:12:25.466+02:00,   0.220E-01, 530.65252
  24100,2021-11-09T22:12:57.710+02:00,   0.240E-01, 532.82801
  24200,2021-11-09T22:13:30.755+02:00,   0.245E-01, 534.86900
  24300,2021-11-09T22:14:03.357+02:00,   0.249E-01, 537.17993
  24400,2021-11-09T22:14:36.870+02:00,   0.216E-01, 539.53029
  24500,2021-11-09T22:15:09.708+02:00,   0.242E-01, 541.72215
  24600,2021-11-09T22:15:42.185+02:00,   0.252E-01, 543.91651
  24700,2021-11-09T22:16:15.249+02:00,   0.175E-01, 545.59681
  24800,2021-11-09T22:16:46.635+02:00,   0.243E-01, 547.87121
  24900,2021-11-09T22:17:19.687+02:00,   0.228E-01, 550.00665
  25000,2021-11-09T22:17:52.874+02:00,   0.241E-01, 552.21908
  25100,2021-11-09T22:18:25.660+02:00,   0.241E-01, 554.52328
  25200,2021-11-09T22:19:07.208+02:00,   0.245E-01, 556.83163
  25300,2021-11-09T22:19:46.769+02:00,   0.245E-01, 558.89728
  25400,2021-11-09T22:20:23.668+02:00,   0.243E-01, 561.19170
  25500,2021-11-09T22:21:02.133+02:00,   0.236E-01, 563.14637
  25600,2021-11-09T22:21:35.003+02:00,   0.190E-01, 565.41505
  25700,2021-11-09T22:22:06.955+02:00,   0.259E-01, 567.49310
  25800,2021-11-09T22:22:39.631+02:00,   0.235E-01, 569.92947
  25900,2021-11-09T22:23:12.157+02:00,   0.239E-01, 572.28603
  26000,2021-11-09T22:23:44.088+02:00,   0.239E-01, 574.67848
  26100,2021-11-09T22:24:18.511+02:00,   0.206E-01, 576.98043
  26200,2021-11-09T22:24:50.819+02:00,   0.239E-01, 579.23160
