,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-02T06:11:59.050+02:00,   0.286E-01,   0.02864
      2,2021-11-02T06:11:59.254+02:00,   0.315E-01,   0.06015
      3,2021-11-02T06:11:59.443+02:00,   0.347E-01,   0.09481
      4,2021-11-02T06:11:59.693+02:00,   0.347E-01,   0.12947
      5,2021-11-02T06:11:59.882+02:00,   0.347E-01,   0.16412
      6,2021-11-02T06:12:00.093+02:00,   0.347E-01,   0.19878
      7,2021-11-02T06:12:00.344+02:00,   0.347E-01,   0.23344
      8,2021-11-02T06:12:00.611+02:00,   0.307E-01,   0.26417
      9,2021-11-02T06:12:00.783+02:00,   0.307E-01,   0.29490
     10,2021-11-02T06:12:01.002+02:00,   0.307E-01,   0.32563
     20,2021-11-02T06:12:02.663+02:00,   0.307E-01,   0.63292
     30,2021-11-02T06:12:04.263+02:00,   0.307E-01,   0.94022
     40,2021-11-02T06:12:06.065+02:00,   0.236E-01,   1.19024
     50,2021-11-02T06:12:07.781+02:00,   0.205E-01,   1.39541
     60,2021-11-02T06:12:09.519+02:00,   0.200E-01,   1.58865
     70,2021-11-02T06:12:11.277+02:00,   0.221E-01,   1.80315
     80,2021-11-02T06:12:13.064+02:00,   0.170E-01,   2.00422
     90,2021-11-02T06:12:14.758+02:00,   0.170E-01,   2.17416
    100,2021-11-02T06:12:16.463+02:00,   0.206E-01,   2.35293
    200,2021-11-02T06:12:43.321+02:00,   0.241E-01,   4.42315
    300,2021-11-02T06:13:17.495+02:00,   0.228E-01,   6.84134
    400,2021-11-02T06:13:52.238+02:00,   0.183E-01,   9.01852
    500,2021-11-02T06:14:26.005+02:00,   0.229E-01,  11.11560
    600,2021-11-02T06:14:59.908+02:00,   0.227E-01,  13.39910
    700,2021-11-02T06:15:34.215+02:00,   0.244E-01,  15.49417
    800,2021-11-02T06:16:06.830+02:00,   0.236E-01,  17.66261
    900,2021-11-02T06:16:39.152+02:00,   0.220E-01,  19.94321
   1000,2021-11-02T06:17:10.713+02:00,   0.247E-01,  22.25252
   1100,2021-11-02T06:17:42.893+02:00,   0.210E-01,  24.58706
   1200,2021-11-02T06:18:15.511+02:00,   0.196E-01,  26.57505
   1300,2021-11-02T06:18:47.834+02:00,   0.259E-01,  28.65931
   1400,2021-11-02T06:19:20.121+02:00,   0.165E-01,  30.90435
   1500,2021-11-02T06:19:53.236+02:00,   0.233E-01,  33.16117
   1600,2021-11-02T06:20:27.754+02:00,   0.204E-01,  35.39422
   1700,2021-11-02T06:21:02.771+02:00,   0.195E-01,  37.50322
   1800,2021-11-02T06:21:36.466+02:00,   0.242E-01,  39.77506
   1900,2021-11-02T06:22:10.107+02:00,   0.213E-01,  42.03021
   2000,2021-11-02T06:22:46.139+02:00,   0.218E-01,  43.94320
   2100,2021-11-02T06:23:21.000+02:00,   0.240E-01,  46.26257
   2200,2021-11-02T06:23:56.180+02:00,   0.202E-01,  48.49798
   2300,2021-11-02T06:24:31.163+02:00,   0.258E-01,  50.57821
   2400,2021-11-02T06:25:06.790+02:00,   0.220E-01,  52.71621
   2500,2021-11-02T06:25:42.609+02:00,   0.228E-01,  54.90592
   2600,2021-11-02T06:26:19.263+02:00,   0.237E-01,  57.21396
   2700,2021-11-02T06:26:56.251+02:00,   0.236E-01,  59.41244
   2800,2021-11-02T06:27:32.985+02:00,   0.211E-01,  61.60591
   2900,2021-11-02T06:28:09.948+02:00,   0.222E-01,  63.76205
   3000,2021-11-02T06:28:46.622+02:00,   0.192E-01,  65.83486
   3100,2021-11-02T06:29:22.891+02:00,   0.231E-01,  67.92491
   3200,2021-11-02T06:29:59.544+02:00,   0.235E-01,  70.18018
   3300,2021-11-02T06:30:36.466+02:00,   0.237E-01,  72.19699
   3400,2021-11-02T06:31:11.834+02:00,   0.229E-01,  74.24613
   3500,2021-11-02T06:31:47.000+02:00,   0.176E-01,  76.20067
   3600,2021-11-02T06:32:24.061+02:00,   0.191E-01,  78.34253
   3700,2021-11-02T06:33:02.261+02:00,   0.171E-01,  80.41797
   3800,2021-11-02T06:33:39.383+02:00,   0.230E-01,  82.23927
   3900,2021-11-02T06:34:16.237+02:00,   0.242E-01,  84.44623
   4000,2021-11-02T06:34:53.221+02:00,   0.240E-01,  86.65296
   4100,2021-11-02T06:35:29.868+02:00,   0.249E-01,  88.77883
   4200,2021-11-02T06:36:06.602+02:00,   0.228E-01,  90.91987
   4300,2021-11-02T06:36:43.056+02:00,   0.245E-01,  93.15613
   4400,2021-11-02T06:37:19.361+02:00,   0.194E-01,  95.40661
   4500,2021-11-02T06:37:54.286+02:00,   0.226E-01,  97.57416
   4600,2021-11-02T06:38:30.046+02:00,   0.126E-01,  99.65438
   4700,2021-11-02T06:39:04.996+02:00,   0.205E-01, 101.90081
   4800,2021-11-02T06:39:40.057+02:00,   0.203E-01, 104.19783
   4900,2021-11-02T06:40:14.919+02:00,   0.222E-01, 106.36931
   5000,2021-11-02T06:40:50.155+02:00,   0.233E-01, 108.66548
   5100,2021-11-02T06:41:24.840+02:00,   0.219E-01, 110.99377
   5200,2021-11-02T06:41:58.521+02:00,   0.226E-01, 113.13482
   5300,2021-11-02T06:42:31.998+02:00,   0.216E-01, 115.23644
   5400,2021-11-02T06:43:04.900+02:00,   0.233E-01, 117.46039
   5500,2021-11-02T06:43:37.850+02:00,   0.257E-01, 119.60067
   5600,2021-11-02T06:44:14.045+02:00,   0.202E-01, 121.80598
   5700,2021-11-02T06:44:48.505+02:00,   0.230E-01, 124.01834
   5800,2021-11-02T06:45:24.251+02:00,   0.248E-01, 126.11417
   5900,2021-11-02T06:46:00.354+02:00,   0.144E-01, 128.10227
   6000,2021-11-02T06:46:36.721+02:00,   0.199E-01, 130.19724
   6100,2021-11-02T06:47:12.985+02:00,   0.244E-01, 132.37977
   6200,2021-11-02T06:47:49.166+02:00,   0.211E-01, 134.45655
   6300,2021-11-02T06:48:23.686+02:00,   0.248E-01, 136.86877
   6400,2021-11-02T06:48:59.373+02:00,   0.255E-01, 139.08682
   6500,2021-11-02T06:49:33.776+02:00,   0.248E-01, 141.46434
   6600,2021-11-02T06:50:08.468+02:00,   0.207E-01, 143.65334
   6700,2021-11-02T06:50:42.907+02:00,   0.232E-01, 145.93208
   6800,2021-11-02T06:51:17.691+02:00,   0.212E-01, 148.10206
   6900,2021-11-02T06:51:52.197+02:00,   0.251E-01, 150.38215
   7000,2021-11-02T06:52:26.540+02:00,   0.238E-01, 152.72820
   7100,2021-11-02T06:53:01.658+02:00,   0.185E-01, 154.95762
   7200,2021-11-02T06:53:37.182+02:00,   0.241E-01, 157.07749
   7300,2021-11-02T06:54:12.762+02:00,   0.200E-01, 159.34470
   7400,2021-11-02T06:54:47.416+02:00,   0.201E-01, 161.45101
   7500,2021-11-02T06:55:21.441+02:00,   0.205E-01, 163.72551
   7600,2021-11-02T06:55:56.376+02:00,   0.197E-01, 165.73320
   7700,2021-11-02T06:56:30.812+02:00,   0.202E-01, 167.91386
   7800,2021-11-02T06:57:05.251+02:00,   0.203E-01, 170.07329
   7900,2021-11-02T06:57:39.508+02:00,   0.240E-01, 172.32957
   8000,2021-11-02T06:58:16.307+02:00,   0.225E-01, 174.44977
   8100,2021-11-02T06:58:52.330+02:00,   0.253E-01, 176.69493
   8200,2021-11-02T06:59:28.494+02:00,   0.176E-01, 178.84924
   8300,2021-11-02T07:00:04.818+02:00,   0.168E-01, 181.03343
   8400,2021-11-02T07:00:41.181+02:00,   0.236E-01, 183.18646
   8500,2021-11-02T07:01:17.939+02:00,   0.197E-01, 185.21613
   8600,2021-11-02T07:01:54.558+02:00,   0.188E-01, 187.21345
   8700,2021-11-02T07:02:30.828+02:00,   0.210E-01, 189.41021
   8800,2021-11-02T07:03:07.989+02:00,   0.228E-01, 191.65465
   8900,2021-11-02T07:03:44.688+02:00,   0.200E-01, 193.92794
   9000,2021-11-02T07:04:19.371+02:00,   0.186E-01, 196.24720
   9100,2021-11-02T07:04:54.240+02:00,   0.204E-01, 198.33891
   9200,2021-11-02T07:05:29.475+02:00,   0.235E-01, 200.46106
   9300,2021-11-02T07:06:05.173+02:00,   0.139E-01, 202.44366
   9400,2021-11-02T07:06:40.768+02:00,   0.218E-01, 204.16523
   9500,2021-11-02T07:07:16.282+02:00,   0.264E-01, 206.28165
   9600,2021-11-02T07:07:52.007+02:00,   0.190E-01, 208.39508
   9700,2021-11-02T07:08:27.836+02:00,   0.182E-01, 210.46069
   9800,2021-11-02T07:09:03.162+02:00,   0.254E-01, 212.56039
   9900,2021-11-02T07:09:38.701+02:00,   0.246E-01, 214.92390
  10000,2021-11-02T07:10:14.537+02:00,   0.181E-01, 217.03997
  10100,2021-11-02T07:10:50.516+02:00,   0.212E-01, 219.07423
  10200,2021-11-02T07:11:26.329+02:00,   0.225E-01, 221.37988
  10300,2021-11-02T07:12:02.260+02:00,   0.210E-01, 223.72715
  10400,2021-11-02T07:12:38.663+02:00,   0.228E-01, 226.00902
  10500,2021-11-02T07:13:14.922+02:00,   0.231E-01, 228.26135
  10600,2021-11-02T07:13:51.804+02:00,   0.198E-01, 230.21356
  10700,2021-11-02T07:14:27.334+02:00,   0.247E-01, 232.29622
  10800,2021-11-02T07:14:59.824+02:00,   0.212E-01, 234.26274
  10900,2021-11-02T07:15:32.677+02:00,   0.228E-01, 236.36984
  11000,2021-11-02T07:16:08.323+02:00,   0.188E-01, 238.64769
  11100,2021-11-02T07:16:44.515+02:00,   0.264E-01, 240.74958
  11200,2021-11-02T07:17:20.395+02:00,   0.243E-01, 243.04538
  11300,2021-11-02T07:17:56.618+02:00,   0.231E-01, 245.27974
  11400,2021-11-02T07:18:31.996+02:00,   0.191E-01, 247.52800
  11500,2021-11-02T07:19:07.386+02:00,   0.225E-01, 249.77128
  11600,2021-11-02T07:19:42.791+02:00,   0.199E-01, 251.87858
  11700,2021-11-02T07:20:17.520+02:00,   0.205E-01, 254.06128
  11800,2021-11-02T07:20:52.547+02:00,   0.223E-01, 256.09402
  11900,2021-11-02T07:21:27.510+02:00,   0.169E-01, 258.15501
  12000,2021-11-02T07:22:03.099+02:00,   0.241E-01, 260.26298
  12100,2021-11-02T07:22:37.909+02:00,   0.145E-01, 262.21111
  12200,2021-11-02T07:23:12.837+02:00,   0.241E-01, 264.34140
  12300,2021-11-02T07:23:47.600+02:00,   0.192E-01, 266.51551
  12400,2021-11-02T07:24:24.219+02:00,   0.124E-01, 268.50819
  12500,2021-11-02T07:24:58.717+02:00,   0.201E-01, 270.50116
  12600,2021-11-02T07:25:33.279+02:00,   0.189E-01, 272.66651
  12700,2021-11-02T07:26:07.791+02:00,   0.212E-01, 274.72245
