Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.345E+02, 1.423E+03, 6.227E+02, 8.045E+02, 1.843E+02, 3.976E+02, 1.772E+02, 0.000E+00, 5.964E+02, 4.602E+01, 8.358E-01, 0.000E+00, 0.000E+00, 0.000E+00, 4.387E+03
