,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-04T21:16:18.258+02:00,   0.286E-01,   0.02864
      2,2021-11-04T21:16:18.515+02:00,   0.315E-01,   0.06015
      3,2021-11-04T21:16:18.768+02:00,   0.347E-01,   0.09481
      4,2021-11-04T21:16:19.088+02:00,   0.347E-01,   0.12947
      5,2021-11-04T21:16:19.348+02:00,   0.347E-01,   0.16412
      6,2021-11-04T21:16:19.609+02:00,   0.347E-01,   0.19878
      7,2021-11-04T21:16:19.919+02:00,   0.347E-01,   0.23344
      8,2021-11-04T21:16:20.270+02:00,   0.307E-01,   0.26417
      9,2021-11-04T21:16:20.510+02:00,   0.307E-01,   0.29490
     10,2021-11-04T21:16:20.831+02:00,   0.307E-01,   0.32563
     20,2021-11-04T21:16:23.361+02:00,   0.307E-01,   0.63292
     30,2021-11-04T21:16:25.954+02:00,   0.307E-01,   0.94022
     40,2021-11-04T21:16:29.030+02:00,   0.236E-01,   1.19024
     50,2021-11-04T21:16:31.931+02:00,   0.205E-01,   1.39541
     60,2021-11-04T21:16:35.118+02:00,   0.200E-01,   1.58865
     70,2021-11-04T21:16:38.983+02:00,   0.221E-01,   1.80315
     80,2021-11-04T21:16:42.504+02:00,   0.170E-01,   2.00421
     90,2021-11-04T21:16:45.657+02:00,   0.170E-01,   2.17414
    100,2021-11-04T21:16:49.092+02:00,   0.206E-01,   2.34934
    200,2021-11-04T21:17:24.095+02:00,   0.269E-01,   4.46909
    300,2021-11-04T21:17:59.768+02:00,   0.238E-01,   6.82736
    400,2021-11-04T21:18:34.893+02:00,   0.240E-01,   9.03202
    500,2021-11-04T21:19:08.384+02:00,   0.251E-01,  11.23955
    600,2021-11-04T21:19:40.808+02:00,   0.225E-01,  13.48952
    700,2021-11-04T21:20:16.683+02:00,   0.232E-01,  15.69071
    800,2021-11-04T21:20:53.617+02:00,   0.212E-01,  17.80190
    900,2021-11-04T21:21:27.665+02:00,   0.219E-01,  20.05846
   1000,2021-11-04T21:22:01.464+02:00,   0.231E-01,  22.26118
   1100,2021-11-04T21:22:34.950+02:00,   0.190E-01,  24.51592
   1200,2021-11-04T21:23:09.727+02:00,   0.170E-01,  26.60671
   1300,2021-11-04T21:23:45.873+02:00,   0.198E-01,  28.63200
   1400,2021-11-04T21:24:23.710+02:00,   0.185E-01,  30.71881
   1500,2021-11-04T21:25:03.104+02:00,   0.224E-01,  32.72217
   1600,2021-11-04T21:25:39.052+02:00,   0.168E-01,  34.84359
   1700,2021-11-04T21:26:14.198+02:00,   0.193E-01,  36.98824
   1800,2021-11-04T21:26:48.971+02:00,   0.232E-01,  39.18092
   1900,2021-11-04T21:27:23.368+02:00,   0.200E-01,  41.37333
   2000,2021-11-04T21:27:58.661+02:00,   0.163E-01,  43.49026
   2100,2021-11-04T21:28:33.734+02:00,   0.206E-01,  45.67674
   2200,2021-11-04T21:29:08.620+02:00,   0.200E-01,  47.89478
   2300,2021-11-04T21:29:47.985+02:00,   0.179E-01,  50.13119
   2400,2021-11-04T21:30:29.579+02:00,   0.150E-01,  52.18951
   2500,2021-11-04T21:31:06.739+02:00,   0.225E-01,  54.19952
   2600,2021-11-04T21:31:42.952+02:00,   0.249E-01,  56.39440
   2700,2021-11-04T21:32:18.373+02:00,   0.205E-01,  58.68983
   2800,2021-11-04T21:32:54.077+02:00,   0.187E-01,  60.85634
   2900,2021-11-04T21:33:34.321+02:00,   0.236E-01,  62.75004
   3000,2021-11-04T21:34:13.551+02:00,   0.217E-01,  65.04224
   3100,2021-11-04T21:34:51.050+02:00,   0.216E-01,  67.24165
   3200,2021-11-04T21:35:31.166+02:00,   0.243E-01,  69.26321
   3300,2021-11-04T21:36:10.491+02:00,   0.238E-01,  71.49955
   3400,2021-11-04T21:36:49.185+02:00,   0.190E-01,  73.31967
   3500,2021-11-04T21:37:26.119+02:00,   0.236E-01,  75.52049
   3600,2021-11-04T21:38:02.683+02:00,   0.186E-01,  77.69216
   3700,2021-11-04T21:38:38.799+02:00,   0.215E-01,  79.74978
   3800,2021-11-04T21:39:15.113+02:00,   0.231E-01,  81.80798
   3900,2021-11-04T21:39:52.371+02:00,   0.202E-01,  83.94676
   4000,2021-11-04T21:40:29.310+02:00,   0.208E-01,  86.13283
   4100,2021-11-04T21:41:05.880+02:00,   0.227E-01,  88.18600
   4200,2021-11-04T21:41:41.004+02:00,   0.188E-01,  90.36147
   4300,2021-11-04T21:42:16.075+02:00,   0.194E-01,  92.30179
   4400,2021-11-04T21:42:50.134+02:00,   0.204E-01,  94.35617
   4500,2021-11-04T21:43:24.476+02:00,   0.252E-01,  96.57510
