s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-8.9343615E-004, 3.4907609E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5852854E-004, 0.0000000E+000, 0.0000000E+000
 2.1000000E+003, 2.1697734E+002,-4.2991359E+001,-1.5622702E+002,-9.5415489E+000,-2.3710279E-002, 0.0000000E+000, 0.0000000E+000, 7.0436544E-001, 8.1936977E+000, 1.3229588E-002, 1.3229588E-002
