,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-10-29T08:30:35.576+02:00,   0.243E-01,   0.02426
      2,2020-10-29T08:30:35.888+02:00,   0.267E-01,   0.05094
      3,2020-10-29T08:30:36.185+02:00,   0.293E-01,   0.08029
      4,2020-10-29T08:30:36.576+02:00,   0.293E-01,   0.10964
      5,2020-10-29T08:30:36.888+02:00,   0.293E-01,   0.13899
      6,2020-10-29T08:30:37.201+02:00,   0.323E-01,   0.17127
      7,2020-10-29T08:30:37.575+02:00,   0.323E-01,   0.20356
      8,2020-10-29T08:30:37.888+02:00,   0.323E-01,   0.23584
      9,2020-10-29T08:30:38.325+02:00,   0.287E-01,   0.26459
     10,2020-10-29T08:30:38.716+02:00,   0.287E-01,   0.29334
     20,2020-10-29T08:30:41.559+02:00,   0.222E-01,   0.54660
     30,2020-10-29T08:30:44.262+02:00,   0.269E-01,   0.78986
     40,2020-10-29T08:30:46.981+02:00,   0.269E-01,   1.05891
     50,2020-10-29T08:30:49.637+02:00,   0.269E-01,   1.32796
     60,2020-10-29T08:30:52.464+02:00,   0.242E-01,   1.58079
     70,2020-10-29T08:30:55.136+02:00,   0.214E-01,   1.81441
     80,2020-10-29T08:30:57.511+02:00,   0.235E-01,   2.04342
     90,2020-10-29T08:30:59.886+02:00,   0.235E-01,   2.27885
    100,2020-10-29T08:31:02.338+02:00,   0.235E-01,   2.51429
    200,2020-10-29T08:31:27.336+02:00,   0.237E-01,   4.71336
    300,2020-10-29T08:31:52.239+02:00,   0.197E-01,   6.94563
    400,2020-10-29T08:32:17.237+02:00,   0.237E-01,   9.00696
    500,2020-10-29T08:32:42.062+02:00,   0.141E-01,  10.73164
    600,2020-10-29T08:33:06.966+02:00,   0.156E-01,  12.52554
    700,2020-10-29T08:33:31.807+02:00,   0.240E-01,  14.49132
    800,2020-10-29T08:33:56.304+02:00,   0.181E-01,  16.73189
    900,2020-10-29T08:34:21.393+02:00,   0.210E-01,  18.26709
   1000,2020-10-29T08:34:46.203+02:00,   0.203E-01,  19.97766
   1100,2020-10-29T08:35:11.544+02:00,   0.116E-01,  21.56301
   1200,2020-10-29T08:35:37.322+02:00,   0.127E-01,  23.15985
   1300,2020-10-29T08:36:02.944+02:00,   0.233E-01,  24.86031
   1400,2020-10-29T08:36:28.629+02:00,   0.194E-01,  27.05907
   1500,2020-10-29T08:36:55.282+02:00,   0.195E-01,  28.58180
   1600,2020-10-29T08:37:21.217+02:00,   0.227E-01,  30.63799
   1700,2020-10-29T08:37:48.124+02:00,   0.251E-01,  32.52157
   1800,2020-10-29T08:38:14.728+02:00,   0.149E-01,  34.69140
   1900,2020-10-29T08:38:41.113+02:00,   0.160E-01,  36.12878
   2000,2020-10-29T08:39:07.564+02:00,   0.110E-01,  38.13438
   2100,2020-10-29T08:39:33.809+02:00,   0.188E-01,  39.81078
   2200,2020-10-29T08:40:00.288+02:00,   0.212E-01,  41.81810
   2300,2020-10-29T08:40:26.715+02:00,   0.111E-01,  43.59462
   2400,2020-10-29T08:40:52.820+02:00,   0.233E-01,  45.45448
   2500,2020-10-29T08:41:19.425+02:00,   0.204E-01,  47.15223
   2600,2020-10-29T08:41:45.640+02:00,   0.181E-01,  49.43017
   2700,2020-10-29T08:42:11.793+02:00,   0.231E-01,  51.24972
   2800,2020-10-29T08:42:38.694+02:00,   0.153E-01,  52.77099
   2900,2020-10-29T08:43:05.002+02:00,   0.220E-01,  54.75089
   3000,2020-10-29T08:43:30.779+02:00,   0.151E-01,  56.39558
   3100,2020-10-29T08:43:56.977+02:00,   0.142E-01,  58.09915
   3200,2020-10-29T08:44:22.988+02:00,   0.233E-01,  60.21106
   3300,2020-10-29T08:44:48.828+02:00,   0.174E-01,  62.44476
   3400,2020-10-29T08:45:15.169+02:00,   0.162E-01,  64.41664
   3500,2020-10-29T08:45:41.101+02:00,   0.149E-01,  65.77044
   3600,2020-10-29T08:46:07.003+02:00,   0.240E-01,  67.80191
   3700,2020-10-29T08:46:32.467+02:00,   0.237E-01,  70.13708
   3800,2020-10-29T08:46:58.899+02:00,   0.189E-01,  71.66456
   3900,2020-10-29T08:47:25.145+02:00,   0.224E-01,  73.67725
   4000,2020-10-29T08:47:51.142+02:00,   0.174E-01,  75.73788
