,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-11-08T06:08:54.765+02:00,   0.284E-01,   0.02840
      2,2020-11-08T06:08:55.140+02:00,   0.312E-01,   0.05963
      3,2020-11-08T06:08:55.515+02:00,   0.344E-01,   0.09399
      4,2020-11-08T06:08:56.031+02:00,   0.344E-01,   0.12835
      5,2020-11-08T06:08:56.406+02:00,   0.344E-01,   0.16271
      6,2020-11-08T06:08:56.796+02:00,   0.344E-01,   0.19707
      7,2020-11-08T06:08:57.468+02:00,   0.300E-01,   0.22707
      8,2020-11-08T06:08:57.843+02:00,   0.300E-01,   0.25706
      9,2020-11-08T06:08:58.218+02:00,   0.300E-01,   0.28705
     10,2020-11-08T06:08:58.749+02:00,   0.300E-01,   0.31704
     20,2020-11-08T06:09:02.260+02:00,   0.251E-01,   0.57799
     30,2020-11-08T06:09:05.771+02:00,   0.251E-01,   0.82920
     40,2020-11-08T06:09:09.218+02:00,   0.221E-01,   1.07734
     50,2020-11-08T06:09:12.499+02:00,   0.204E-01,   1.29561
     60,2020-11-08T06:09:15.780+02:00,   0.198E-01,   1.48193
     70,2020-11-08T06:09:19.149+02:00,   0.174E-01,   1.65831
     80,2020-11-08T06:09:22.430+02:00,   0.171E-01,   1.84068
     90,2020-11-08T06:09:25.742+02:00,   0.150E-01,   1.99496
    100,2020-11-08T06:09:29.164+02:00,   0.182E-01,   2.18864
    200,2020-11-08T06:10:00.876+02:00,   0.255E-01,   4.09490
    300,2020-11-08T06:10:32.461+02:00,   0.206E-01,   6.45130
    400,2020-11-08T06:11:04.094+02:00,   0.251E-01,   8.76799
    500,2020-11-08T06:11:35.731+02:00,   0.205E-01,  11.02047
    600,2020-11-08T06:12:07.114+02:00,   0.209E-01,  13.09789
    700,2020-11-08T06:12:38.549+02:00,   0.218E-01,  15.37199
    800,2020-11-08T06:13:10.135+02:00,   0.259E-01,  17.72022
    900,2020-11-08T06:13:41.663+02:00,   0.248E-01,  19.96935
   1000,2020-11-08T06:14:13.859+02:00,   0.180E-01,  22.05534
   1100,2020-11-08T06:14:45.762+02:00,   0.194E-01,  23.90200
   1200,2020-11-08T06:15:17.581+02:00,   0.187E-01,  25.86499
   1300,2020-11-08T06:15:49.765+02:00,   0.242E-01,  28.08685
   1400,2020-11-08T06:16:21.633+02:00,   0.260E-01,  30.22155
   1500,2020-11-08T06:16:54.161+02:00,   0.234E-01,  32.29556
   1600,2020-11-08T06:17:26.153+02:00,   0.228E-01,  34.52876
   1700,2020-11-08T06:17:57.962+02:00,   0.187E-01,  36.80589
   1800,2020-11-08T06:18:30.080+02:00,   0.232E-01,  38.88818
   1900,2020-11-08T06:19:02.367+02:00,   0.230E-01,  41.11114
   2000,2020-11-08T06:19:34.051+02:00,   0.258E-01,  43.45344
   2100,2020-11-08T06:20:06.059+02:00,   0.229E-01,  45.72965
   2200,2020-11-08T06:20:37.805+02:00,   0.195E-01,  48.11111
   2300,2020-11-08T06:21:09.799+02:00,   0.253E-01,  50.29739
   2400,2020-11-08T06:21:42.030+02:00,   0.225E-01,  52.60327
   2500,2020-11-08T06:22:14.163+02:00,   0.252E-01,  54.89805
   2600,2020-11-08T06:22:45.800+02:00,   0.246E-01,  57.38551
   2700,2020-11-08T06:23:17.636+02:00,   0.210E-01,  59.63566
   2800,2020-11-08T06:23:49.648+02:00,   0.259E-01,  61.93987
   2900,2020-11-08T06:24:21.422+02:00,   0.190E-01,  64.45109
   3000,2020-11-08T06:24:53.471+02:00,   0.247E-01,  66.80595
   3100,2020-11-08T06:25:25.739+02:00,   0.191E-01,  69.27443
   3200,2020-11-08T06:25:58.341+02:00,   0.245E-01,  71.51629
   3300,2020-11-08T06:26:30.129+02:00,   0.205E-01,  73.79393
   3400,2020-11-08T06:27:01.839+02:00,   0.171E-01,  75.77931
   3500,2020-11-08T06:27:33.522+02:00,   0.198E-01,  78.03515
   3600,2020-11-08T06:28:05.575+02:00,   0.229E-01,  80.34684
   3700,2020-11-08T06:28:37.352+02:00,   0.190E-01,  82.61714
   3800,2020-11-08T06:29:08.837+02:00,   0.206E-01,  84.78289
   3900,2020-11-08T06:29:40.427+02:00,   0.235E-01,  87.22720
   4000,2020-11-08T06:30:11.980+02:00,   0.266E-01,  89.69798
   4100,2020-11-08T06:30:43.694+02:00,   0.192E-01,  92.10137
   4200,2020-11-08T06:31:15.122+02:00,   0.231E-01,  94.55425
   4300,2020-11-08T06:31:47.024+02:00,   0.248E-01,  96.87295
   4400,2020-11-08T06:32:18.640+02:00,   0.251E-01,  99.23798
