Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.152E+03, 1.041E+04, 4.508E+03, 9.073E+03, 5.598E+03, 3.083E+03, 1.118E+03, 0.000E+00, 4.279E+03, 3.784E+02, 1.312E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.961E+04
