,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-15T21:41:38.149+03:00,   0.177E+00,   0.17678
      2,2021-05-15T21:41:38.584+03:00,   0.177E+00,   0.35355
      3,2021-05-15T21:41:39.008+03:00,   0.177E+00,   0.53033
      4,2021-05-15T21:41:42.077+03:00,   0.177E+00,   0.70711
      5,2021-05-15T21:41:42.500+03:00,   0.177E+00,   0.88388
      6,2021-05-15T21:41:43.029+03:00,   0.177E+00,   1.06066
      7,2021-05-15T21:41:45.984+03:00,   0.177E+00,   1.23744
      8,2021-05-15T21:41:46.489+03:00,   0.177E+00,   1.41421
      9,2021-05-15T21:41:47.029+03:00,   0.177E+00,   1.59099
     10,2021-05-15T21:41:49.794+03:00,   0.177E+00,   1.76777
     20,2021-05-15T21:42:01.910+03:00,   0.177E+00,   3.53553
     30,2021-05-15T21:42:12.233+03:00,   0.177E+00,   5.30330
     40,2021-05-15T21:42:25.753+03:00,   0.177E+00,   7.07107
     50,2021-05-15T21:42:37.144+03:00,   0.177E+00,   8.83883
     60,2021-05-15T21:42:48.778+03:00,   0.177E+00,  10.60660
     70,2021-05-15T21:43:02.220+03:00,   0.177E+00,  12.37437
     80,2021-05-15T21:43:13.500+03:00,   0.177E+00,  14.14214
     90,2021-05-15T21:43:25.119+03:00,   0.177E+00,  15.90990
    100,2021-05-15T21:43:38.332+03:00,   0.177E+00,  17.67767
    200,2021-05-15T21:45:38.534+03:00,   0.116E+00,  33.08629
    300,2021-05-15T21:47:39.739+03:00,   0.127E+00,  45.49211
    400,2021-05-15T21:49:42.590+03:00,   0.123E+00,  57.63320
    500,2021-05-15T21:51:41.809+03:00,   0.131E+00,  70.41227
    600,2021-05-15T21:53:44.257+03:00,   0.125E+00,  82.97543
    700,2021-05-15T21:55:47.120+03:00,   0.114E+00,  95.62522
    800,2021-05-15T21:57:45.906+03:00,   0.130E+00, 107.85966
    900,2021-05-15T21:59:42.429+03:00,   0.124E+00, 120.59029
   1000,2021-05-15T22:01:43.698+03:00,   0.125E+00, 132.85136
   1100,2021-05-15T22:03:40.961+03:00,   0.125E+00, 145.31510
   1200,2021-05-15T22:05:41.140+03:00,   0.125E+00, 157.77884
   1300,2021-05-15T22:07:40.777+03:00,   0.125E+00, 170.24258
   1400,2021-05-15T22:09:40.325+03:00,   0.129E+00, 182.65980
   1500,2021-05-15T22:11:39.126+03:00,   0.111E+00, 194.90046
   1600,2021-05-15T22:13:38.061+03:00,   0.122E+00, 207.02905
   1700,2021-05-15T22:15:36.453+03:00,   0.131E+00, 219.88292
   1800,2021-05-15T22:17:36.665+03:00,   0.129E+00, 232.33008
   1900,2021-05-15T22:19:35.023+03:00,   0.139E+00, 245.25903
   2000,2021-05-15T22:21:35.537+03:00,   0.135E+00, 258.26309
   2100,2021-05-15T22:23:34.754+03:00,   0.130E+00, 271.09465
   2200,2021-05-15T22:25:35.713+03:00,   0.135E+00, 284.03617
   2300,2021-05-15T22:27:34.763+03:00,   0.142E+00, 297.25143
   2400,2021-05-15T22:29:33.715+03:00,   0.133E+00, 310.02251
   2500,2021-05-15T22:31:39.491+03:00,   0.133E+00, 323.34200
   2600,2021-05-15T22:33:38.916+03:00,   0.138E+00, 336.15818
   2700,2021-05-15T22:35:38.025+03:00,   0.142E+00, 348.74674
   2800,2021-05-15T22:37:39.433+03:00,   0.135E+00, 361.87207
   2900,2021-05-15T22:39:37.264+03:00,   0.119E+00, 375.29978
   3000,2021-05-15T22:41:35.316+03:00,   0.126E+00, 388.28433
   3100,2021-05-15T22:43:36.897+03:00,   0.128E+00, 401.36046
   3200,2021-05-15T22:45:35.002+03:00,   0.127E+00, 414.28376
   3300,2021-05-15T22:47:32.502+03:00,   0.124E+00, 426.60621
   3400,2021-05-15T22:49:32.738+03:00,   0.113E+00, 438.63819
   3500,2021-05-15T22:51:30.204+03:00,   0.118E+00, 450.96504
   3600,2021-05-15T22:53:27.899+03:00,   0.140E+00, 463.91775
   3700,2021-05-15T22:55:27.967+03:00,   0.132E+00, 476.77170
   3800,2021-05-15T22:57:25.733+03:00,   0.128E+00, 489.50405
   3900,2021-05-15T22:59:22.630+03:00,   0.128E+00, 502.29761
   4000,2021-05-15T23:01:22.398+03:00,   0.128E+00, 515.09118
   4100,2021-05-15T23:03:20.987+03:00,   0.126E+00, 527.71488
   4200,2021-05-15T23:05:15.704+03:00,   0.126E+00, 540.26519
   4300,2021-05-15T23:07:16.588+03:00,   0.135E+00, 553.19215
   4400,2021-05-15T23:09:15.127+03:00,   0.127E+00, 566.12718
   4500,2021-05-15T23:11:12.037+03:00,   0.124E+00, 578.66091
   4600,2021-05-15T23:13:12.248+03:00,   0.135E+00, 591.02562
   4700,2021-05-15T23:15:10.585+03:00,   0.111E+00, 603.17222
   4800,2021-05-15T23:17:09.454+03:00,   0.119E+00, 615.94798
   4900,2021-05-15T23:19:09.652+03:00,   0.131E+00, 628.97983
   5000,2021-05-15T23:21:08.328+03:00,   0.127E+00, 641.96776
   5100,2021-05-15T23:23:06.139+03:00,   0.127E+00, 654.69968
   5200,2021-05-15T23:25:08.433+03:00,   0.131E+00, 667.89096
   5300,2021-05-15T23:27:05.563+03:00,   0.131E+00, 680.96911
   5400,2021-05-15T23:29:01.323+03:00,   0.144E+00, 694.13882
   5500,2021-05-15T23:31:01.203+03:00,   0.126E+00, 706.85532
   5600,2021-05-15T23:32:59.702+03:00,   0.122E+00, 720.19237
   5700,2021-05-15T23:34:58.592+03:00,   0.134E+00, 733.41398
   5800,2021-05-15T23:36:59.316+03:00,   0.128E+00, 746.19076
   5900,2021-05-15T23:38:56.756+03:00,   0.138E+00, 758.90828
   6000,2021-05-15T23:40:54.692+03:00,   0.121E+00, 772.24546
   6100,2021-05-15T23:42:54.769+03:00,   0.129E+00, 785.23487
   6200,2021-05-15T23:44:52.708+03:00,   0.129E+00, 798.18348
   6300,2021-05-15T23:46:51.441+03:00,   0.139E+00, 810.98049
   6400,2021-05-15T23:48:51.972+03:00,   0.133E+00, 824.29083
   6500,2021-05-15T23:50:49.965+03:00,   0.131E+00, 837.46657
   6600,2021-05-15T23:52:48.291+03:00,   0.131E+00, 850.59277
   6700,2021-05-15T23:54:47.999+03:00,   0.131E+00, 863.71898
   6800,2021-05-15T23:56:46.375+03:00,   0.134E+00, 876.55463
   6900,2021-05-15T23:58:43.890+03:00,   0.132E+00, 889.65219
   7000,2021-05-16T00:00:45.754+03:00,   0.132E+00, 902.85738
   7100,2021-05-16T00:02:58.536+03:00,   0.133E+00, 915.63060
   7200,2021-05-16T00:04:55.644+03:00,   0.120E+00, 928.49263
   7300,2021-05-16T00:06:54.668+03:00,   0.132E+00, 941.53946
   7400,2021-05-16T00:08:53.438+03:00,   0.126E+00, 954.26162
   7500,2021-05-16T00:10:50.046+03:00,   0.126E+00, 966.90895
   7600,2021-05-16T00:12:52.984+03:00,   0.120E+00, 979.75416
   7700,2021-05-16T00:14:52.032+03:00,   0.117E+00, 992.16700
   7800,2021-05-16T00:16:48.935+03:00,   0.115E+00,1004.41969
   7900,2021-05-16T00:18:50.282+03:00,   0.126E+00,1017.01017
   8000,2021-05-16T00:20:49.292+03:00,   0.126E+00,1029.64660
   8100,2021-05-16T00:22:47.392+03:00,   0.126E+00,1042.28304
   8200,2021-05-16T00:24:47.439+03:00,   0.122E+00,1054.49482
   8300,2021-05-16T00:26:45.858+03:00,   0.122E+00,1066.74338
   8400,2021-05-16T00:28:43.740+03:00,   0.122E+00,1078.99194
   8500,2021-05-16T00:30:44.712+03:00,   0.122E+00,1091.24050
   8600,2021-05-16T00:32:42.880+03:00,   0.122E+00,1103.48906
   8700,2021-05-16T00:34:42.257+03:00,   0.122E+00,1115.73762
   8800,2021-05-16T00:36:41.464+03:00,   0.135E+00,1128.04742
   8900,2021-05-16T00:38:39.732+03:00,   0.121E+00,1140.31997
   9000,2021-05-16T00:40:38.734+03:00,   0.119E+00,1153.11211
   9100,2021-05-16T00:42:37.212+03:00,   0.131E+00,1166.24307
   9200,2021-05-16T00:44:35.707+03:00,   0.137E+00,1179.07830
   9300,2021-05-16T00:46:33.222+03:00,   0.119E+00,1192.31685
   9400,2021-05-16T00:48:34.451+03:00,   0.128E+00,1205.20164
