,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-23T21:44:02.039+03:00,   0.177E+00,   0.17678
      2,2021-05-23T21:44:02.300+03:00,   0.177E+00,   0.35355
      3,2021-05-23T21:44:02.548+03:00,   0.177E+00,   0.53033
      4,2021-05-23T21:44:02.913+03:00,   0.177E+00,   0.70711
      5,2021-05-23T21:44:03.172+03:00,   0.177E+00,   0.88388
      6,2021-05-23T21:44:03.463+03:00,   0.177E+00,   1.06066
      7,2021-05-23T21:44:03.792+03:00,   0.177E+00,   1.23744
      8,2021-05-23T21:44:04.052+03:00,   0.177E+00,   1.41421
      9,2021-05-23T21:44:04.413+03:00,   0.177E+00,   1.59099
     10,2021-05-23T21:44:04.860+03:00,   0.177E+00,   1.76777
     20,2021-05-23T21:44:07.654+03:00,   0.177E+00,   3.53553
     30,2021-05-23T21:44:10.458+03:00,   0.177E+00,   5.30330
     40,2021-05-23T21:44:13.260+03:00,   0.177E+00,   7.07107
     50,2021-05-23T21:44:16.026+03:00,   0.177E+00,   8.83883
     60,2021-05-23T21:44:18.689+03:00,   0.177E+00,  10.60660
     70,2021-05-23T21:44:21.541+03:00,   0.177E+00,  12.37437
     80,2021-05-23T21:44:24.304+03:00,   0.177E+00,  14.14214
     90,2021-05-23T21:44:26.984+03:00,   0.177E+00,  15.90990
    100,2021-05-23T21:44:29.818+03:00,   0.177E+00,  17.67767
    200,2021-05-23T21:44:57.450+03:00,   0.104E+00,  33.03259
    300,2021-05-23T21:45:26.198+03:00,   0.102E+00,  43.66858
    400,2021-05-23T21:46:10.807+03:00,   0.998E-01,  54.37339
    500,2021-05-23T21:46:55.894+03:00,   0.110E+00,  64.92701
    600,2021-05-23T21:47:45.703+03:00,   0.106E+00,  75.56465
    700,2021-05-23T21:48:31.611+03:00,   0.104E+00,  85.92892
    800,2021-05-23T21:49:17.982+03:00,   0.102E+00,  96.33658
    900,2021-05-23T21:50:04.643+03:00,   0.984E-01, 106.89625
   1000,2021-05-23T21:50:52.261+03:00,   0.108E+00, 117.70179
   1100,2021-05-23T21:51:39.237+03:00,   0.971E-01, 128.48253
   1200,2021-05-23T21:52:26.258+03:00,   0.103E+00, 138.86265
   1300,2021-05-23T21:53:16.306+03:00,   0.113E+00, 149.25132
   1400,2021-05-23T21:54:04.826+03:00,   0.108E+00, 160.30280
   1500,2021-05-23T21:54:52.701+03:00,   0.108E+00, 171.15009
   1600,2021-05-23T21:55:44.789+03:00,   0.108E+00, 181.99738
   1700,2021-05-23T21:56:36.334+03:00,   0.108E+00, 192.84467
   1800,2021-05-23T21:57:23.138+03:00,   0.108E+00, 203.69196
   1900,2021-05-23T21:58:09.284+03:00,   0.108E+00, 214.53925
   2000,2021-05-23T21:58:55.173+03:00,   0.108E+00, 225.38654
   2100,2021-05-23T21:59:39.725+03:00,   0.108E+00, 236.23383
   2200,2021-05-23T22:00:28.966+03:00,   0.108E+00, 247.08112
   2300,2021-05-23T22:01:16.298+03:00,   0.119E+00, 257.95011
   2400,2021-05-23T22:02:01.751+03:00,   0.114E+00, 269.11744
   2500,2021-05-23T22:02:47.791+03:00,   0.112E+00, 280.20374
   2600,2021-05-23T22:03:37.120+03:00,   0.112E+00, 291.38014
   2700,2021-05-23T22:04:22.649+03:00,   0.110E+00, 302.33162
   2800,2021-05-23T22:05:07.698+03:00,   0.969E-01, 313.01667
   2900,2021-05-23T22:05:52.943+03:00,   0.107E+00, 323.67448
   3000,2021-05-23T22:06:37.766+03:00,   0.113E+00, 334.37621
   3100,2021-05-23T22:07:23.185+03:00,   0.109E+00, 344.97229
   3200,2021-05-23T22:08:12.017+03:00,   0.106E+00, 355.52270
   3300,2021-05-23T22:08:58.629+03:00,   0.106E+00, 366.15884
   3400,2021-05-23T22:09:44.739+03:00,   0.106E+00, 376.79498
   3500,2021-05-23T22:10:30.451+03:00,   0.957E-01, 387.40981
   3600,2021-05-23T22:11:15.724+03:00,   0.104E+00, 397.81006
   3700,2021-05-23T22:12:01.288+03:00,   0.104E+00, 408.19686
   3800,2021-05-23T22:12:48.488+03:00,   0.114E+00, 419.57040
   3900,2021-05-23T22:13:32.119+03:00,   0.103E+00, 430.39990
   4000,2021-05-23T22:14:19.855+03:00,   0.983E-01, 440.91642
   4100,2021-05-23T22:15:18.394+03:00,   0.108E+00, 451.49379
   4200,2021-05-23T22:16:38.404+03:00,   0.105E+00, 462.37907
   4300,2021-05-23T22:17:38.407+03:00,   0.103E+00, 472.97860
   4400,2021-05-23T22:18:30.909+03:00,   0.112E+00, 483.81444
   4500,2021-05-23T22:19:25.519+03:00,   0.992E-01, 494.68254
   4600,2021-05-23T22:20:23.870+03:00,   0.117E+00, 505.34621
   4700,2021-05-23T22:21:22.199+03:00,   0.113E+00, 516.25324
   4800,2021-05-23T22:22:11.485+03:00,   0.113E+00, 527.54679
   4900,2021-05-23T22:23:01.890+03:00,   0.111E+00, 538.64240
   5000,2021-05-23T22:23:49.072+03:00,   0.111E+00, 549.72301
   5100,2021-05-23T22:24:33.720+03:00,   0.111E+00, 560.80362
   5200,2021-05-23T22:25:18.947+03:00,   0.996E-01, 571.72724
   5300,2021-05-23T22:26:03.255+03:00,   0.110E+00, 582.58282
   5400,2021-05-23T22:26:47.552+03:00,   0.110E+00, 593.53799
   5500,2021-05-23T22:27:32.956+03:00,   0.110E+00, 604.49317
   5600,2021-05-23T22:28:16.794+03:00,   0.110E+00, 615.44834
   5700,2021-05-23T22:29:00.599+03:00,   0.110E+00, 626.40351
   5800,2021-05-23T22:29:44.703+03:00,   0.110E+00, 637.35869
   5900,2021-05-23T22:30:30.857+03:00,   0.108E+00, 648.36586
   6000,2021-05-23T22:31:16.335+03:00,   0.108E+00, 659.20886
   6100,2021-05-23T22:32:00.726+03:00,   0.108E+00, 670.05185
   6200,2021-05-23T22:32:44.398+03:00,   0.108E+00, 680.89484
   6300,2021-05-23T22:33:29.876+03:00,   0.119E+00, 691.86795
   6400,2021-05-23T22:34:15.443+03:00,   0.105E+00, 702.92064
   6500,2021-05-23T22:35:00.484+03:00,   0.100E+00, 713.96360
   6600,2021-05-23T22:35:46.613+03:00,   0.109E+00, 724.67499
   6700,2021-05-23T22:36:31.374+03:00,   0.116E+00, 735.93185
   6800,2021-05-23T22:37:21.128+03:00,   0.112E+00, 747.13459
   6900,2021-05-23T22:38:14.923+03:00,   0.110E+00, 758.15423
   7000,2021-05-23T22:38:59.228+03:00,   0.991E-01, 769.09554
   7100,2021-05-23T22:39:42.907+03:00,   0.109E+00, 779.99770
   7200,2021-05-23T22:40:28.386+03:00,   0.103E+00, 790.83378
   7300,2021-05-23T22:41:13.493+03:00,   0.109E+00, 801.23727
   7400,2021-05-23T22:41:56.854+03:00,   0.109E+00, 812.10465
   7500,2021-05-23T22:42:43.402+03:00,   0.109E+00, 822.97204
   7600,2021-05-23T22:43:31.399+03:00,   0.103E+00, 833.40895
   7700,2021-05-23T22:44:21.147+03:00,   0.112E+00, 844.04318
   7800,2021-05-23T22:45:07.159+03:00,   0.112E+00, 855.19992
   7900,2021-05-23T22:45:54.406+03:00,   0.105E+00, 866.18148
   8000,2021-05-23T22:46:40.415+03:00,   0.113E+00, 877.17717
