,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-24T19:18:30.750+03:00,   0.177E+00,   0.17678
      2,2021-05-24T19:18:30.892+03:00,   0.177E+00,   0.35355
      3,2021-05-24T19:18:31.018+03:00,   0.177E+00,   0.53033
      4,2021-05-24T19:18:31.223+03:00,   0.177E+00,   0.70711
      5,2021-05-24T19:18:31.365+03:00,   0.177E+00,   0.88388
      6,2021-05-24T19:18:31.568+03:00,   0.177E+00,   1.06066
      7,2021-05-24T19:18:31.768+03:00,   0.177E+00,   1.23744
      8,2021-05-24T19:18:31.926+03:00,   0.177E+00,   1.41421
      9,2021-05-24T19:18:32.083+03:00,   0.177E+00,   1.59099
     10,2021-05-24T19:18:32.272+03:00,   0.177E+00,   1.76777
     20,2021-05-24T19:18:33.731+03:00,   0.177E+00,   3.53553
     30,2021-05-24T19:18:35.274+03:00,   0.177E+00,   5.30330
     40,2021-05-24T19:18:36.761+03:00,   0.177E+00,   7.07107
     50,2021-05-24T19:18:38.190+03:00,   0.177E+00,   8.83883
     60,2021-05-24T19:18:39.630+03:00,   0.177E+00,  10.60660
     70,2021-05-24T19:18:41.125+03:00,   0.177E+00,  12.37437
     80,2021-05-24T19:18:42.608+03:00,   0.177E+00,  14.14214
     90,2021-05-24T19:18:44.020+03:00,   0.177E+00,  15.90990
    100,2021-05-24T19:18:45.509+03:00,   0.177E+00,  17.67767
    200,2021-05-24T19:19:08.379+03:00,   0.965E-01,  32.53638
    300,2021-05-24T19:19:37.854+03:00,   0.114E+00,  43.31575
    400,2021-05-24T19:20:09.890+03:00,   0.113E+00,  54.77599
    500,2021-05-24T19:20:42.154+03:00,   0.106E+00,  66.09420
    600,2021-05-24T19:21:19.849+03:00,   0.121E+00,  77.74940
    700,2021-05-24T19:21:58.812+03:00,   0.109E+00,  89.63699
    800,2021-05-24T19:22:40.592+03:00,   0.100E+00, 100.62379
    900,2021-05-24T19:23:17.146+03:00,   0.107E+00, 111.65794
   1000,2021-05-24T19:23:54.032+03:00,   0.101E+00, 123.04436
   1100,2021-05-24T19:24:30.798+03:00,   0.118E+00, 134.32494
   1200,2021-05-24T19:25:07.303+03:00,   0.119E+00, 145.94157
   1300,2021-05-24T19:25:43.752+03:00,   0.120E+00, 158.00596
   1400,2021-05-24T19:26:20.437+03:00,   0.126E+00, 169.63306
   1500,2021-05-24T19:26:57.660+03:00,   0.116E+00, 181.29862
   1600,2021-05-24T19:27:34.521+03:00,   0.115E+00, 192.72512
   1700,2021-05-24T19:28:11.662+03:00,   0.111E+00, 204.12874
   1800,2021-05-24T19:28:48.910+03:00,   0.115E+00, 216.00437
   1900,2021-05-24T19:29:26.210+03:00,   0.125E+00, 227.39463
   2000,2021-05-24T19:30:03.307+03:00,   0.115E+00, 238.42974
   2100,2021-05-24T19:30:40.951+03:00,   0.118E+00, 250.08456
   2200,2021-05-24T19:31:18.001+03:00,   0.118E+00, 261.89229
   2300,2021-05-24T19:31:54.872+03:00,   0.118E+00, 272.77097
   2400,2021-05-24T19:32:31.771+03:00,   0.114E+00, 284.42148
