,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-10T07:22:37.185+02:00,   0.235E-01,   0.02353
      2,2021-11-10T07:22:37.527+02:00,   0.259E-01,   0.04941
      3,2021-11-10T07:22:37.842+02:00,   0.285E-01,   0.07789
      4,2021-11-10T07:22:38.284+02:00,   0.285E-01,   0.10636
      5,2021-11-10T07:22:38.635+02:00,   0.285E-01,   0.13483
      6,2021-11-10T07:22:38.997+02:00,   0.313E-01,   0.16615
      7,2021-11-10T07:22:39.452+02:00,   0.313E-01,   0.19747
      8,2021-11-10T07:22:39.823+02:00,   0.313E-01,   0.22879
      9,2021-11-10T07:22:40.197+02:00,   0.313E-01,   0.26011
     10,2021-11-10T07:22:40.642+02:00,   0.313E-01,   0.29142
     20,2021-11-10T07:22:43.681+02:00,   0.313E-01,   0.60461
     30,2021-11-10T07:22:46.759+02:00,   0.313E-01,   0.91780
     40,2021-11-10T07:22:50.058+02:00,   0.276E-01,   1.20097
     50,2021-11-10T07:22:53.178+02:00,   0.276E-01,   1.47663
     60,2021-11-10T07:22:56.369+02:00,   0.247E-01,   1.72615
     70,2021-11-10T07:22:59.531+02:00,   0.247E-01,   1.97277
     80,2021-11-10T07:23:02.641+02:00,   0.247E-01,   2.21939
     90,2021-11-10T07:23:05.676+02:00,   0.247E-01,   2.46601
    100,2021-11-10T07:23:08.790+02:00,   0.211E-01,   2.67705
    200,2021-11-10T07:23:39.991+02:00,   0.229E-01,   4.73141
    300,2021-11-10T07:24:11.071+02:00,   0.235E-01,   6.89091
    400,2021-11-10T07:24:41.527+02:00,   0.235E-01,   9.23930
    500,2021-11-10T07:25:12.027+02:00,   0.174E-01,  10.73603
    600,2021-11-10T07:25:42.332+02:00,   0.167E-01,  12.58998
    700,2021-11-10T07:26:12.723+02:00,   0.226E-01,  14.35579
    800,2021-11-10T07:26:42.767+02:00,   0.151E-01,  16.53376
    900,2021-11-10T07:27:13.442+02:00,   0.221E-01,  18.28793
   1000,2021-11-10T07:27:44.343+02:00,   0.217E-01,  20.36439
   1100,2021-11-10T07:28:16.615+02:00,   0.200E-01,  22.59716
   1200,2021-11-10T07:28:48.573+02:00,   0.235E-01,  24.82124
   1300,2021-11-10T07:29:21.183+02:00,   0.229E-01,  26.92160
   1400,2021-11-10T07:29:53.266+02:00,   0.229E-01,  29.21628
   1500,2021-11-10T07:30:25.281+02:00,   0.183E-01,  30.81344
   1600,2021-11-10T07:30:58.454+02:00,   0.162E-01,  32.65475
   1700,2021-11-10T07:31:31.955+02:00,   0.229E-01,  34.12519
   1800,2021-11-10T07:32:03.909+02:00,   0.227E-01,  36.19680
   1900,2021-11-10T07:32:35.149+02:00,   0.227E-01,  38.47029
   2000,2021-11-10T07:33:06.762+02:00,   0.241E-01,  40.73302
   2100,2021-11-10T07:33:39.518+02:00,   0.228E-01,  42.99467
   2200,2021-11-10T07:34:11.046+02:00,   0.159E-01,  45.04545
   2300,2021-11-10T07:34:38.479+02:00,   0.225E-01,  47.23201
   2400,2021-11-10T07:35:09.611+02:00,   0.240E-01,  49.52097
   2500,2021-11-10T07:35:41.330+02:00,   0.156E-01,  51.43583
   2600,2021-11-10T07:36:12.318+02:00,   0.228E-01,  53.56123
   2700,2021-11-10T07:36:43.979+02:00,   0.153E-01,  55.42369
   2800,2021-11-10T07:37:15.833+02:00,   0.153E-01,  57.38636
   2900,2021-11-10T07:37:48.002+02:00,   0.166E-01,  58.99306
   3000,2021-11-10T07:38:20.152+02:00,   0.182E-01,  60.29250
   3100,2021-11-10T07:38:53.809+02:00,   0.111E-01,  61.92356
   3200,2021-11-10T07:39:25.676+02:00,   0.217E-01,  63.68323
   3300,2021-11-10T07:39:57.560+02:00,   0.191E-01,  65.91487
   3400,2021-11-10T07:40:29.794+02:00,   0.232E-01,  68.07010
   3500,2021-11-10T07:41:01.545+02:00,   0.180E-01,  70.11148
   3600,2021-11-10T07:41:32.698+02:00,   0.227E-01,  72.21485
   3700,2021-11-10T07:42:04.414+02:00,   0.143E-01,  73.92930
   3800,2021-11-10T07:42:35.259+02:00,   0.233E-01,  75.85923
   3900,2021-11-10T07:43:06.489+02:00,   0.234E-01,  77.58625
   4000,2021-11-10T07:43:38.050+02:00,   0.218E-01,  79.41531
   4100,2021-11-10T07:44:09.840+02:00,   0.205E-01,  81.39040
   4200,2021-11-10T07:44:41.415+02:00,   0.244E-01,  83.46777
   4300,2021-11-10T07:45:13.266+02:00,   0.142E-01,  85.11222
   4400,2021-11-10T07:45:45.521+02:00,   0.187E-01,  86.96419
   4500,2021-11-10T07:46:17.253+02:00,   0.238E-01,  88.97868
   4600,2021-11-10T07:46:48.476+02:00,   0.205E-01,  91.35793
   4700,2021-11-10T07:47:20.312+02:00,   0.236E-01,  93.35223
   4800,2021-11-10T07:47:52.084+02:00,   0.156E-01,  94.96454
   4900,2021-11-10T07:48:24.727+02:00,   0.216E-01,  96.69487
   5000,2021-11-10T07:48:56.860+02:00,   0.177E-01,  98.80214
   5100,2021-11-10T07:49:28.824+02:00,   0.153E-01, 100.29703
   5200,2021-11-10T07:50:00.890+02:00,   0.161E-01, 101.66719
   5300,2021-11-10T07:50:32.768+02:00,   0.217E-01, 103.09374
   5400,2021-11-10T07:51:05.285+02:00,   0.139E-01, 104.88541
   5500,2021-11-10T07:51:36.629+02:00,   0.195E-01, 106.44380
   5600,2021-11-10T07:52:09.251+02:00,   0.221E-01, 108.08741
   5700,2021-11-10T07:52:42.674+02:00,   0.218E-01, 110.20392
   5800,2021-11-10T07:53:16.277+02:00,   0.194E-01, 112.33130
   5900,2021-11-10T07:53:50.241+02:00,   0.237E-01, 113.99730
   6000,2021-11-10T07:54:24.076+02:00,   0.235E-01, 116.30725
   6100,2021-11-10T07:54:57.082+02:00,   0.235E-01, 118.66122
   6200,2021-11-10T07:55:30.106+02:00,   0.240E-01, 120.89531
   6300,2021-11-10T07:56:04.121+02:00,   0.127E-01, 122.47319
   6400,2021-11-10T07:56:36.822+02:00,   0.234E-01, 124.34320
   6500,2021-11-10T07:57:09.145+02:00,   0.214E-01, 126.42707
   6600,2021-11-10T07:57:41.690+02:00,   0.130E-01, 128.31864
   6700,2021-11-10T07:58:13.816+02:00,   0.174E-01, 129.94560
   6800,2021-11-10T07:58:45.508+02:00,   0.142E-01, 131.67315
   6900,2021-11-10T07:59:17.614+02:00,   0.213E-01, 133.69757
   7000,2021-11-10T07:59:52.292+02:00,   0.120E-01, 135.40933
   7100,2021-11-10T08:00:23.927+02:00,   0.183E-01, 136.81190
   7200,2021-11-10T08:00:55.571+02:00,   0.233E-01, 138.69026
   7300,2021-11-10T08:01:27.123+02:00,   0.189E-01, 140.60130
   7400,2021-11-10T08:01:58.730+02:00,   0.146E-01, 142.37905
   7500,2021-11-10T08:02:30.265+02:00,   0.183E-01, 144.39661
   7600,2021-11-10T08:03:01.510+02:00,   0.229E-01, 146.69327
   7700,2021-11-10T08:03:33.681+02:00,   0.109E-01, 148.07993
   7800,2021-11-10T08:04:05.777+02:00,   0.227E-01, 149.97057
   7900,2021-11-10T08:04:38.000+02:00,   0.133E-01, 152.17804
   8000,2021-11-10T08:05:09.637+02:00,   0.224E-01, 154.18363
   8100,2021-11-10T08:05:41.703+02:00,   0.240E-01, 156.42201
   8200,2021-11-10T08:06:13.168+02:00,   0.232E-01, 158.74561
   8300,2021-11-10T08:06:45.093+02:00,   0.226E-01, 160.90176
   8400,2021-11-10T08:07:18.064+02:00,   0.224E-01, 162.80703
   8500,2021-11-10T08:07:50.742+02:00,   0.150E-01, 164.92270
   8600,2021-11-10T08:08:23.231+02:00,   0.204E-01, 166.73281
   8700,2021-11-10T08:08:56.435+02:00,   0.125E-01, 168.47848
   8800,2021-11-10T08:09:28.216+02:00,   0.227E-01, 169.91448
   8900,2021-11-10T08:10:00.137+02:00,   0.147E-01, 172.07303
   9000,2021-11-10T08:10:31.338+02:00,   0.207E-01, 174.31531
   9100,2021-11-10T08:11:02.894+02:00,   0.212E-01, 176.44334
   9200,2021-11-10T08:11:34.892+02:00,   0.156E-01, 178.49703
   9300,2021-11-10T08:12:07.550+02:00,   0.112E-01, 179.77532
