,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-17T21:19:28.475+03:00,   0.177E+00,   0.17678
      2,2021-05-17T21:19:28.611+03:00,   0.177E+00,   0.35355
      3,2021-05-17T21:19:28.753+03:00,   0.177E+00,   0.53033
      4,2021-05-17T21:19:28.955+03:00,   0.177E+00,   0.70711
      5,2021-05-17T21:19:29.089+03:00,   0.177E+00,   0.88388
      6,2021-05-17T21:19:29.209+03:00,   0.177E+00,   1.06066
      7,2021-05-17T21:19:29.393+03:00,   0.177E+00,   1.23744
      8,2021-05-17T21:19:29.537+03:00,   0.177E+00,   1.41421
      9,2021-05-17T21:19:29.663+03:00,   0.177E+00,   1.59099
     10,2021-05-17T21:19:29.819+03:00,   0.177E+00,   1.76777
     20,2021-05-17T21:19:31.346+03:00,   0.177E+00,   3.53553
     30,2021-05-17T21:19:32.926+03:00,   0.177E+00,   5.30330
     40,2021-05-17T21:19:34.505+03:00,   0.177E+00,   7.07107
     50,2021-05-17T21:19:36.006+03:00,   0.177E+00,   8.83883
     60,2021-05-17T21:19:37.490+03:00,   0.177E+00,  10.60660
     70,2021-05-17T21:19:38.974+03:00,   0.177E+00,  12.37437
     80,2021-05-17T21:19:40.395+03:00,   0.177E+00,  14.14214
     90,2021-05-17T21:19:41.968+03:00,   0.177E+00,  15.90990
    100,2021-05-17T21:19:43.526+03:00,   0.177E+00,  17.67767
    200,2021-05-17T21:20:00.543+03:00,   0.116E+00,  33.09994
    300,2021-05-17T21:20:17.219+03:00,   0.138E+00,  45.73309
    400,2021-05-17T21:20:34.529+03:00,   0.119E+00,  58.43527
    500,2021-05-17T21:20:50.363+03:00,   0.131E+00,  71.24368
    600,2021-05-17T21:21:06.447+03:00,   0.139E+00,  84.18186
    700,2021-05-17T21:21:23.277+03:00,   0.131E+00,  97.09425
    800,2021-05-17T21:21:38.017+03:00,   0.123E+00, 110.01413
    900,2021-05-17T21:21:53.627+03:00,   0.130E+00, 122.88299
   1000,2021-05-17T21:22:10.536+03:00,   0.113E+00, 135.50159
   1100,2021-05-17T21:22:26.820+03:00,   0.116E+00, 148.04429
   1200,2021-05-17T21:22:42.453+03:00,   0.141E+00, 160.91432
   1300,2021-05-17T21:22:59.075+03:00,   0.118E+00, 173.94253
   1400,2021-05-17T21:23:15.126+03:00,   0.130E+00, 186.95525
   1500,2021-05-17T21:23:31.378+03:00,   0.128E+00, 199.76063
   1600,2021-05-17T21:23:46.426+03:00,   0.128E+00, 212.59731
   1700,2021-05-17T21:24:01.150+03:00,   0.120E+00, 225.73056
   1800,2021-05-17T21:24:16.428+03:00,   0.130E+00, 238.64750
   1900,2021-05-17T21:24:31.244+03:00,   0.132E+00, 251.20891
   2000,2021-05-17T21:24:46.343+03:00,   0.136E+00, 263.89585
   2100,2021-05-17T21:24:59.778+03:00,   0.131E+00, 277.00264
   2200,2021-05-17T21:25:13.132+03:00,   0.124E+00, 289.15504
   2300,2021-05-17T21:25:26.289+03:00,   0.136E+00, 301.80931
   2400,2021-05-17T21:25:39.741+03:00,   0.142E+00, 314.61269
   2500,2021-05-17T21:25:53.067+03:00,   0.135E+00, 327.92224
   2600,2021-05-17T21:26:06.457+03:00,   0.126E+00, 340.12527
   2700,2021-05-17T21:26:19.839+03:00,   0.120E+00, 352.03754
   2800,2021-05-17T21:26:33.239+03:00,   0.128E+00, 364.86352
   2900,2021-05-17T21:26:46.574+03:00,   0.126E+00, 377.91268
   3000,2021-05-17T21:27:03.553+03:00,   0.131E+00, 391.07278
   3100,2021-05-17T21:27:18.743+03:00,   0.127E+00, 403.95040
   3200,2021-05-17T21:27:34.750+03:00,   0.128E+00, 416.84920
   3300,2021-05-17T21:27:50.241+03:00,   0.128E+00, 429.09128
   3400,2021-05-17T21:28:05.170+03:00,   0.131E+00, 442.06340
   3500,2021-05-17T21:28:20.312+03:00,   0.125E+00, 455.26463
   3600,2021-05-17T21:28:38.184+03:00,   0.129E+00, 467.94587
   3700,2021-05-17T21:28:54.225+03:00,   0.135E+00, 480.84462
   3800,2021-05-17T21:29:10.201+03:00,   0.128E+00, 493.80455
   3900,2021-05-17T21:29:26.024+03:00,   0.136E+00, 507.15073
   4000,2021-05-17T21:29:41.966+03:00,   0.129E+00, 520.16144
   4100,2021-05-17T21:29:56.988+03:00,   0.121E+00, 532.89584
   4200,2021-05-17T21:30:12.314+03:00,   0.111E+00, 545.18925
   4300,2021-05-17T21:30:28.195+03:00,   0.118E+00, 557.66891
   4400,2021-05-17T21:30:43.343+03:00,   0.128E+00, 569.98446
   4500,2021-05-17T21:31:00.209+03:00,   0.136E+00, 583.00743
   4600,2021-05-17T21:31:17.003+03:00,   0.122E+00, 595.68000
   4700,2021-05-17T21:31:33.569+03:00,   0.122E+00, 607.86528
   4800,2021-05-17T21:31:49.519+03:00,   0.123E+00, 621.16939
   4900,2021-05-17T21:32:04.985+03:00,   0.117E+00, 634.03049
   5000,2021-05-17T21:32:21.662+03:00,   0.129E+00, 646.78843
   5100,2021-05-17T21:32:37.324+03:00,   0.129E+00, 659.66341
   5200,2021-05-17T21:32:52.960+03:00,   0.115E+00, 672.48480
   5300,2021-05-17T21:33:08.364+03:00,   0.123E+00, 685.15625
   5400,2021-05-17T21:33:23.863+03:00,   0.125E+00, 697.95131
   5500,2021-05-17T21:33:39.368+03:00,   0.133E+00, 710.84940
   5600,2021-05-17T21:33:55.355+03:00,   0.127E+00, 723.49540
   5700,2021-05-17T21:34:11.209+03:00,   0.137E+00, 736.20007
   5800,2021-05-17T21:34:31.036+03:00,   0.124E+00, 749.12976
   5900,2021-05-17T21:34:49.534+03:00,   0.134E+00, 762.09525
   6000,2021-05-17T21:35:07.808+03:00,   0.128E+00, 774.83953
   6100,2021-05-17T21:35:22.434+03:00,   0.118E+00, 787.42251
   6200,2021-05-17T21:35:41.449+03:00,   0.133E+00, 800.11426
   6300,2021-05-17T21:36:00.029+03:00,   0.124E+00, 812.93769
   6400,2021-05-17T21:36:16.629+03:00,   0.119E+00, 825.46900
   6500,2021-05-17T21:36:32.517+03:00,   0.127E+00, 838.04064
   6600,2021-05-17T21:36:48.261+03:00,   0.122E+00, 851.02732
   6700,2021-05-17T21:37:01.647+03:00,   0.125E+00, 863.46342
   6800,2021-05-17T21:37:15.057+03:00,   0.134E+00, 876.23668
   6900,2021-05-17T21:37:28.442+03:00,   0.125E+00, 889.11485
   7000,2021-05-17T21:37:41.767+03:00,   0.130E+00, 902.14741
   7100,2021-05-17T21:37:55.068+03:00,   0.122E+00, 914.60364
   7200,2021-05-17T21:38:08.414+03:00,   0.129E+00, 927.58379
   7300,2021-05-17T21:38:21.795+03:00,   0.123E+00, 940.01062
   7400,2021-05-17T21:38:35.203+03:00,   0.125E+00, 952.29403
   7500,2021-05-17T21:38:48.409+03:00,   0.125E+00, 964.79426
   7600,2021-05-17T21:39:01.839+03:00,   0.132E+00, 977.42002
   7700,2021-05-17T21:39:15.044+03:00,   0.128E+00, 989.55239
   7800,2021-05-17T21:39:28.292+03:00,   0.137E+00,1002.26338
   7900,2021-05-17T21:39:41.639+03:00,   0.122E+00,1015.21051
   8000,2021-05-17T21:39:54.949+03:00,   0.123E+00,1027.80400
   8100,2021-05-17T21:40:08.421+03:00,   0.126E+00,1040.32746
   8200,2021-05-17T21:40:21.754+03:00,   0.139E+00,1053.05153
   8300,2021-05-17T21:40:35.140+03:00,   0.127E+00,1065.71826
   8400,2021-05-17T21:40:48.482+03:00,   0.131E+00,1078.55992
   8500,2021-05-17T21:41:01.916+03:00,   0.137E+00,1091.04525
   8600,2021-05-17T21:41:15.265+03:00,   0.142E+00,1103.80463
   8700,2021-05-17T21:41:28.751+03:00,   0.131E+00,1116.45701
   8800,2021-05-17T21:41:42.132+03:00,   0.128E+00,1129.09919
   8900,2021-05-17T21:41:55.496+03:00,   0.128E+00,1141.94241
   9000,2021-05-17T21:42:08.974+03:00,   0.128E+00,1154.78562
   9100,2021-05-17T21:42:22.432+03:00,   0.136E+00,1167.69473
   9200,2021-05-17T21:42:35.855+03:00,   0.118E+00,1179.75400
   9300,2021-05-17T21:42:49.303+03:00,   0.117E+00,1192.22824
   9400,2021-05-17T21:43:02.651+03:00,   0.129E+00,1205.07049
   9500,2021-05-17T21:43:15.883+03:00,   0.131E+00,1217.96028
   9600,2021-05-17T21:43:29.182+03:00,   0.129E+00,1230.97767
   9700,2021-05-17T21:43:42.587+03:00,   0.126E+00,1243.56773
   9800,2021-05-17T21:43:55.817+03:00,   0.137E+00,1256.59445
   9900,2021-05-17T21:44:09.229+03:00,   0.119E+00,1269.24412
  10000,2021-05-17T21:44:23.431+03:00,   0.126E+00,1282.16912
  10100,2021-05-17T21:44:37.264+03:00,   0.122E+00,1295.15269
  10200,2021-05-17T21:44:51.803+03:00,   0.119E+00,1307.77614
  10300,2021-05-17T21:45:05.268+03:00,   0.130E+00,1321.02524
  10400,2021-05-17T21:45:18.677+03:00,   0.138E+00,1334.15541
  10500,2021-05-17T21:45:32.134+03:00,   0.123E+00,1346.94870
  10600,2021-05-17T21:45:45.493+03:00,   0.126E+00,1359.77949
  10700,2021-05-17T21:45:58.995+03:00,   0.121E+00,1372.81304
  10800,2021-05-17T21:46:12.415+03:00,   0.137E+00,1385.44805
  10900,2021-05-17T21:46:25.863+03:00,   0.135E+00,1398.86417
  11000,2021-05-17T21:46:39.267+03:00,   0.132E+00,1412.08263
  11100,2021-05-17T21:46:52.694+03:00,   0.117E+00,1425.05324
  11200,2021-05-17T21:47:06.089+03:00,   0.124E+00,1437.98589
  11300,2021-05-17T21:47:19.399+03:00,   0.118E+00,1450.53106
  11400,2021-05-17T21:47:32.733+03:00,   0.128E+00,1463.17206
  11500,2021-05-17T21:47:46.132+03:00,   0.128E+00,1476.01600
  11600,2021-05-17T21:47:59.484+03:00,   0.128E+00,1488.85994
  11700,2021-05-17T21:48:12.904+03:00,   0.128E+00,1501.70388
  11800,2021-05-17T21:48:26.291+03:00,   0.140E+00,1514.75164
  11900,2021-05-17T21:48:39.690+03:00,   0.124E+00,1527.73804
  12000,2021-05-17T21:48:53.054+03:00,   0.131E+00,1540.39730
  12100,2021-05-17T21:49:06.397+03:00,   0.130E+00,1553.34063
  12200,2021-05-17T21:49:19.761+03:00,   0.124E+00,1566.56119
  12300,2021-05-17T21:49:33.076+03:00,   0.129E+00,1579.79469
  12400,2021-05-17T21:49:46.417+03:00,   0.129E+00,1592.67474
  12500,2021-05-17T21:49:59.733+03:00,   0.129E+00,1605.55479
  12600,2021-05-17T21:50:13.116+03:00,   0.126E+00,1618.09199
  12700,2021-05-17T21:50:26.469+03:00,   0.142E+00,1630.78704
  12800,2021-05-17T21:50:39.816+03:00,   0.129E+00,1643.65505
