,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-09T20:01:45.427+02:00,   0.235E-01,   0.02353
      2,2021-11-09T20:01:45.886+02:00,   0.259E-01,   0.04941
      3,2021-11-09T20:01:46.249+02:00,   0.285E-01,   0.07789
      4,2021-11-09T20:01:46.723+02:00,   0.285E-01,   0.10636
      5,2021-11-09T20:01:47.052+02:00,   0.285E-01,   0.13483
      6,2021-11-09T20:01:47.405+02:00,   0.313E-01,   0.16615
      7,2021-11-09T20:01:47.817+02:00,   0.313E-01,   0.19747
      8,2021-11-09T20:01:48.175+02:00,   0.313E-01,   0.22879
      9,2021-11-09T20:01:48.504+02:00,   0.313E-01,   0.26011
     10,2021-11-09T20:01:48.929+02:00,   0.313E-01,   0.29142
     20,2021-11-09T20:01:51.782+02:00,   0.313E-01,   0.60461
     30,2021-11-09T20:01:54.941+02:00,   0.313E-01,   0.91780
     40,2021-11-09T20:01:58.761+02:00,   0.276E-01,   1.20097
     50,2021-11-09T20:02:01.958+02:00,   0.276E-01,   1.47663
     60,2021-11-09T20:02:05.205+02:00,   0.247E-01,   1.72613
     70,2021-11-09T20:02:08.491+02:00,   0.247E-01,   1.97272
     80,2021-11-09T20:02:11.616+02:00,   0.247E-01,   2.21932
     90,2021-11-09T20:02:14.723+02:00,   0.247E-01,   2.46591
    100,2021-11-09T20:02:18.055+02:00,   0.211E-01,   2.67688
    200,2021-11-09T20:02:50.912+02:00,   0.227E-01,   4.70845
    300,2021-11-09T20:03:24.081+02:00,   0.241E-01,   6.91245
    400,2021-11-09T20:03:58.497+02:00,   0.158E-01,   9.02317
    500,2021-11-09T20:04:31.351+02:00,   0.140E-01,  10.69956
    600,2021-11-09T20:05:03.883+02:00,   0.881E-02,  11.99701
    700,2021-11-09T20:05:36.093+02:00,   0.111E-01,  13.43476
    800,2021-11-09T20:06:08.479+02:00,   0.207E-01,  15.50347
    900,2021-11-09T20:06:41.358+02:00,   0.112E-01,  17.50468
   1000,2021-11-09T20:07:14.158+02:00,   0.164E-01,  18.99801
   1100,2021-11-09T20:07:46.483+02:00,   0.220E-01,  20.86163
   1200,2021-11-09T20:08:19.605+02:00,   0.219E-01,  23.00803
   1300,2021-11-09T20:08:53.939+02:00,   0.194E-01,  24.23100
   1400,2021-11-09T20:09:29.515+02:00,   0.233E-01,  26.03289
   1500,2021-11-09T20:10:03.813+02:00,   0.204E-01,  27.96693
   1600,2021-11-09T20:10:37.535+02:00,   0.171E-01,  30.03308
   1700,2021-11-09T20:11:11.111+02:00,   0.236E-01,  32.34657
   1800,2021-11-09T20:11:45.989+02:00,   0.100E-01,  34.08036
   1900,2021-11-09T20:12:19.335+02:00,   0.217E-01,  35.67049
   2000,2021-11-09T20:12:53.069+02:00,   0.219E-01,  37.66906
   2100,2021-11-09T20:13:26.832+02:00,   0.201E-01,  39.59032
   2200,2021-11-09T20:14:00.986+02:00,   0.227E-01,  41.53426
   2300,2021-11-09T20:14:35.106+02:00,   0.114E-01,  43.45007
   2400,2021-11-09T20:15:08.460+02:00,   0.206E-01,  45.45274
   2500,2021-11-09T20:15:42.610+02:00,   0.214E-01,  47.68248
   2600,2021-11-09T20:16:17.250+02:00,   0.150E-01,  49.76381
   2700,2021-11-09T20:16:51.504+02:00,   0.113E-01,  51.21708
   2800,2021-11-09T20:17:27.727+02:00,   0.161E-01,  52.83392
   2900,2021-11-09T20:18:03.212+02:00,   0.151E-01,  54.26420
   3000,2021-11-09T20:18:39.913+02:00,   0.168E-01,  55.89470
   3100,2021-11-09T20:19:15.804+02:00,   0.193E-01,  57.63851
   3200,2021-11-09T20:19:50.016+02:00,   0.199E-01,  59.59086
   3300,2021-11-09T20:20:24.645+02:00,   0.109E-01,  61.19429
   3400,2021-11-09T20:20:59.323+02:00,   0.184E-01,  62.80571
   3500,2021-11-09T20:21:34.208+02:00,   0.196E-01,  64.59940
   3600,2021-11-09T20:22:07.722+02:00,   0.226E-01,  66.77399
   3700,2021-11-09T20:22:41.307+02:00,   0.230E-01,  68.82406
   3800,2021-11-09T20:23:15.250+02:00,   0.131E-01,  70.68120
   3900,2021-11-09T20:23:49.212+02:00,   0.167E-01,  72.37267
