,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-03T18:20:52.505+02:00,   0.286E-01,   0.02864
      2,2021-11-03T18:20:52.875+02:00,   0.315E-01,   0.06015
      3,2021-11-03T18:20:53.279+02:00,   0.347E-01,   0.09481
      4,2021-11-03T18:20:53.779+02:00,   0.347E-01,   0.12947
      5,2021-11-03T18:20:54.140+02:00,   0.347E-01,   0.16412
      6,2021-11-03T18:20:54.525+02:00,   0.347E-01,   0.19878
      7,2021-11-03T18:20:54.998+02:00,   0.347E-01,   0.23344
      8,2021-11-03T18:20:55.511+02:00,   0.307E-01,   0.26417
      9,2021-11-03T18:20:55.866+02:00,   0.307E-01,   0.29490
     10,2021-11-03T18:20:56.380+02:00,   0.307E-01,   0.32563
     20,2021-11-03T18:20:58.923+02:00,   0.307E-01,   0.63292
     30,2021-11-03T18:21:01.384+02:00,   0.307E-01,   0.94022
     40,2021-11-03T18:21:04.018+02:00,   0.236E-01,   1.19024
     50,2021-11-03T18:21:06.588+02:00,   0.205E-01,   1.39541
     60,2021-11-03T18:21:10.102+02:00,   0.200E-01,   1.58865
     70,2021-11-03T18:21:13.522+02:00,   0.221E-01,   1.80315
     80,2021-11-03T18:21:17.104+02:00,   0.170E-01,   2.00421
     90,2021-11-03T18:21:20.170+02:00,   0.170E-01,   2.17412
    100,2021-11-03T18:21:23.424+02:00,   0.206E-01,   2.34929
    200,2021-11-03T18:21:58.534+02:00,   0.264E-01,   4.47037
    300,2021-11-03T18:22:30.726+02:00,   0.178E-01,   6.62837
    400,2021-11-03T18:23:03.099+02:00,   0.234E-01,   8.83299
    500,2021-11-03T18:23:38.291+02:00,   0.197E-01,  10.83104
    600,2021-11-03T18:24:12.982+02:00,   0.252E-01,  12.79956
    700,2021-11-03T18:24:46.969+02:00,   0.249E-01,  15.07968
    800,2021-11-03T18:25:21.033+02:00,   0.171E-01,  17.08241
    900,2021-11-03T18:25:55.501+02:00,   0.240E-01,  19.18398
   1000,2021-11-03T18:26:30.245+02:00,   0.239E-01,  21.30623
   1100,2021-11-03T18:27:06.103+02:00,   0.198E-01,  23.45704
   1200,2021-11-03T18:27:42.443+02:00,   0.259E-01,  25.70377
   1300,2021-11-03T18:28:19.101+02:00,   0.213E-01,  27.76891
   1400,2021-11-03T18:28:54.483+02:00,   0.192E-01,  29.87656
   1500,2021-11-03T18:29:26.486+02:00,   0.233E-01,  32.14044
   1600,2021-11-03T18:30:01.544+02:00,   0.202E-01,  34.31238
   1700,2021-11-03T18:30:36.517+02:00,   0.164E-01,  36.09652
   1800,2021-11-03T18:31:11.038+02:00,   0.213E-01,  37.99883
   1900,2021-11-03T18:31:46.123+02:00,   0.174E-01,  40.17252
   2000,2021-11-03T18:32:20.798+02:00,   0.222E-01,  42.44253
   2100,2021-11-03T18:32:55.569+02:00,   0.214E-01,  44.74484
   2200,2021-11-03T18:33:29.286+02:00,   0.226E-01,  46.85454
   2300,2021-11-03T18:34:06.481+02:00,   0.210E-01,  48.93524
   2400,2021-11-03T18:34:43.017+02:00,   0.253E-01,  51.08196
   2500,2021-11-03T18:35:18.457+02:00,   0.237E-01,  53.29143
   2600,2021-11-03T18:35:53.067+02:00,   0.252E-01,  55.54688
