,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-10-11T22:12:49.335+03:00,   0.286E-01,   0.02864
      2,2021-10-11T22:12:49.787+03:00,   0.315E-01,   0.06014
      3,2021-10-11T22:12:50.148+03:00,   0.347E-01,   0.09479
      4,2021-10-11T22:12:50.639+03:00,   0.347E-01,   0.12945
      5,2021-10-11T22:12:50.985+03:00,   0.347E-01,   0.16410
      6,2021-10-11T22:12:51.350+03:00,   0.347E-01,   0.19875
      7,2021-10-11T22:12:51.799+03:00,   0.347E-01,   0.23341
      8,2021-10-11T22:12:52.300+03:00,   0.307E-01,   0.26413
      9,2021-10-11T22:12:52.652+03:00,   0.307E-01,   0.29486
     10,2021-10-11T22:12:53.096+03:00,   0.307E-01,   0.32558
     20,2021-10-11T22:12:56.142+03:00,   0.307E-01,   0.63284
     30,2021-10-11T22:12:59.395+03:00,   0.307E-01,   0.94010
     40,2021-10-11T22:13:02.844+03:00,   0.236E-01,   1.19012
     50,2021-10-11T22:13:06.157+03:00,   0.207E-01,   1.39685
     60,2021-10-11T22:13:09.962+03:00,   0.204E-01,   1.59034
     70,2021-10-11T22:13:13.423+03:00,   0.204E-01,   1.79404
     80,2021-10-11T22:13:17.248+03:00,   0.177E-01,   1.99244
     90,2021-10-11T22:13:20.657+03:00,   0.158E-01,   2.16577
    100,2021-10-11T22:13:24.009+03:00,   0.174E-01,   2.32826
    200,2021-10-11T22:13:58.072+03:00,   0.221E-01,   4.37461
    300,2021-10-11T22:14:32.316+03:00,   0.186E-01,   6.70853
    400,2021-10-11T22:15:05.797+03:00,   0.230E-01,   8.50304
    500,2021-10-11T22:15:39.345+03:00,   0.212E-01,  10.61918
    600,2021-10-11T22:16:10.810+03:00,   0.213E-01,  12.76179
    700,2021-10-11T22:16:44.243+03:00,   0.237E-01,  14.64599
    800,2021-10-11T22:17:15.976+03:00,   0.236E-01,  16.88353
    900,2021-10-11T22:17:48.463+03:00,   0.197E-01,  18.97676
   1000,2021-10-11T22:18:20.414+03:00,   0.252E-01,  21.21428
   1100,2021-10-11T22:18:52.591+03:00,   0.195E-01,  23.54939
   1200,2021-10-11T22:19:25.815+03:00,   0.234E-01,  25.58844
   1300,2021-10-11T22:19:57.499+03:00,   0.183E-01,  27.74042
   1400,2021-10-11T22:20:28.414+03:00,   0.181E-01,  29.93298
   1500,2021-10-11T22:20:59.038+03:00,   0.136E-01,  31.88333
   1600,2021-10-11T22:21:29.766+03:00,   0.172E-01,  33.80063
   1700,2021-10-11T22:22:00.155+03:00,   0.202E-01,  35.57868
   1800,2021-10-11T22:22:30.793+03:00,   0.238E-01,  37.72138
   1900,2021-10-11T22:23:01.878+03:00,   0.245E-01,  39.82586
   2000,2021-10-11T22:23:33.592+03:00,   0.225E-01,  42.03680
   2100,2021-10-11T22:24:04.999+03:00,   0.249E-01,  44.13549
   2200,2021-10-11T22:24:36.581+03:00,   0.200E-01,  45.89687
   2300,2021-10-11T22:25:10.295+03:00,   0.203E-01,  48.01709
   2400,2021-10-11T22:25:43.329+03:00,   0.168E-01,  50.15574
   2500,2021-10-11T22:26:16.978+03:00,   0.226E-01,  52.32186
   2600,2021-10-11T22:26:48.873+03:00,   0.187E-01,  54.26976
   2700,2021-10-11T22:27:21.235+03:00,   0.248E-01,  56.24271
   2800,2021-10-11T22:27:53.764+03:00,   0.212E-01,  58.38289
   2900,2021-10-11T22:28:25.889+03:00,   0.204E-01,  60.35616
   3000,2021-10-11T22:28:57.256+03:00,   0.221E-01,  62.41367
   3100,2021-10-11T22:29:28.480+03:00,   0.242E-01,  64.46200
   3200,2021-10-11T22:30:00.698+03:00,   0.237E-01,  66.68344
   3300,2021-10-11T22:30:32.153+03:00,   0.239E-01,  68.79155
   3400,2021-10-11T22:31:03.981+03:00,   0.181E-01,  70.88980
   3500,2021-10-11T22:31:35.559+03:00,   0.221E-01,  72.77289
   3600,2021-10-11T22:32:06.985+03:00,   0.208E-01,  74.72517
   3700,2021-10-11T22:32:38.703+03:00,   0.219E-01,  76.85083
   3800,2021-10-11T22:33:09.956+03:00,   0.258E-01,  78.76305
   3900,2021-10-11T22:33:41.285+03:00,   0.230E-01,  80.96561
   4000,2021-10-11T22:34:12.966+03:00,   0.195E-01,  83.06310
   4100,2021-10-11T22:34:43.490+03:00,   0.189E-01,  85.10124
   4200,2021-10-11T22:35:14.207+03:00,   0.226E-01,  87.02220
   4300,2021-10-11T22:35:45.560+03:00,   0.152E-01,  89.07685
   4400,2021-10-11T22:36:12.505+03:00,   0.214E-01,  91.19811
   4500,2021-10-11T22:36:39.210+03:00,   0.232E-01,  93.22581
   4600,2021-10-11T22:37:09.182+03:00,   0.119E-01,  95.03236
   4700,2021-10-11T22:37:40.475+03:00,   0.245E-01,  97.03093
   4800,2021-10-11T22:38:11.883+03:00,   0.199E-01,  99.23854
   4900,2021-10-11T22:38:43.011+03:00,   0.170E-01, 101.45172
   5000,2021-10-11T22:39:14.358+03:00,   0.182E-01, 103.57741
   5100,2021-10-11T22:39:45.283+03:00,   0.198E-01, 105.67996
   5200,2021-10-11T22:40:16.419+03:00,   0.231E-01, 107.76228
   5300,2021-10-11T22:40:47.585+03:00,   0.221E-01, 110.00032
   5400,2021-10-11T22:41:18.664+03:00,   0.214E-01, 112.14282
   5500,2021-10-11T22:41:49.617+03:00,   0.246E-01, 114.33839
   5600,2021-10-11T22:42:23.487+03:00,   0.230E-01, 116.52264
   5700,2021-10-11T22:42:54.629+03:00,   0.219E-01, 118.65264
   5800,2021-10-11T22:43:26.219+03:00,   0.208E-01, 120.57623
   5900,2021-10-11T22:43:57.607+03:00,   0.206E-01, 122.66785
   6000,2021-10-11T22:44:28.521+03:00,   0.168E-01, 124.84778
   6100,2021-10-11T22:44:59.393+03:00,   0.204E-01, 127.05311
   6200,2021-10-11T22:45:30.629+03:00,   0.184E-01, 129.24221
   6300,2021-10-11T22:46:01.187+03:00,   0.189E-01, 131.23496
   6400,2021-10-11T22:46:32.313+03:00,   0.247E-01, 133.32026
   6500,2021-10-11T22:47:03.316+03:00,   0.236E-01, 135.27541
   6600,2021-10-11T22:47:35.124+03:00,   0.234E-01, 137.48084
   6700,2021-10-11T22:48:05.382+03:00,   0.154E-01, 139.45241
   6800,2021-10-11T22:48:35.879+03:00,   0.213E-01, 141.47766
   6900,2021-10-11T22:49:06.363+03:00,   0.165E-01, 143.60355
   7000,2021-10-11T22:49:36.630+03:00,   0.227E-01, 145.80405
   7100,2021-10-11T22:50:07.435+03:00,   0.186E-01, 147.95595
   7200,2021-10-11T22:50:38.106+03:00,   0.239E-01, 149.93951
   7300,2021-10-11T22:51:08.716+03:00,   0.229E-01, 152.07469
   7400,2021-10-11T22:51:39.455+03:00,   0.250E-01, 153.99189
   7500,2021-10-11T22:52:09.776+03:00,   0.208E-01, 155.89994
   7600,2021-10-11T22:52:40.951+03:00,   0.217E-01, 158.12251
   7700,2021-10-11T22:53:11.911+03:00,   0.240E-01, 160.35283
   7800,2021-10-11T22:53:42.986+03:00,   0.215E-01, 162.47556
   7900,2021-10-11T22:54:14.031+03:00,   0.217E-01, 164.64958
