Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 8.622E+02, 8.209E+03, 3.425E+03, 6.448E+03, 4.011E+03, 2.297E+03, 8.375E+02, 0.000E+00, 3.674E+03, 3.610E+02, 9.439E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.014E+04
