Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 9.272E+02, 8.940E+03, 3.802E+03, 7.248E+03, 4.378E+03, 2.591E+03, 9.700E+02, 0.000E+00, 4.273E+03, 3.797E+02, 1.104E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.352E+04
