,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-02T22:12:40.793+02:00,   0.235E-01,   0.02353
      2,2021-11-02T22:12:41.217+02:00,   0.259E-01,   0.04941
      3,2021-11-02T22:12:41.650+02:00,   0.285E-01,   0.07789
      4,2021-11-02T22:12:42.197+02:00,   0.285E-01,   0.10636
      5,2021-11-02T22:12:42.626+02:00,   0.285E-01,   0.13483
      6,2021-11-02T22:12:43.079+02:00,   0.313E-01,   0.16615
      7,2021-11-02T22:12:43.595+02:00,   0.313E-01,   0.19747
      8,2021-11-02T22:12:44.036+02:00,   0.313E-01,   0.22879
      9,2021-11-02T22:12:44.436+02:00,   0.313E-01,   0.26011
     10,2021-11-02T22:12:44.996+02:00,   0.313E-01,   0.29142
     20,2021-11-02T22:12:48.739+02:00,   0.313E-01,   0.60461
     30,2021-11-02T22:12:52.371+02:00,   0.313E-01,   0.91780
     40,2021-11-02T22:12:56.288+02:00,   0.276E-01,   1.20099
     50,2021-11-02T22:13:00.030+02:00,   0.276E-01,   1.47667
     60,2021-11-02T22:13:03.858+02:00,   0.247E-01,   1.72619
     70,2021-11-02T22:13:07.586+02:00,   0.247E-01,   1.97280
     80,2021-11-02T22:13:11.318+02:00,   0.247E-01,   2.21942
     90,2021-11-02T22:13:15.084+02:00,   0.247E-01,   2.46603
    100,2021-11-02T22:13:18.907+02:00,   0.211E-01,   2.67702
    200,2021-11-02T22:13:57.423+02:00,   0.229E-01,   4.69146
    300,2021-11-02T22:14:33.074+02:00,   0.225E-01,   6.91275
    400,2021-11-02T22:15:07.006+02:00,   0.225E-01,   9.15958
    500,2021-11-02T22:15:48.457+02:00,   0.192E-01,  10.73699
    600,2021-11-02T22:16:26.229+02:00,   0.184E-01,  12.65386
    700,2021-11-02T22:17:01.133+02:00,   0.154E-01,  14.49952
    800,2021-11-02T22:17:35.739+02:00,   0.226E-01,  16.59524
    900,2021-11-02T22:18:12.777+02:00,   0.991E-02,  18.16109
   1000,2021-11-02T22:18:50.275+02:00,   0.172E-01,  19.57841
   1100,2021-11-02T22:19:24.918+02:00,   0.222E-01,  21.77418
   1200,2021-11-02T22:20:00.258+02:00,   0.233E-01,  23.80825
   1300,2021-11-02T22:20:35.580+02:00,   0.224E-01,  26.06379
   1400,2021-11-02T22:21:12.391+02:00,   0.122E-01,  27.75205
   1500,2021-11-02T22:21:48.927+02:00,   0.236E-01,  29.30527
   1600,2021-11-02T22:22:26.148+02:00,   0.220E-01,  31.12792
   1700,2021-11-02T22:23:03.079+02:00,   0.913E-02,  32.62867
   1800,2021-11-02T22:23:39.974+02:00,   0.146E-01,  33.91201
   1900,2021-11-02T22:24:16.411+02:00,   0.226E-01,  35.36555
   2000,2021-11-02T22:24:52.989+02:00,   0.122E-01,  37.19402
   2100,2021-11-02T22:25:30.047+02:00,   0.236E-01,  39.27573
   2200,2021-11-02T22:26:08.178+02:00,   0.134E-01,  41.28803
   2300,2021-11-02T22:26:46.115+02:00,   0.243E-01,  43.22132
   2400,2021-11-02T22:27:24.073+02:00,   0.138E-01,  45.38718
   2500,2021-11-02T22:28:00.150+02:00,   0.228E-01,  47.36160
   2600,2021-11-02T22:28:36.262+02:00,   0.165E-01,  49.57944
   2700,2021-11-02T22:29:12.510+02:00,   0.191E-01,  51.53356
   2800,2021-11-02T22:29:48.822+02:00,   0.206E-01,  53.24317
