,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-05T09:46:26.611+02:00,   0.286E-01,   0.02864
      2,2021-11-05T09:46:27.081+02:00,   0.315E-01,   0.06015
      3,2021-11-05T09:46:27.509+02:00,   0.347E-01,   0.09481
      4,2021-11-05T09:46:28.045+02:00,   0.347E-01,   0.12947
      5,2021-11-05T09:46:28.460+02:00,   0.347E-01,   0.16412
      6,2021-11-05T09:46:28.894+02:00,   0.347E-01,   0.19878
      7,2021-11-05T09:46:29.413+02:00,   0.347E-01,   0.23344
      8,2021-11-05T09:46:29.982+02:00,   0.307E-01,   0.26417
      9,2021-11-05T09:46:30.427+02:00,   0.307E-01,   0.29490
     10,2021-11-05T09:46:30.929+02:00,   0.307E-01,   0.32563
     20,2021-11-05T09:46:34.465+02:00,   0.307E-01,   0.63292
     30,2021-11-05T09:46:38.108+02:00,   0.307E-01,   0.94022
     40,2021-11-05T09:46:42.091+02:00,   0.236E-01,   1.19024
     50,2021-11-05T09:46:45.859+02:00,   0.205E-01,   1.39542
     60,2021-11-05T09:46:49.640+02:00,   0.200E-01,   1.58865
     70,2021-11-05T09:46:53.018+02:00,   0.221E-01,   1.80315
     80,2021-11-05T09:46:56.220+02:00,   0.170E-01,   2.00421
     90,2021-11-05T09:46:59.767+02:00,   0.170E-01,   2.17414
    100,2021-11-05T09:47:03.697+02:00,   0.206E-01,   2.34934
    200,2021-11-05T09:47:41.760+02:00,   0.269E-01,   4.46686
    300,2021-11-05T09:48:17.201+02:00,   0.217E-01,   6.80428
    400,2021-11-05T09:48:57.478+02:00,   0.240E-01,   9.06778
    500,2021-11-05T09:49:45.657+02:00,   0.237E-01,  11.34175
    600,2021-11-05T09:50:31.367+02:00,   0.170E-01,  13.50664
    700,2021-11-05T09:51:19.811+02:00,   0.209E-01,  15.37236
    800,2021-11-05T09:52:08.264+02:00,   0.228E-01,  17.47944
    900,2021-11-05T09:52:54.058+02:00,   0.232E-01,  19.43981
