,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-05-24T22:01:27.416+03:00,   0.177E+00,   0.17678
      2,2021-05-24T22:01:27.640+03:00,   0.177E+00,   0.35355
      3,2021-05-24T22:01:27.892+03:00,   0.177E+00,   0.53033
      4,2021-05-24T22:01:28.245+03:00,   0.177E+00,   0.70711
      5,2021-05-24T22:01:28.489+03:00,   0.177E+00,   0.88388
      6,2021-05-24T22:01:28.751+03:00,   0.177E+00,   1.06066
      7,2021-05-24T22:01:29.091+03:00,   0.177E+00,   1.23744
      8,2021-05-24T22:01:29.327+03:00,   0.177E+00,   1.41421
      9,2021-05-24T22:01:29.561+03:00,   0.177E+00,   1.59099
     10,2021-05-24T22:01:29.910+03:00,   0.177E+00,   1.76777
     20,2021-05-24T22:01:32.642+03:00,   0.177E+00,   3.53553
     30,2021-05-24T22:01:35.332+03:00,   0.177E+00,   5.30330
     40,2021-05-24T22:01:38.078+03:00,   0.177E+00,   7.07107
     50,2021-05-24T22:01:40.702+03:00,   0.177E+00,   8.83883
     60,2021-05-24T22:01:43.365+03:00,   0.177E+00,  10.60660
     70,2021-05-24T22:01:46.147+03:00,   0.177E+00,  12.37437
     80,2021-05-24T22:01:49.391+03:00,   0.177E+00,  14.14214
     90,2021-05-24T22:01:53.776+03:00,   0.177E+00,  15.90990
    100,2021-05-24T22:01:57.728+03:00,   0.177E+00,  17.67767
    200,2021-05-24T22:02:34.717+03:00,   0.119E+00,  33.12109
    300,2021-05-24T22:03:12.110+03:00,   0.131E+00,  45.69093
    400,2021-05-24T22:03:47.140+03:00,   0.131E+00,  58.78450
    500,2021-05-24T22:04:22.114+03:00,   0.142E+00,  72.01052
    600,2021-05-24T22:04:56.965+03:00,   0.152E+00,  85.90226
    700,2021-05-24T22:05:32.242+03:00,   0.148E+00, 100.79497
    800,2021-05-24T22:06:07.072+03:00,   0.146E+00, 115.19528
    900,2021-05-24T22:06:42.047+03:00,   0.139E+00, 129.45035
   1000,2021-05-24T22:07:16.980+03:00,   0.139E+00, 143.31745
   1100,2021-05-24T22:07:52.332+03:00,   0.149E+00, 157.60913
   1200,2021-05-24T22:08:28.047+03:00,   0.127E+00, 171.66855
   1300,2021-05-24T22:09:03.282+03:00,   0.154E+00, 186.12829
   1400,2021-05-24T22:09:38.495+03:00,   0.151E+00, 200.05296
   1500,2021-05-24T22:10:13.593+03:00,   0.147E+00, 214.93935
   1600,2021-05-24T22:10:49.242+03:00,   0.147E+00, 229.63238
   1700,2021-05-24T22:11:24.277+03:00,   0.147E+00, 244.32541
   1800,2021-05-24T22:11:59.065+03:00,   0.147E+00, 259.01845
   1900,2021-05-24T22:12:34.175+03:00,   0.138E+00, 272.95210
   2000,2021-05-24T22:13:09.479+03:00,   0.144E+00, 286.65091
   2100,2021-05-24T22:13:44.730+03:00,   0.138E+00, 300.76357
   2200,2021-05-24T22:14:20.330+03:00,   0.144E+00, 314.83529
   2300,2021-05-24T22:14:56.213+03:00,   0.146E+00, 328.27441
   2400,2021-05-24T22:15:33.673+03:00,   0.145E+00, 342.59265
   2500,2021-05-24T22:16:08.857+03:00,   0.141E+00, 356.55759
   2600,2021-05-24T22:16:43.797+03:00,   0.141E+00, 370.69302
   2700,2021-05-24T22:17:22.022+03:00,   0.143E+00, 385.09466
   2800,2021-05-24T22:18:00.431+03:00,   0.143E+00, 399.42891
   2900,2021-05-24T22:18:36.756+03:00,   0.142E+00, 414.29003
   3000,2021-05-24T22:19:12.803+03:00,   0.142E+00, 428.47574
   3100,2021-05-24T22:19:50.112+03:00,   0.152E+00, 442.70463
   3200,2021-05-24T22:20:26.723+03:00,   0.138E+00, 456.27280
   3300,2021-05-24T22:21:02.995+03:00,   0.152E+00, 470.23631
   3400,2021-05-24T22:21:39.797+03:00,   0.150E+00, 484.57597
   3500,2021-05-24T22:22:15.726+03:00,   0.138E+00, 498.83806
   3600,2021-05-24T22:22:51.623+03:00,   0.145E+00, 512.77125
   3700,2021-05-24T22:23:28.308+03:00,   0.141E+00, 526.91942
   3800,2021-05-24T22:24:04.906+03:00,   0.141E+00, 541.06724
   3900,2021-05-24T22:24:40.941+03:00,   0.137E+00, 554.99795
   4000,2021-05-24T22:25:17.119+03:00,   0.143E+00, 569.33218
   4100,2021-05-24T22:25:53.661+03:00,   0.143E+00, 583.59892
   4200,2021-05-24T22:26:30.403+03:00,   0.148E+00, 597.12704
   4300,2021-05-24T22:27:06.826+03:00,   0.142E+00, 611.19201
   4400,2021-05-24T22:27:43.518+03:00,   0.142E+00, 625.38922
   4500,2021-05-24T22:28:20.191+03:00,   0.137E+00, 639.26926
   4600,2021-05-24T22:28:56.678+03:00,   0.133E+00, 653.90374
   4700,2021-05-24T22:29:32.911+03:00,   0.134E+00, 667.49356
   4800,2021-05-24T22:30:09.472+03:00,   0.154E+00, 682.19756
   4900,2021-05-24T22:30:47.375+03:00,   0.137E+00, 696.03341
   5000,2021-05-24T22:31:23.881+03:00,   0.142E+00, 709.89866
   5100,2021-05-24T22:32:00.553+03:00,   0.147E+00, 723.68828
   5200,2021-05-24T22:32:37.085+03:00,   0.145E+00, 737.65142
   5300,2021-05-24T22:33:13.800+03:00,   0.145E+00, 752.11438
   5400,2021-05-24T22:33:50.305+03:00,   0.139E+00, 765.77020
   5500,2021-05-24T22:34:26.628+03:00,   0.128E+00, 780.13721
   5600,2021-05-24T22:35:02.629+03:00,   0.138E+00, 793.87388
   5700,2021-05-24T22:35:39.151+03:00,   0.143E+00, 807.86882
   5800,2021-05-24T22:36:15.092+03:00,   0.143E+00, 822.18178
   5900,2021-05-24T22:36:51.547+03:00,   0.140E+00, 836.35009
   6000,2021-05-24T22:37:27.764+03:00,   0.140E+00, 850.38683
   6100,2021-05-24T22:38:04.319+03:00,   0.154E+00, 864.71251
   6200,2021-05-24T22:38:39.911+03:00,   0.134E+00, 878.63773
   6300,2021-05-24T22:39:15.728+03:00,   0.139E+00, 891.96654
   6400,2021-05-24T22:39:52.323+03:00,   0.128E+00, 905.82972
   6500,2021-05-24T22:40:28.565+03:00,   0.136E+00, 919.51425
   6600,2021-05-24T22:41:05.418+03:00,   0.149E+00, 934.14597
   6700,2021-05-24T22:41:41.766+03:00,   0.152E+00, 948.18814
   6800,2021-05-24T22:42:18.231+03:00,   0.142E+00, 962.26538
   6900,2021-05-24T22:42:54.292+03:00,   0.138E+00, 976.38309
   7000,2021-05-24T22:43:30.973+03:00,   0.147E+00, 990.98425
   7100,2021-05-24T22:44:07.394+03:00,   0.144E+00,1004.95316
   7200,2021-05-24T22:44:43.767+03:00,   0.135E+00,1018.99138
   7300,2021-05-24T22:45:19.624+03:00,   0.147E+00,1033.33603
   7400,2021-05-24T22:45:55.941+03:00,   0.129E+00,1047.20866
   7500,2021-05-24T22:46:32.576+03:00,   0.142E+00,1061.73747
   7600,2021-05-24T22:47:08.818+03:00,   0.150E+00,1076.10547
   7700,2021-05-24T22:47:45.312+03:00,   0.153E+00,1090.01693
   7800,2021-05-24T22:48:21.594+03:00,   0.155E+00,1104.62867
   7900,2021-05-24T22:48:57.441+03:00,   0.145E+00,1119.45474
   8000,2021-05-24T22:49:32.893+03:00,   0.145E+00,1133.93715
   8100,2021-05-24T22:50:08.952+03:00,   0.141E+00,1147.81802
   8200,2021-05-24T22:50:44.621+03:00,   0.141E+00,1161.87465
   8300,2021-05-24T22:51:21.306+03:00,   0.141E+00,1175.93129
   8400,2021-05-24T22:51:57.161+03:00,   0.148E+00,1190.32020
   8500,2021-05-24T22:52:33.322+03:00,   0.145E+00,1203.85698
   8600,2021-05-24T22:53:09.482+03:00,   0.128E+00,1218.19391
   8700,2021-05-24T22:53:45.684+03:00,   0.146E+00,1232.58045
   8800,2021-05-24T22:54:22.313+03:00,   0.141E+00,1247.00988
   8900,2021-05-24T22:54:58.412+03:00,   0.138E+00,1260.70076
   9000,2021-05-24T22:55:34.559+03:00,   0.140E+00,1274.17297
   9100,2021-05-24T22:56:10.830+03:00,   0.137E+00,1287.97992
   9200,2021-05-24T22:56:47.350+03:00,   0.138E+00,1301.96509
   9300,2021-05-24T22:57:23.285+03:00,   0.135E+00,1315.82581
   9400,2021-05-24T22:58:00.018+03:00,   0.141E+00,1329.41039
   9500,2021-05-24T22:58:36.469+03:00,   0.139E+00,1343.33339
   9600,2021-05-24T22:59:12.944+03:00,   0.137E+00,1357.01550
   9700,2021-05-24T22:59:48.559+03:00,   0.148E+00,1370.81410
   9800,2021-05-24T23:00:24.520+03:00,   0.143E+00,1384.72782
   9900,2021-05-24T23:01:01.708+03:00,   0.116E+00,1398.39581
  10000,2021-05-24T23:01:38.278+03:00,   0.139E+00,1412.03936
  10100,2021-05-24T23:02:14.427+03:00,   0.137E+00,1425.98633
  10200,2021-05-24T23:02:49.918+03:00,   0.145E+00,1439.78392
  10300,2021-05-24T23:03:26.309+03:00,   0.136E+00,1453.46060
  10400,2021-05-24T23:04:02.385+03:00,   0.141E+00,1467.64308
  10500,2021-05-24T23:04:39.113+03:00,   0.135E+00,1481.36935
  10600,2021-05-24T23:05:15.324+03:00,   0.144E+00,1495.44260
  10700,2021-05-24T23:05:52.393+03:00,   0.137E+00,1509.14118
  10800,2021-05-24T23:06:28.287+03:00,   0.149E+00,1523.31831
  10900,2021-05-24T23:07:04.427+03:00,   0.141E+00,1537.12739
  11000,2021-05-24T23:07:40.289+03:00,   0.133E+00,1551.14413
  11100,2021-05-24T23:08:16.748+03:00,   0.129E+00,1564.72457
  11200,2021-05-24T23:08:53.554+03:00,   0.123E+00,1578.45377
