,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-06T22:52:43.008+02:00,   0.235E-01,   0.02353
      2,2021-11-06T22:52:43.368+02:00,   0.259E-01,   0.04941
      3,2021-11-06T22:52:43.712+02:00,   0.285E-01,   0.07789
      4,2021-11-06T22:52:44.156+02:00,   0.285E-01,   0.10636
      5,2021-11-06T22:52:44.504+02:00,   0.285E-01,   0.13483
      6,2021-11-06T22:52:44.862+02:00,   0.313E-01,   0.16615
      7,2021-11-06T22:52:45.297+02:00,   0.313E-01,   0.19747
      8,2021-11-06T22:52:45.642+02:00,   0.313E-01,   0.22879
      9,2021-11-06T22:52:45.988+02:00,   0.313E-01,   0.26011
     10,2021-11-06T22:52:46.423+02:00,   0.313E-01,   0.29142
     20,2021-11-06T22:52:49.445+02:00,   0.313E-01,   0.60461
     30,2021-11-06T22:52:52.784+02:00,   0.313E-01,   0.91780
     40,2021-11-06T22:52:56.286+02:00,   0.276E-01,   1.20098
     50,2021-11-06T22:52:59.658+02:00,   0.276E-01,   1.47665
     60,2021-11-06T22:53:03.268+02:00,   0.247E-01,   1.72618
     70,2021-11-06T22:53:06.667+02:00,   0.247E-01,   1.97280
     80,2021-11-06T22:53:10.000+02:00,   0.247E-01,   2.21942
     90,2021-11-06T22:53:13.288+02:00,   0.247E-01,   2.46604
    100,2021-11-06T22:53:16.642+02:00,   0.211E-01,   2.67702
    200,2021-11-06T22:53:49.723+02:00,   0.224E-01,   4.70546
    300,2021-11-06T22:54:22.478+02:00,   0.224E-01,   6.94269
    400,2021-11-06T22:54:54.047+02:00,   0.246E-01,   9.24479
    500,2021-11-06T22:55:27.577+02:00,   0.142E-01,  10.87707
    600,2021-11-06T22:55:59.940+02:00,   0.206E-01,  12.48839
    700,2021-11-06T22:56:32.087+02:00,   0.207E-01,  14.16104
    800,2021-11-06T22:57:04.044+02:00,   0.176E-01,  16.35642
    900,2021-11-06T22:57:36.861+02:00,   0.157E-01,  17.78886
   1000,2021-11-06T22:58:09.186+02:00,   0.219E-01,  19.73302
   1100,2021-11-06T22:58:42.268+02:00,   0.168E-01,  21.31079
   1200,2021-11-06T22:59:14.867+02:00,   0.217E-01,  23.20484
   1300,2021-11-06T22:59:47.922+02:00,   0.223E-01,  25.06939
   1400,2021-11-06T23:00:22.253+02:00,   0.103E-01,  26.63396
   1500,2021-11-06T23:00:48.229+02:00,   0.137E-01,  27.68693
   1600,2021-11-06T23:01:15.149+02:00,   0.105E-01,  29.17758
   1700,2021-11-06T23:01:42.142+02:00,   0.135E-01,  30.59304
   1800,2021-11-06T23:02:08.665+02:00,   0.182E-01,  32.15631
   1900,2021-11-06T23:02:35.347+02:00,   0.129E-01,  34.20675
   2000,2021-11-06T23:03:01.434+02:00,   0.109E-01,  35.91402
   2100,2021-11-06T23:03:27.810+02:00,   0.208E-01,  37.96532
   2200,2021-11-06T23:03:55.145+02:00,   0.207E-01,  40.01037
   2300,2021-11-06T23:04:21.432+02:00,   0.154E-01,  42.04237
   2400,2021-11-06T23:04:50.177+02:00,   0.212E-01,  43.70594
   2500,2021-11-06T23:05:17.097+02:00,   0.181E-01,  45.91954
   2600,2021-11-06T23:05:43.565+02:00,   0.173E-01,  47.66996
   2700,2021-11-06T23:06:10.472+02:00,   0.211E-01,  49.29654
   2800,2021-11-06T23:06:36.590+02:00,   0.241E-01,  51.35984
   2900,2021-11-06T23:07:02.927+02:00,   0.158E-01,  53.50460
   3000,2021-11-06T23:07:29.981+02:00,   0.211E-01,  55.20266
   3100,2021-11-06T23:07:56.560+02:00,   0.141E-01,  56.49902
   3200,2021-11-06T23:08:23.322+02:00,   0.212E-01,  58.46250
   3300,2021-11-06T23:08:49.626+02:00,   0.152E-01,  60.10084
   3400,2021-11-06T23:09:15.763+02:00,   0.226E-01,  62.01191
   3500,2021-11-06T23:09:42.767+02:00,   0.148E-01,  63.87746
   3600,2021-11-06T23:10:08.532+02:00,   0.148E-01,  65.91931
   3700,2021-11-06T23:10:35.334+02:00,   0.236E-01,  67.70943
   3800,2021-11-06T23:11:02.287+02:00,   0.116E-01,  69.68914
   3900,2021-11-06T23:11:32.537+02:00,   0.232E-01,  71.80007
   4000,2021-11-06T23:12:06.688+02:00,   0.205E-01,  73.93718
   4100,2021-11-06T23:12:39.696+02:00,   0.131E-01,  75.87962
   4200,2021-11-06T23:13:14.555+02:00,   0.171E-01,  77.55031
   4300,2021-11-06T23:13:50.151+02:00,   0.224E-01,  79.50582
   4400,2021-11-06T23:14:23.219+02:00,   0.156E-01,  81.63193
   4500,2021-11-06T23:14:58.419+02:00,   0.134E-01,  83.63072
   4600,2021-11-06T23:15:33.534+02:00,   0.177E-01,  85.33253
   4700,2021-11-06T23:16:06.684+02:00,   0.189E-01,  87.44367
   4800,2021-11-06T23:16:40.203+02:00,   0.116E-01,  89.09145
   4900,2021-11-06T23:17:16.936+02:00,   0.220E-01,  90.87102
   5000,2021-11-06T23:17:54.215+02:00,   0.161E-01,  93.16405
   5100,2021-11-06T23:18:29.717+02:00,   0.163E-01,  94.74589
   5200,2021-11-06T23:19:05.214+02:00,   0.172E-01,  96.31789
   5300,2021-11-06T23:19:40.334+02:00,   0.225E-01,  97.78398
   5400,2021-11-06T23:20:14.682+02:00,   0.245E-01,  99.74009
   5500,2021-11-06T23:20:49.199+02:00,   0.142E-01, 101.75672
   5600,2021-11-06T23:21:23.911+02:00,   0.225E-01, 103.54490
   5700,2021-11-06T23:21:58.502+02:00,   0.238E-01, 105.49169
   5800,2021-11-06T23:22:33.868+02:00,   0.239E-01, 107.38764
   5900,2021-11-06T23:23:08.390+02:00,   0.198E-01, 108.99315
   6000,2021-11-06T23:23:43.482+02:00,   0.121E-01, 110.78465
   6100,2021-11-06T23:24:19.430+02:00,   0.185E-01, 112.21229
   6200,2021-11-06T23:24:56.320+02:00,   0.240E-01, 114.32058
   6300,2021-11-06T23:25:33.187+02:00,   0.223E-01, 115.89929
   6400,2021-11-06T23:26:09.169+02:00,   0.228E-01, 118.10182
   6500,2021-11-06T23:26:45.545+02:00,   0.191E-01, 120.37569
   6600,2021-11-06T23:27:22.769+02:00,   0.209E-01, 122.04537
   6700,2021-11-06T23:27:55.195+02:00,   0.188E-01, 124.11447
   6800,2021-11-06T23:28:29.398+02:00,   0.208E-01, 126.15945
   6900,2021-11-06T23:29:03.251+02:00,   0.187E-01, 128.16554
   7000,2021-11-06T23:29:37.463+02:00,   0.149E-01, 130.11440
   7100,2021-11-06T23:30:12.502+02:00,   0.137E-01, 131.57795
   7200,2021-11-06T23:30:47.821+02:00,   0.134E-01, 133.33240
   7300,2021-11-06T23:31:22.443+02:00,   0.226E-01, 135.37939
   7400,2021-11-06T23:31:57.029+02:00,   0.126E-01, 137.46007
   7500,2021-11-06T23:32:31.801+02:00,   0.120E-01, 139.30012
   7600,2021-11-06T23:33:06.104+02:00,   0.147E-01, 140.78099
   7700,2021-11-06T23:33:40.060+02:00,   0.130E-01, 142.25160
   7800,2021-11-06T23:34:14.222+02:00,   0.227E-01, 144.33460
   7900,2021-11-06T23:34:48.687+02:00,   0.126E-01, 146.19081
