Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.014E+03, 8.814E+03, 3.864E+03, 7.216E+03, 4.405E+03, 2.543E+03, 9.385E+02, 0.000E+00, 3.983E+03, 5.640E+02, 9.625E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.335E+04
