,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-05T19:52:30.287+02:00,   0.286E-01,   0.02864
      2,2021-11-05T19:52:30.746+02:00,   0.315E-01,   0.06015
      3,2021-11-05T19:52:31.131+02:00,   0.347E-01,   0.09481
      4,2021-11-05T19:52:31.613+02:00,   0.347E-01,   0.12947
      5,2021-11-05T19:52:31.967+02:00,   0.347E-01,   0.16412
      6,2021-11-05T19:52:32.332+02:00,   0.347E-01,   0.19878
      7,2021-11-05T19:52:32.771+02:00,   0.347E-01,   0.23344
      8,2021-11-05T19:52:33.274+02:00,   0.307E-01,   0.26417
      9,2021-11-05T19:52:33.620+02:00,   0.307E-01,   0.29490
     10,2021-11-05T19:52:34.075+02:00,   0.307E-01,   0.32563
     20,2021-11-05T19:52:37.078+02:00,   0.307E-01,   0.63292
     30,2021-11-05T19:52:40.088+02:00,   0.307E-01,   0.94022
     40,2021-11-05T19:52:43.407+02:00,   0.236E-01,   1.19024
     50,2021-11-05T19:52:46.596+02:00,   0.205E-01,   1.39542
     60,2021-11-05T19:52:49.785+02:00,   0.200E-01,   1.58865
     70,2021-11-05T19:52:52.985+02:00,   0.221E-01,   1.80315
     80,2021-11-05T19:52:56.285+02:00,   0.170E-01,   2.00422
     90,2021-11-05T19:52:59.353+02:00,   0.170E-01,   2.17415
    100,2021-11-05T19:53:02.512+02:00,   0.206E-01,   2.34936
    200,2021-11-05T19:53:34.348+02:00,   0.266E-01,   4.47390
    300,2021-11-05T19:54:06.100+02:00,   0.246E-01,   6.85232
    400,2021-11-05T19:54:37.809+02:00,   0.238E-01,   9.17390
    500,2021-11-05T19:55:09.217+02:00,   0.210E-01,  11.30300
    600,2021-11-05T19:55:40.204+02:00,   0.198E-01,  13.38995
    700,2021-11-05T19:56:11.399+02:00,   0.212E-01,  15.58723
    800,2021-11-05T19:56:42.127+02:00,   0.207E-01,  17.80251
    900,2021-11-05T19:57:12.837+02:00,   0.245E-01,  19.92614
   1000,2021-11-05T19:57:43.879+02:00,   0.215E-01,  22.34251
   1100,2021-11-05T19:58:14.963+02:00,   0.197E-01,  24.54480
   1200,2021-11-05T19:58:46.608+02:00,   0.244E-01,  26.76158
   1300,2021-11-05T19:59:19.641+02:00,   0.217E-01,  28.86621
   1400,2021-11-05T19:59:51.411+02:00,   0.230E-01,  31.08902
   1500,2021-11-05T20:00:23.945+02:00,   0.252E-01,  33.23003
   1600,2021-11-05T20:00:56.673+02:00,   0.173E-01,  35.42956
   1700,2021-11-05T20:01:28.599+02:00,   0.206E-01,  37.34481
