,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-06T13:53:24.007+02:00,   0.235E-01,   0.02353
      2,2021-11-06T13:53:24.226+02:00,   0.259E-01,   0.04941
      3,2021-11-06T13:53:24.414+02:00,   0.285E-01,   0.07789
      4,2021-11-06T13:53:24.650+02:00,   0.285E-01,   0.10636
      5,2021-11-06T13:53:24.853+02:00,   0.285E-01,   0.13483
      6,2021-11-06T13:53:25.081+02:00,   0.313E-01,   0.16615
      7,2021-11-06T13:53:25.318+02:00,   0.313E-01,   0.19747
      8,2021-11-06T13:53:25.522+02:00,   0.313E-01,   0.22879
      9,2021-11-06T13:53:25.712+02:00,   0.313E-01,   0.26011
     10,2021-11-06T13:53:25.952+02:00,   0.313E-01,   0.29142
     20,2021-11-06T13:53:27.599+02:00,   0.313E-01,   0.60461
     30,2021-11-06T13:53:29.195+02:00,   0.313E-01,   0.91780
     40,2021-11-06T13:53:30.918+02:00,   0.276E-01,   1.20097
     50,2021-11-06T13:53:32.854+02:00,   0.276E-01,   1.47663
     60,2021-11-06T13:53:34.954+02:00,   0.247E-01,   1.72615
     70,2021-11-06T13:53:37.233+02:00,   0.247E-01,   1.97276
     80,2021-11-06T13:53:39.957+02:00,   0.247E-01,   2.21937
     90,2021-11-06T13:53:42.780+02:00,   0.247E-01,   2.46599
    100,2021-11-06T13:53:45.739+02:00,   0.211E-01,   2.67705
    200,2021-11-06T13:54:16.756+02:00,   0.231E-01,   4.71139
    300,2021-11-06T13:54:48.494+02:00,   0.227E-01,   6.83248
    400,2021-11-06T13:55:19.958+02:00,   0.188E-01,   9.06051
    500,2021-11-06T13:55:52.307+02:00,   0.133E-01,  10.51768
    600,2021-11-06T13:56:26.125+02:00,   0.150E-01,  12.03579
    700,2021-11-06T13:57:00.757+02:00,   0.124E-01,  13.76280
    800,2021-11-06T13:57:36.237+02:00,   0.162E-01,  15.78758
    900,2021-11-06T13:58:14.046+02:00,   0.151E-01,  17.56769
   1000,2021-11-06T13:58:50.181+02:00,   0.224E-01,  19.08855
   1100,2021-11-06T13:59:26.491+02:00,   0.226E-01,  21.05604
   1200,2021-11-06T14:00:03.609+02:00,   0.223E-01,  23.09496
   1300,2021-11-06T14:00:41.756+02:00,   0.225E-01,  24.95893
   1400,2021-11-06T14:01:19.804+02:00,   0.230E-01,  27.14308
