,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2021-11-05T19:52:19.359+02:00,   0.235E-01,   0.02353
      2,2021-11-05T19:52:19.643+02:00,   0.259E-01,   0.04941
      3,2021-11-05T19:52:19.896+02:00,   0.285E-01,   0.07789
      4,2021-11-05T19:52:20.223+02:00,   0.285E-01,   0.10636
      5,2021-11-05T19:52:20.509+02:00,   0.285E-01,   0.13483
      6,2021-11-05T19:52:20.758+02:00,   0.313E-01,   0.16615
      7,2021-11-05T19:52:21.069+02:00,   0.313E-01,   0.19747
      8,2021-11-05T19:52:21.344+02:00,   0.313E-01,   0.22879
      9,2021-11-05T19:52:21.605+02:00,   0.313E-01,   0.26011
     10,2021-11-05T19:52:21.926+02:00,   0.313E-01,   0.29142
     20,2021-11-05T19:52:24.896+02:00,   0.313E-01,   0.60461
     30,2021-11-05T19:52:28.295+02:00,   0.313E-01,   0.91780
     40,2021-11-05T19:52:31.971+02:00,   0.276E-01,   1.20099
     50,2021-11-05T19:52:35.086+02:00,   0.276E-01,   1.47667
     60,2021-11-05T19:52:38.362+02:00,   0.247E-01,   1.72619
     70,2021-11-05T19:52:41.613+02:00,   0.247E-01,   1.97281
     80,2021-11-05T19:52:44.777+02:00,   0.247E-01,   2.21942
     90,2021-11-05T19:52:47.921+02:00,   0.247E-01,   2.46604
    100,2021-11-05T19:52:51.297+02:00,   0.211E-01,   2.67703
    200,2021-11-05T19:53:23.897+02:00,   0.241E-01,   4.70715
    300,2021-11-05T19:53:55.854+02:00,   0.235E-01,   7.02007
    400,2021-11-05T19:54:27.971+02:00,   0.240E-01,   9.21280
    500,2021-11-05T19:55:01.251+02:00,   0.220E-01,  10.60185
    600,2021-11-05T19:55:36.316+02:00,   0.112E-01,  12.25551
    700,2021-11-05T19:56:10.780+02:00,   0.156E-01,  13.91202
    800,2021-11-05T19:56:44.543+02:00,   0.228E-01,  16.04175
    900,2021-11-05T19:57:19.104+02:00,   0.145E-01,  18.03464
   1000,2021-11-05T19:57:53.599+02:00,   0.145E-01,  19.52147
   1100,2021-11-05T19:58:28.227+02:00,   0.106E-01,  21.06776
   1200,2021-11-05T19:59:03.333+02:00,   0.162E-01,  22.60636
   1300,2021-11-05T19:59:38.756+02:00,   0.210E-01,  24.85242
   1400,2021-11-05T20:00:12.369+02:00,   0.216E-01,  26.91543
   1500,2021-11-05T20:00:45.339+02:00,   0.221E-01,  29.18443
   1600,2021-11-05T20:01:20.328+02:00,   0.199E-01,  31.25432
   1700,2021-11-05T20:01:56.863+02:00,   0.236E-01,  33.23450
   1800,2021-11-05T20:02:33.206+02:00,   0.213E-01,  35.35095
   1900,2021-11-05T20:03:09.911+02:00,   0.982E-02,  36.72594
   2000,2021-11-05T20:03:45.874+02:00,   0.230E-01,  38.42686
   2100,2021-11-05T20:04:22.768+02:00,   0.207E-01,  40.44291
   2200,2021-11-05T20:04:59.433+02:00,   0.186E-01,  41.89940
   2300,2021-11-05T20:05:35.121+02:00,   0.244E-01,  44.18618
   2400,2021-11-05T20:06:13.072+02:00,   0.202E-01,  45.84530
   2500,2021-11-05T20:06:55.214+02:00,   0.127E-01,  47.60259
   2600,2021-11-05T20:07:36.618+02:00,   0.234E-01,  49.56942
   2700,2021-11-05T20:08:18.227+02:00,   0.148E-01,  51.47602
   2800,2021-11-05T20:08:59.829+02:00,   0.146E-01,  53.37366
   2900,2021-11-05T20:09:40.641+02:00,   0.235E-01,  55.48479
   3000,2021-11-05T20:10:16.903+02:00,   0.235E-01,  57.83011
   3100,2021-11-05T20:10:55.195+02:00,   0.222E-01,  59.70501
   3200,2021-11-05T20:11:29.289+02:00,   0.244E-01,  61.96986
   3300,2021-11-05T20:12:03.305+02:00,   0.169E-01,  64.09188
   3400,2021-11-05T20:12:37.656+02:00,   0.240E-01,  65.43396
   3500,2021-11-05T20:13:13.040+02:00,   0.144E-01,  67.07626
   3600,2021-11-05T20:13:48.431+02:00,   0.176E-01,  68.83269
   3700,2021-11-05T20:14:27.616+02:00,   0.167E-01,  70.27390
   3800,2021-11-05T20:15:05.061+02:00,   0.226E-01,  72.38798
   3900,2021-11-05T20:15:45.628+02:00,   0.166E-01,  74.22117
   4000,2021-11-05T20:16:26.559+02:00,   0.162E-01,  75.69959
   4100,2021-11-05T20:17:04.067+02:00,   0.182E-01,  77.57177
   4200,2021-11-05T20:17:41.271+02:00,   0.134E-01,  79.22812
   4300,2021-11-05T20:18:17.431+02:00,   0.167E-01,  80.79694
   4400,2021-11-05T20:18:53.651+02:00,   0.205E-01,  82.40133
